	Name	Database_ID	start_bp	end_bp	variable	value	cancer
18059	SNORD54		56073835.0	56073901.0	gain	37	HNSCC
18060	SNORD54	ENSG00000238650.1	56073835.0	56073901.0	loss	3	HNSCC
18061	SNORD54		56073835.0	56073901.0	loss	3	HNSCC
18062	CERNA3		56074592.0	56075274.0	gain	37	HNSCC
18063	CERNA3		56074592.0	56075274.0	loss	3	HNSCC
18064	NPM1P21		56101199.0	56102267.0	gain	37	HNSCC
18065	NPM1P21		56101199.0	56102267.0	loss	3	HNSCC
18066	MOS		56112942.0	56113982.0	gain	37	HNSCC
18067	MOS	ENSG00000172680.1	56112942.0	56113982.0	gain	37	HNSCC
18068	MOS		56112942.0	56113982.0	loss	3	HNSCC
18069	MOS	ENSG00000172680.1	56112942.0	56113982.0	loss	3	HNSCC
18070	PLAG1	ENSG00000181690.3	56160909.0	56211324.0	gain	37	HNSCC
18071	PLAG1	ENSG00000181690.7	56160909.0	56211324.0	gain	37	HNSCC
18072	PLAG1		56160909.0	56211324.0	gain	37	HNSCC
18073	PLAG1	ENSG00000181690.3	56160909.0	56211324.0	loss	3	HNSCC
18074	PLAG1	ENSG00000181690.7	56160909.0	56211324.0	loss	3	HNSCC
18075	PLAG1		56160909.0	56211324.0	loss	3	HNSCC
18076	CHCHD7		56211686.0	56218809.0	gain	37	HNSCC
18077	CHCHD7	ENSG00000170791.17	56211686.0	56218809.0	gain	37	HNSCC
18078	CHCHD7	ENSG00000170791.13	56211686.0	56218809.0	gain	37	HNSCC
18079	CHCHD7		56211686.0	56218809.0	loss	3	HNSCC
18080	CHCHD7	ENSG00000170791.17	56211686.0	56218809.0	loss	3	HNSCC
18081	CHCHD7	ENSG00000170791.13	56211686.0	56218809.0	loss	3	HNSCC
18082	AC107952.2		56222688.0	56223173.0	gain	37	HNSCC
18083	AC107952.2		56222688.0	56223173.0	loss	3	HNSCC
18084	AC107952.1		56252960.0	56253372.0	gain	37	HNSCC
18085	AC107952.1		56252960.0	56253372.0	loss	3	HNSCC
18086	SDR16C5		56300010.0	56320776.0	gain	37	HNSCC
18087	SDR16C5	ENSG00000170786.8	56300010.0	56320776.0	gain	37	HNSCC
18088	SDR16C5	ENSG00000170786.12	56300010.0	56320776.0	gain	37	HNSCC
18089	SDR16C5		56300010.0	56320776.0	loss	3	HNSCC
18090	SDR16C5	ENSG00000170786.8	56300010.0	56320776.0	loss	3	HNSCC
18091	SDR16C5	ENSG00000170786.12	56300010.0	56320776.0	loss	3	HNSCC
18092	SDR16C6P		56373064.0	56395365.0	gain	37	HNSCC
18093	SDR16C6P	ENSG00000253542.3	56373064.0	56395365.0	gain	37	HNSCC
18094	SDR16C6P		56373064.0	56395365.0	loss	3	HNSCC
18095	SDR16C6P	ENSG00000253542.3	56373064.0	56395365.0	loss	3	HNSCC
18096	PENK	ENSG00000181195.10	56436674.0	56446671.0	gain	37	HNSCC
18097	PENK	ENSG00000181195.6	56436674.0	56446671.0	gain	37	HNSCC
18098	PENK		56436674.0	56446671.0	gain	37	HNSCC
18099	PENK	ENSG00000181195.10	56436674.0	56446671.0	loss	3	HNSCC
18100	PENK	ENSG00000181195.6	56436674.0	56446671.0	loss	3	HNSCC
18101	PENK		56436674.0	56446671.0	loss	3	HNSCC
18102	AC012349.1		56445807.0	56556513.0	gain	37	HNSCC
18103	AC012349.1		56445807.0	56556513.0	loss	3	HNSCC
18104	LINC00968		56496048.0	56559823.0	gain	37	HNSCC
18105	LINC00968	ENSG00000246430.2	56496048.0	56559823.0	gain	37	HNSCC
18106	LINC00968		56496048.0	56559823.0	loss	3	HNSCC
18107	LINC00968	ENSG00000246430.2	56496048.0	56559823.0	loss	3	HNSCC
18108	AC013644.1		56536758.0	56540497.0	gain	37	HNSCC
18109	AC013644.1		56536758.0	56540497.0	loss	3	HNSCC
18110	RPL37P6		56588385.0	56588787.0	gain	37	HNSCC
18111	RPL37P6		56588385.0	56588787.0	loss	3	HNSCC
18112	AC009597.1		56638894.0	56656496.0	gain	36	HNSCC
18113	AC009597.1		56638894.0	56656496.0	loss	4	HNSCC
18114	AC009597.2		56776283.0	56776874.0	gain	35	HNSCC
18115	AC009597.2		56776283.0	56776874.0	loss	5	HNSCC
18116	RNU6-13P		56917084.0	56917190.0	gain	35	HNSCC
18117	RNU6-13P		56917084.0	56917190.0	loss	4	HNSCC
18118	IMPAD1	ENSG00000104331.4	56957931.0	56993867.0	gain	35	HNSCC
18119	IMPAD1	ENSG00000104331.8	56957931.0	56993867.0	gain	35	HNSCC
18120	IMPAD1		56957931.0	56993867.0	gain	35	HNSCC
18121	IMPAD1	ENSG00000104331.4	56957931.0	56993867.0	loss	4	HNSCC
18122	IMPAD1	ENSG00000104331.8	56957931.0	56993867.0	loss	4	HNSCC
18123	IMPAD1		56957931.0	56993867.0	loss	4	HNSCC
18124	RNA5SP266		57126655.0	57126762.0	gain	35	HNSCC
18125	RNA5SP266	ENSG00000222205.1	57126655.0	57126762.0	gain	35	HNSCC
18126	RNA5SP266		57126655.0	57126762.0	loss	4	HNSCC
18127	RNA5SP266	ENSG00000222205.1	57126655.0	57126762.0	loss	4	HNSCC
18128	LINC01606		57142659.0	57244793.0	gain	35	HNSCC
18129	LINC01606		57142659.0	57244793.0	loss	4	HNSCC
18130	AC025674.1		57240057.0	57240541.0	gain	35	HNSCC
18131	AC025674.1		57240057.0	57240541.0	loss	4	HNSCC
18132	AC025674.2		57261226.0	57266613.0	gain	35	HNSCC
18133	AC025674.2		57261226.0	57266613.0	loss	4	HNSCC
18134	LINC00588		57279543.0	57286968.0	gain	35	HNSCC
18135	LINC00588	ENSG00000215117.5	57279543.0	57286968.0	gain	35	HNSCC
18136	LINC00588		57279543.0	57286968.0	loss	4	HNSCC
18137	LINC00588	ENSG00000215117.5	57279543.0	57286968.0	loss	4	HNSCC
18138	RNU6-596P		57289552.0	57289649.0	gain	35	HNSCC
18139	RNU6-596P		57289552.0	57289649.0	loss	4	HNSCC
18140	AC068075.1		57341021.0	57365444.0	gain	35	HNSCC
18141	AC068075.1		57341021.0	57365444.0	loss	4	HNSCC
18142	RPL30P10		57392546.0	57392882.0	gain	35	HNSCC
18143	RPL30P10		57392546.0	57392882.0	loss	4	HNSCC
18144	AC068075.2		57420834.0	57423673.0	gain	35	HNSCC
18145	AC068075.2		57420834.0	57423673.0	loss	4	HNSCC
18146	AC090796.1		57492884.0	57592451.0	gain	35	HNSCC
18147	AC090796.1		57492884.0	57592451.0	loss	4	HNSCC
18148	AC104051.1		57594166.0	57805029.0	gain	35	HNSCC
18149	AC104051.1		57594166.0	57805029.0	loss	4	HNSCC
18150	AC104051.2		57746149.0	57750199.0	gain	35	HNSCC
18151	AC104051.2		57746149.0	57750199.0	loss	4	HNSCC
18152	LINC01602		57855500.0	57984126.0	gain	35	HNSCC
18153	LINC01602		57855500.0	57984126.0	loss	4	HNSCC
18154	AC012103.1		57888975.0	57934329.0	gain	35	HNSCC
18155	AC012103.1		57888975.0	57934329.0	loss	4	HNSCC
18156	FAM110B		57994509.0	58204279.0	gain	35	HNSCC
18157	FAM110B	ENSG00000169122.11	57994509.0	58204279.0	gain	35	HNSCC
18158	FAM110B	ENSG00000169122.7	57994509.0	58204279.0	gain	35	HNSCC
18159	FAM110B		57994509.0	58204279.0	loss	4	HNSCC
18160	FAM110B	ENSG00000169122.11	57994509.0	58204279.0	loss	4	HNSCC
18161	FAM110B	ENSG00000169122.7	57994509.0	58204279.0	loss	4	HNSCC
18162	AC104350.1		58031334.0	58032682.0	gain	35	HNSCC
18163	AC104350.1		58031334.0	58032682.0	loss	4	HNSCC
18164	AC027698.1		58091442.0	58106294.0	gain	36	HNSCC
18165	AC027698.1		58091442.0	58106294.0	loss	3	HNSCC
18166	RPL26P26		58113189.0	58113622.0	gain	36	HNSCC
18167	RPL26P26		58113189.0	58113622.0	loss	3	HNSCC
18168	AC092819.3		58227578.0	58243984.0	gain	37	HNSCC
18169	AC092819.3		58227578.0	58243984.0	loss	3	HNSCC
18170	AC092819.1		58255771.0	58272137.0	gain	37	HNSCC
18171	AC092819.1		58255771.0	58272137.0	loss	3	HNSCC
18172	AC092819.2		58269979.0	58272450.0	gain	37	HNSCC
18173	AC092819.2		58269979.0	58272450.0	loss	3	HNSCC
18174	UBXN2B		58411359.0	58451501.0	gain	37	HNSCC
18175	UBXN2B	ENSG00000215114.8	58411359.0	58451501.0	gain	37	HNSCC
18176	UBXN2B	ENSG00000215114.3	58411359.0	58451501.0	gain	37	HNSCC
18177	UBXN2B		58411359.0	58451501.0	loss	3	HNSCC
18178	UBXN2B	ENSG00000215114.8	58411359.0	58451501.0	loss	3	HNSCC
18179	UBXN2B	ENSG00000215114.3	58411359.0	58451501.0	loss	3	HNSCC
18180	AC009927.1		58424588.0	58426685.0	gain	37	HNSCC
18181	AC009927.1		58424588.0	58426685.0	loss	3	HNSCC
18182	CYP7A1	ENSG00000167910.3	58490178.0	58500163.0	gain	37	HNSCC
18183	CYP7A1		58490178.0	58500163.0	gain	37	HNSCC
18184	CYP7A1	ENSG00000167910.3	58490178.0	58500163.0	loss	3	HNSCC
18185	CYP7A1		58490178.0	58500163.0	loss	3	HNSCC
18186	PPIAP85		58503588.0	58504068.0	gain	37	HNSCC
18187	PPIAP85		58503588.0	58504068.0	loss	3	HNSCC
18188	SDCBP	ENSG00000137575.11	58552924.0	58582859.0	gain	38	HNSCC
18189	SDCBP		58552924.0	58582859.0	gain	38	HNSCC
18190	SDCBP	ENSG00000137575.7	58552924.0	58582859.0	gain	38	HNSCC
18191	SDCBP	ENSG00000137575.11	58552924.0	58582859.0	loss	2	HNSCC
18192	SDCBP		58552924.0	58582859.0	loss	2	HNSCC
18193	SDCBP	ENSG00000137575.7	58552924.0	58582859.0	loss	2	HNSCC
18194	NSMAF		58583508.0	58659853.0	gain	38	HNSCC
18195	NSMAF	ENSG00000035681.3	58583508.0	58659853.0	gain	38	HNSCC
18196	NSMAF	ENSG00000035681.7	58583508.0	58659853.0	gain	38	HNSCC
18197	NSMAF		58583508.0	58659853.0	loss	2	HNSCC
18198	NSMAF	ENSG00000035681.3	58583508.0	58659853.0	loss	2	HNSCC
18199	NSMAF	ENSG00000035681.7	58583508.0	58659853.0	loss	2	HNSCC
18200	AC068522.1		58588420.0	58588764.0	gain	38	HNSCC
18201	AC068522.1		58588420.0	58588764.0	loss	2	HNSCC
18202	TOX		58805412.0	59119147.0	gain	38	HNSCC
18203	TOX	ENSG00000198846.5	58805412.0	59119147.0	gain	38	HNSCC
18204	TOX		58805412.0	59119147.0	loss	2	HNSCC
18205	TOX	ENSG00000198846.5	58805412.0	59119147.0	loss	2	HNSCC
18206	RNU4-50P		58814412.0	58814552.0	gain	38	HNSCC
18207	RNU4-50P		58814412.0	58814552.0	loss	2	HNSCC
18208	AC105150.1		58991720.0	58992938.0	gain	38	HNSCC
18209	AC105150.1		58991720.0	58992938.0	loss	2	HNSCC
18210	AC090152.1		59119040.0	59123478.0	gain	38	HNSCC
18211	AC090152.1		59119040.0	59123478.0	loss	2	HNSCC
18212	RNA5SP267	ENSG00000201763.1	59455885.0	59456010.0	gain	38	HNSCC
18213	RNA5SP267		59455885.0	59456010.0	gain	38	HNSCC
18214	RNA5SP267	ENSG00000201763.1	59455885.0	59456010.0	loss	2	HNSCC
18215	RNA5SP267		59455885.0	59456010.0	loss	2	HNSCC
18216	AC087664.3		59557528.0	59557855.0	gain	38	HNSCC
18217	AC087664.3		59557528.0	59557855.0	loss	2	HNSCC
18218	AC087664.1		59561324.0	59604774.0	gain	38	HNSCC
18219	AC087664.1		59561324.0	59604774.0	loss	2	HNSCC
18220	AC087664.2		59601319.0	59620227.0	gain	38	HNSCC
18221	AC087664.2		59601319.0	59620227.0	loss	2	HNSCC
18222	AC107934.1		59760047.0	59760263.0	gain	37	HNSCC
18223	AC107934.1		59760047.0	59760263.0	loss	3	HNSCC
18224	AC107934.2		59821124.0	59821433.0	gain	37	HNSCC
18225	AC107934.2		59821124.0	59821433.0	loss	3	HNSCC
18226	AC022709.1		59893856.0	59893942.0	gain	37	HNSCC
18227	AC022709.1		59893856.0	59893942.0	loss	3	HNSCC
18228	AC021393.1		60046755.0	60136599.0	gain	37	HNSCC
18229	AC021393.1		60046755.0	60136599.0	loss	3	HNSCC
18230	SLC2A13P1		60141821.0	60142142.0	gain	38	HNSCC
18231	SLC2A13P1		60141821.0	60142142.0	loss	2	HNSCC
18232	CA8	ENSG00000178538.5	60185412.0	60281400.0	gain	38	HNSCC
18233	CA8	ENSG00000178538.9	60185412.0	60281400.0	gain	38	HNSCC
18234	CA8		60185412.0	60281400.0	gain	38	HNSCC
18235	CA8	ENSG00000178538.5	60185412.0	60281400.0	loss	2	HNSCC
18236	CA8	ENSG00000178538.9	60185412.0	60281400.0	loss	2	HNSCC
18237	CA8		60185412.0	60281400.0	loss	2	HNSCC
18238	LINC01301		60289928.0	60516795.0	gain	37	HNSCC
18239	LINC01301		60289928.0	60516795.0	loss	2	HNSCC
18240	PDCL3P1		60387262.0	60387995.0	gain	38	HNSCC
18241	PDCL3P1		60387262.0	60387995.0	loss	2	HNSCC
18242	RAB2A		60516936.0	60623644.0	gain	37	HNSCC
18243	RAB2A	ENSG00000104388.14	60516936.0	60623644.0	gain	37	HNSCC
18244	RAB2A	ENSG00000104388.10	60516936.0	60623644.0	gain	37	HNSCC
18245	RAB2A		60516936.0	60623644.0	loss	2	HNSCC
18246	RAB2A	ENSG00000104388.14	60516936.0	60623644.0	loss	2	HNSCC
18247	RAB2A	ENSG00000104388.10	60516936.0	60623644.0	loss	2	HNSCC
18248	AC068389.3		60551957.0	60553036.0	gain	37	HNSCC
18249	AC068389.3		60551957.0	60553036.0	loss	2	HNSCC
18250	AC068389.1		60629662.0	60653561.0	gain	37	HNSCC
18251	AC068389.1		60629662.0	60653561.0	loss	2	HNSCC
18252	AC068389.2		60660820.0	60664530.0	gain	37	HNSCC
18253	AC068389.2		60660820.0	60664530.0	loss	2	HNSCC
18254	CHD7		60678740.0	60868028.0	gain	37	HNSCC
18255	CHD7	ENSG00000171316.11	60678740.0	60868028.0	gain	37	HNSCC
18256	CHD7	ENSG00000171316.7	60678740.0	60868028.0	gain	37	HNSCC
18257	CHD7		60678740.0	60868028.0	loss	2	HNSCC
18258	CHD7	ENSG00000171316.11	60678740.0	60868028.0	loss	2	HNSCC
18259	CHD7	ENSG00000171316.7	60678740.0	60868028.0	loss	2	HNSCC
18260	AC113143.1		60808735.0	60809606.0	gain	37	HNSCC
18261	AC113143.1		60808735.0	60809606.0	loss	2	HNSCC
18262	AC113143.3		60876969.0	60904644.0	gain	37	HNSCC
18263	AC113143.3		60876969.0	60904644.0	loss	2	HNSCC
18264	AC113143.2		60906059.0	60906452.0	gain	37	HNSCC
18265	AC113143.2		60906059.0	60906452.0	loss	2	HNSCC
18266	AC022182.1		60910053.0	60966557.0	gain	37	HNSCC
18267	AC022182.1		60910053.0	60966557.0	loss	2	HNSCC
18268	AC022182.3		60937705.0	60939871.0	gain	37	HNSCC
18269	AC022182.3		60937705.0	60939871.0	loss	2	HNSCC
18270	AC022182.2		60965802.0	60967775.0	gain	37	HNSCC
18271	AC022182.2		60965802.0	60967775.0	loss	2	HNSCC
18272	CLVS1		61057158.0	61501645.0	gain	37	HNSCC
18273	CLVS1	ENSG00000177182.10	61057158.0	61501645.0	gain	37	HNSCC
18274	CLVS1	ENSG00000177182.6	61057158.0	61501645.0	gain	37	HNSCC
18275	CLVS1		61057158.0	61501645.0	loss	2	HNSCC
18276	CLVS1	ENSG00000177182.10	61057158.0	61501645.0	loss	2	HNSCC
18277	CLVS1	ENSG00000177182.6	61057158.0	61501645.0	loss	2	HNSCC
18278	NPM1P6		61202350.0	61203220.0	gain	37	HNSCC
18279	NPM1P6		61202350.0	61203220.0	loss	2	HNSCC
18280	AC023866.2		61264624.0	61292039.0	gain	36	HNSCC
18281	AC023866.2		61264624.0	61292039.0	loss	3	HNSCC
18282	AC023866.1		61300164.0	61301069.0	gain	36	HNSCC
18283	AC023866.1		61300164.0	61301069.0	loss	3	HNSCC
18284	ASPH		61500556.0	61714640.0	gain	37	HNSCC
18285	ASPH	ENSG00000198363.17	61500556.0	61714640.0	gain	37	HNSCC
18286	ASPH	ENSG00000198363.11	61500556.0	61714640.0	gain	37	HNSCC
18287	ASPH		61500556.0	61714640.0	loss	2	HNSCC
18288	ASPH	ENSG00000198363.17	61500556.0	61714640.0	loss	2	HNSCC
18289	ASPH	ENSG00000198363.11	61500556.0	61714640.0	loss	2	HNSCC
18290	KRT8P3		61578220.0	61579668.0	gain	37	HNSCC
18291	KRT8P3		61578220.0	61579668.0	loss	2	HNSCC
18292	RN7SKP97	ENSG00000222898.1	61631680.0	61632012.0	gain	37	HNSCC
18293	RN7SKP97		61631680.0	61632012.0	gain	37	HNSCC
18294	RN7SKP97	ENSG00000222898.1	61631680.0	61632012.0	loss	2	HNSCC
18295	RN7SKP97		61631680.0	61632012.0	loss	2	HNSCC
18296	MIR4470		61714788.0	61714859.0	gain	37	HNSCC
18297	MIR4470	ENSG00000264408.1	61714788.0	61714859.0	gain	37	HNSCC
18298	MIR4470		61714788.0	61714859.0	loss	2	HNSCC
18299	MIR4470	ENSG00000264408.1	61714788.0	61714859.0	loss	2	HNSCC
18300	AC091173.1		61759094.0	61765969.0	gain	37	HNSCC
18301	AC091173.1		61759094.0	61765969.0	loss	2	HNSCC
18302	AC025524.1		61821481.0	61825252.0	gain	37	HNSCC
18303	AC025524.1		61821481.0	61825252.0	loss	2	HNSCC
18304	LINC02155		61889839.0	61894206.0	gain	37	HNSCC
18305	LINC02155		61889839.0	61894206.0	loss	3	HNSCC
18306	C1GALT1P3		61909984.0	61910802.0	gain	37	HNSCC
18307	C1GALT1P3		61909984.0	61910802.0	loss	3	HNSCC
18308	AC104852.1		62143311.0	62144769.0	gain	38	HNSCC
18309	AC104852.1		62143311.0	62144769.0	loss	3	HNSCC
18310	AC023095.1		62191088.0	62249879.0	gain	39	HNSCC
18311	AC023095.1		62191088.0	62249879.0	loss	3	HNSCC
18312	NKAIN3	ENSG00000185942.7	62248591.0	62999652.0	gain	39	HNSCC
18313	NKAIN3		62248591.0	62999652.0	gain	39	HNSCC
18314	NKAIN3	ENSG00000185942.11	62248591.0	62999652.0	gain	39	HNSCC
18315	NKAIN3	ENSG00000185942.7	62248591.0	62999652.0	loss	3	HNSCC
18316	NKAIN3		62248591.0	62999652.0	loss	3	HNSCC
18317	NKAIN3	ENSG00000185942.11	62248591.0	62999652.0	loss	3	HNSCC
18318	AC018861.2		62473217.0	62474269.0	gain	40	HNSCC
18319	AC018861.2		62473217.0	62474269.0	loss	3	HNSCC
18320	AC018861.1		62482198.0	62483811.0	gain	40	HNSCC
18321	AC018861.1		62482198.0	62483811.0	loss	3	HNSCC
18322	AC090577.1		62658343.0	62690133.0	gain	39	HNSCC
18323	AC090577.1		62658343.0	62690133.0	loss	2	HNSCC
18324	XRCC6P4		62855068.0	62857134.0	gain	40	HNSCC
18325	XRCC6P4		62855068.0	62857134.0	loss	2	HNSCC
18326	SRPK2P		62863082.0	62864181.0	gain	40	HNSCC
18327	SRPK2P		62863082.0	62864181.0	loss	2	HNSCC
18328	NKAIN3-IT1		62977861.0	62984900.0	gain	40	HNSCC
18329	NKAIN3-IT1		62977861.0	62984900.0	loss	2	HNSCC
18330	AC120042.1		63013068.0	63014681.0	gain	40	HNSCC
18331	AC120042.1		63013068.0	63014681.0	loss	2	HNSCC
18332	GGH		63015079.0	63038806.0	gain	40	HNSCC
18333	GGH	ENSG00000137563.11	63015079.0	63038806.0	gain	40	HNSCC
18334	GGH	ENSG00000137563.7	63015079.0	63038806.0	gain	40	HNSCC
18335	GGH		63015079.0	63038806.0	loss	2	HNSCC
18336	GGH	ENSG00000137563.11	63015079.0	63038806.0	loss	2	HNSCC
18337	GGH	ENSG00000137563.7	63015079.0	63038806.0	loss	2	HNSCC
18338	AC120042.2		63024372.0	63025294.0	gain	40	HNSCC
18339	AC120042.2		63024372.0	63025294.0	loss	2	HNSCC
18340	TTPA	ENSG00000137561.4	63048553.0	63086053.0	gain	40	HNSCC
18341	TTPA		63048553.0	63086053.0	gain	40	HNSCC
18342	TTPA	ENSG00000137561.4	63048553.0	63086053.0	loss	2	HNSCC
18343	TTPA		63048553.0	63086053.0	loss	2	HNSCC
18344	AC011978.1		63136223.0	63138084.0	gain	40	HNSCC
18345	AC011978.1		63136223.0	63138084.0	loss	2	HNSCC
18346	YTHDF3-AS1		63167725.0	63168442.0	gain	40	HNSCC
18347	YTHDF3-AS1		63167725.0	63168442.0	loss	2	HNSCC
18348	YTHDF3		63168553.0	63212786.0	gain	40	HNSCC
18349	YTHDF3	ENSG00000185728.16	63168553.0	63212786.0	gain	40	HNSCC
18350	YTHDF3	ENSG00000185728.12	63168553.0	63212786.0	gain	40	HNSCC
18351	YTHDF3		63168553.0	63212786.0	loss	2	HNSCC
18352	YTHDF3	ENSG00000185728.16	63168553.0	63212786.0	loss	2	HNSCC
18353	YTHDF3	ENSG00000185728.12	63168553.0	63212786.0	loss	2	HNSCC
18354	AC011978.2		63215981.0	63218034.0	gain	40	HNSCC
18355	AC011978.2		63215981.0	63218034.0	loss	2	HNSCC
18356	RN7SL135P		63234634.0	63234911.0	gain	40	HNSCC
18357	RN7SL135P	ENSG00000241964.2	63234634.0	63234911.0	gain	40	HNSCC
18358	RN7SL135P		63234634.0	63234911.0	loss	2	HNSCC
18359	RN7SL135P	ENSG00000241964.2	63234634.0	63234911.0	loss	2	HNSCC
18360	AC011124.1		63384839.0	63470205.0	gain	40	HNSCC
18361	AC011124.1		63384839.0	63470205.0	loss	2	HNSCC
18362	IFITM8P		63409064.0	63409457.0	gain	40	HNSCC
18363	IFITM8P		63409064.0	63409457.0	loss	2	HNSCC
18364	AC011124.2		63465831.0	63478745.0	gain	40	HNSCC
18365	AC011124.2		63465831.0	63478745.0	loss	2	HNSCC
18366	AC018953.1		63586000.0	63589408.0	gain	40	HNSCC
18367	AC018953.1		63586000.0	63589408.0	loss	2	HNSCC
18368	RN7SKP135		63609354.0	63609600.0	gain	40	HNSCC
18369	RN7SKP135	ENSG00000252358.1	63609354.0	63609600.0	gain	40	HNSCC
18370	RN7SKP135		63609354.0	63609600.0	loss	2	HNSCC
18371	RN7SKP135	ENSG00000252358.1	63609354.0	63609600.0	loss	2	HNSCC
18372	AC018953.2		63651457.0	63693249.0	gain	39	HNSCC
18373	AC018953.2		63651457.0	63693249.0	loss	2	HNSCC
18374	LINC01414		63687179.0	64369176.0	gain	39	HNSCC
18375	LINC01414		63687179.0	64369176.0	loss	3	HNSCC
18376	AC069133.1		63703077.0	63751677.0	gain	39	HNSCC
18377	AC069133.1		63703077.0	63751677.0	loss	2	HNSCC
18378	LINC01289		63769428.0	63813937.0	gain	39	HNSCC
18379	LINC01289		63769428.0	63813937.0	loss	2	HNSCC
18380	COX6CP8		64331927.0	64332152.0	gain	39	HNSCC
18381	COX6CP8		64331927.0	64332152.0	loss	3	HNSCC
18382	MIR124-2HG		64373151.0	64383787.0	gain	39	HNSCC
18383	MIR124-2HG		64373151.0	64383787.0	loss	3	HNSCC
18384	MIR124-2		64379149.0	64379257.0	gain	39	HNSCC
18385	MIR124-2		64379149.0	64379257.0	loss	3	HNSCC
18386	AC012535.1		64456198.0	64462926.0	gain	39	HNSCC
18387	AC012535.1		64456198.0	64462926.0	loss	3	HNSCC
18388	AC090136.1		64554236.0	64554475.0	gain	39	HNSCC
18389	AC090136.1		64554236.0	64554475.0	loss	2	HNSCC
18390	AC090136.2		64570913.0	64571332.0	gain	40	HNSCC
18391	AC090136.2		64570913.0	64571332.0	loss	2	HNSCC
18392	AC090136.3		64574306.0	64581921.0	gain	40	HNSCC
18393	AC090136.3		64574306.0	64581921.0	loss	2	HNSCC
18394	BHLHE22		64580365.0	64583627.0	gain	40	HNSCC
18395	BHLHE22	ENSG00000180828.1	64580365.0	64583627.0	gain	40	HNSCC
18396	BHLHE22	ENSG00000180828.2	64580365.0	64583627.0	gain	40	HNSCC
18397	BHLHE22		64580365.0	64583627.0	loss	2	HNSCC
18398	BHLHE22	ENSG00000180828.1	64580365.0	64583627.0	loss	2	HNSCC
18399	BHLHE22	ENSG00000180828.2	64580365.0	64583627.0	loss	2	HNSCC
18400	CYP7B1		64587763.0	64798737.0	gain	40	HNSCC
18401	CYP7B1	ENSG00000172817.3	64587763.0	64798737.0	gain	40	HNSCC
18402	CYP7B1		64587763.0	64798737.0	loss	3	HNSCC
18403	CYP7B1	ENSG00000172817.3	64587763.0	64798737.0	loss	3	HNSCC
18404	AC104232.2		64703774.0	64734459.0	gain	40	HNSCC
18405	AC104232.2		64703774.0	64734459.0	loss	3	HNSCC
18406	AC104232.3		64798804.0	64862370.0	gain	40	HNSCC
18407	AC104232.3		64798804.0	64862370.0	loss	3	HNSCC
18408	AC104232.1		64801236.0	64817573.0	gain	40	HNSCC
18409	AC104232.1		64801236.0	64817573.0	loss	3	HNSCC
18410	AC087808.1		64973488.0	64973848.0	gain	40	HNSCC
18411	AC087808.1		64973488.0	64973848.0	loss	2	HNSCC
18412	RPL31P41		65155407.0	65155778.0	gain	40	HNSCC
18413	RPL31P41		65155407.0	65155778.0	loss	2	HNSCC
18414	LINC00251		65161145.0	65184210.0	gain	40	HNSCC
18415	LINC00251		65161145.0	65184210.0	loss	2	HNSCC
18416	PPIAP86		65377592.0	65378111.0	gain	40	HNSCC
18417	PPIAP86		65377592.0	65378111.0	loss	2	HNSCC
18418	LINC01299		65526738.0	65562781.0	gain	39	HNSCC
18419	LINC01299		65526738.0	65562781.0	loss	2	HNSCC
18420	AC100814.1		65592731.0	65592820.0	gain	39	HNSCC
18421	AC100814.1		65592731.0	65592820.0	loss	2	HNSCC
18422	ARMC1	ENSG00000104442.5	65602458.0	65634217.0	gain	39	HNSCC
18423	ARMC1		65602458.0	65634217.0	gain	39	HNSCC
18424	ARMC1	ENSG00000104442.9	65602458.0	65634217.0	gain	39	HNSCC
18425	ARMC1	ENSG00000104442.5	65602458.0	65634217.0	loss	2	HNSCC
18426	ARMC1		65602458.0	65634217.0	loss	2	HNSCC
18427	ARMC1	ENSG00000104442.9	65602458.0	65634217.0	loss	2	HNSCC
18428	MTFR1	ENSG00000066855.11	65644734.0	65771261.0	gain	39	HNSCC
18429	MTFR1		65644734.0	65771261.0	gain	39	HNSCC
18430	MTFR1	ENSG00000066855.15	65644734.0	65771261.0	gain	39	HNSCC
18431	MTFR1	ENSG00000066855.11	65644734.0	65771261.0	loss	2	HNSCC
18432	MTFR1		65644734.0	65771261.0	loss	2	HNSCC
18433	MTFR1	ENSG00000066855.15	65644734.0	65771261.0	loss	2	HNSCC
18434	AC055822.1		65714334.0	65714778.0	gain	39	HNSCC
18435	AC055822.1		65714334.0	65714778.0	loss	2	HNSCC
18436	PDE7A		65717510.0	65842322.0	gain	39	HNSCC
18437	PDE7A	ENSG00000205268.6	65717510.0	65842322.0	gain	39	HNSCC
18438	PDE7A	ENSG00000205268.10	65717510.0	65842322.0	gain	39	HNSCC
18439	PDE7A		65717510.0	65842322.0	loss	2	HNSCC
18440	PDE7A	ENSG00000205268.6	65717510.0	65842322.0	loss	2	HNSCC
18441	PDE7A	ENSG00000205268.10	65717510.0	65842322.0	loss	2	HNSCC
18442	AC100812.1		65842752.0	65843331.0	gain	39	HNSCC
18443	AC100812.1		65842752.0	65843331.0	loss	2	HNSCC
18444	DNAJC5B	ENSG00000147570.9	66021553.0	66101245.0	gain	39	HNSCC
18445	DNAJC5B		66021553.0	66101245.0	gain	39	HNSCC
18446	DNAJC5B	ENSG00000147570.5	66021553.0	66101245.0	gain	39	HNSCC
