Name	NCBI_ID	start_bp	end_bp	cnv_type	num_patients_with_cnv	cancer_type_total_patients	cancer
NSD3	54904	38269703.0	38382270.0	loss	14	110	lscc
LETM2	137994	38382430.0	38409526.0	gain	53	110	lscc
LETM2	137994	38382430.0	38409526.0	loss	14	110	lscc
FGFR1	2260	38411142.0	38468634.0	gain	53	110	lscc
FGFR1	2260	38411142.0	38468634.0	loss	14	110	lscc
C8orf86	389649	38510833.0	38528661.0	gain	53	110	lscc
C8orf86	389649	38510833.0	38528661.0	loss	14	110	lscc
RNF5P1	286140	38600172.0	38601256.0	gain	53	110	lscc
RNF5P1	286140	38600172.0	38601256.0	loss	14	110	lscc
TACC1	6867	38728581.0	38853027.0	gain	53	110	lscc
TACC1	6867	38728581.0	38853027.0	loss	14	110	lscc
PLEKHA2	59339	38901345.0	38973911.0	gain	52	110	lscc
PLEKHA2	59339	38901345.0	38973911.0	loss	14	110	lscc
HTRA4	203100	38974227.0	38988662.0	gain	51	110	lscc
HTRA4	203100	38974227.0	38988662.0	loss	14	110	lscc
TM2D2	83877	38988807.0	38996989.0	gain	51	110	lscc
TM2D2	83877	38988807.0	38996989.0	loss	14	110	lscc
ADAM9	8754	38996972.0	39105260.0	gain	53	110	lscc
ADAM9	8754	38996972.0	39105260.0	loss	13	110	lscc
ADAM32	203102	39107528.0	39284916.0	gain	53	110	lscc
ADAM32	203102	39107528.0	39284916.0	loss	13	110	lscc
ADAM5	255926	39314631.0	39417377.0	gain	48	110	lscc
ADAM5	255926	39314631.0	39417377.0	loss	15	110	lscc
ADAM3A	1587	39451044.0	39522988.0	gain	48	110	lscc
ADAM3A	1587	39451044.0	39522988.0	loss	15	110	lscc
LOC100130964	100130964	39563111.0	39580133.0	gain	48	110	lscc
LOC100130964	100130964	39563111.0	39580133.0	loss	15	110	lscc
ADAM18	8749	39584567.0	39730064.0	gain	48	110	lscc
ADAM18	8749	39584567.0	39730064.0	loss	16	110	lscc
ADAM2	2515	39743734.0	39838226.0	gain	46	110	lscc
ADAM2	2515	39743734.0	39838226.0	loss	16	110	lscc
IDO1	3620	39913890.0	39928789.0	gain	46	110	lscc
IDO1	3620	39913890.0	39928789.0	loss	16	110	lscc
IDO2	169355	39934650.0	40016391.0	gain	47	110	lscc
IDO2	169355	39934650.0	40016391.0	loss	15	110	lscc
TCIM	56892	40153481.0	40155309.0	gain	46	110	lscc
TCIM	56892	40153481.0	40155309.0	loss	15	110	lscc
ZMAT4	79698	40530589.0	40897825.0	gain	46	110	lscc
ZMAT4	79698	40530589.0	40897825.0	loss	15	110	lscc
SFRP1	6422	41261961.0	41309472.0	gain	46	110	lscc
SFRP1	6422	41261961.0	41309472.0	loss	15	110	lscc
MIR548AO	100847068	41271047.0	41271142.0	gain	46	110	lscc
MIR548AO	100847068	41271047.0	41271142.0	loss	15	110	lscc
GOLGA7	51125	41490395.0	41510979.0	gain	46	110	lscc
GOLGA7	51125	41490395.0	41510979.0	loss	15	110	lscc
GINS4	84296	41529260.0	41545029.0	gain	46	110	lscc
GINS4	84296	41529260.0	41545029.0	loss	15	110	lscc
GPAT4-AS1	102723729	41534304.0	41578367.0	gain	46	110	lscc
GPAT4-AS1	102723729	41534304.0	41578367.0	loss	15	110	lscc
GPAT4	137964	41578199.0	41625000.0	gain	47	110	lscc
GPAT4	137964	41578199.0	41625000.0	loss	14	110	lscc
NKX6-3	157848	41645176.0	41650816.0	gain	47	110	lscc
NKX6-3	157848	41645176.0	41650816.0	loss	14	110	lscc
ANK1	286	41653224.0	41896740.0	gain	45	110	lscc
ANK1	286	41653224.0	41896740.0	loss	14	110	lscc
MIR486-1	619554	41660440.0	41660507.0	gain	46	110	lscc
MIR486-1	619554	41660440.0	41660507.0	loss	13	110	lscc
MIR486-2	102465696	41660443.0	41660506.0	gain	46	110	lscc
MIR486-2	102465696	41660443.0	41660506.0	loss	13	110	lscc
KAT6A	7994	41929478.0	42051986.0	gain	42	110	lscc
KAT6A	7994	41929478.0	42051986.0	loss	14	110	lscc
KAT6A-AS1	105379393	42051749.0	42104986.0	gain	42	110	lscc
KAT6A-AS1	105379393	42051749.0	42104986.0	loss	13	110	lscc
AP3M2	10947	42153062.0	42171182.0	gain	42	110	lscc
AP3M2	10947	42153062.0	42171182.0	loss	13	110	lscc
PLAT	5327	42174717.0	42207564.0	gain	42	110	lscc
PLAT	5327	42174717.0	42207564.0	loss	13	110	lscc
IKBKB-DT	101929897	42255319.0	42270960.0	gain	42	110	lscc
IKBKB-DT	101929897	42255319.0	42270960.0	loss	13	110	lscc
IKBKB	3551	42271301.0	42332459.0	gain	42	110	lscc
IKBKB	3551	42271301.0	42332459.0	loss	13	110	lscc
POLB	5423	42338493.0	42371807.0	gain	42	110	lscc
POLB	5423	42338493.0	42371807.0	loss	13	110	lscc
DKK4	27121	42374062.0	42391321.0	gain	40	110	lscc
DKK4	27121	42374062.0	42391321.0	loss	13	110	lscc
VDAC3	7419	42391760.0	42405936.0	gain	40	110	lscc
VDAC3	7419	42391760.0	42405936.0	loss	13	110	lscc
SLC20A2	6575	42416474.0	42541953.0	gain	40	110	lscc
SLC20A2	6575	42416474.0	42541953.0	loss	13	110	lscc
SMIM19	114926	42541147.0	42555194.0	gain	40	110	lscc
SMIM19	114926	42541147.0	42555194.0	loss	13	110	lscc
CHRNB3	1142	42697365.0	42737406.0	gain	40	110	lscc
CHRNB3	1142	42697365.0	42737406.0	loss	13	110	lscc
CHRNA6	8973	42752619.0	42768785.0	gain	41	110	lscc
CHRNA6	8973	42752619.0	42768785.0	loss	12	110	lscc
THAP1	55145	42836673.0	42843324.0	gain	41	110	lscc
THAP1	55145	42836673.0	42843324.0	loss	12	110	lscc
RNF170	81790	42849636.0	42897298.0	gain	43	110	lscc
RNF170	81790	42849636.0	42897298.0	loss	12	110	lscc
MIR4469	100616115	42896196.0	42896274.0	gain	42	110	lscc
MIR4469	100616115	42896196.0	42896274.0	loss	12	110	lscc
HOOK3	84376	42896977.0	43030534.0	gain	42	110	lscc
HOOK3	84376	42896977.0	43030534.0	loss	13	110	lscc
FNTA	2339	43056322.0	43085784.0	gain	44	110	lscc
FNTA	2339	43056322.0	43085784.0	loss	15	110	lscc
POMK	84197	43093514.0	43123433.0	gain	42	110	lscc
POMK	84197	43093514.0	43123433.0	loss	15	110	lscc
HGSNAT	138050	43140463.0	43202854.0	gain	42	110	lscc
HGSNAT	138050	43140463.0	43202854.0	loss	15	110	lscc
POTEA	340441	43292369.0	43365174.0	gain	42	110	lscc
POTEA	340441	43292369.0	43365174.0	loss	15	110	lscc
LINC00293	497634	46840885.0	46855784.0	gain	43	110	lscc
LINC00293	497634	46840885.0	46855784.0	loss	15	110	lscc
LOC100287846	100287846	47189306.0	47193261.0	gain	38	110	lscc
LOC100287846	100287846	47189306.0	47193261.0	loss	12	110	lscc
SPIDR	23514	47260877.0	47736305.0	gain	38	110	lscc
SPIDR	23514	47260877.0	47736305.0	loss	12	110	lscc
CEBPD	1052	47736912.0	47738163.0	gain	37	110	lscc
CEBPD	1052	47736912.0	47738163.0	loss	13	110	lscc
PRKDC	5591	47773110.0	47960135.0	gain	36	110	lscc
PRKDC	5591	47773110.0	47960135.0	loss	14	110	lscc
MCM4	4173	47960940.0	47978159.0	gain	35	110	lscc
MCM4	4173	47960940.0	47978159.0	loss	14	110	lscc
UBE2V2	7336	47997436.0	48064707.0	gain	35	110	lscc
UBE2V2	7336	47997436.0	48064707.0	loss	14	110	lscc
LOC101929268	101929268	48551566.0	48698509.0	gain	35	110	lscc
LOC101929268	101929268	48551566.0	48698509.0	loss	14	110	lscc
LOC101929217	101929217	48620402.0	48623894.0	gain	35	110	lscc
LOC101929217	101929217	48620402.0	48623894.0	loss	14	110	lscc
CLXN	79645	48710788.0	48735310.0	gain	37	110	lscc
CLXN	79645	48710788.0	48735310.0	loss	14	110	lscc
SNAI2	6591	48917597.0	48921428.0	gain	37	110	lscc
SNAI2	6591	48917597.0	48921428.0	loss	14	110	lscc
PPDPFL	492307	49054335.0	49076092.0	gain	39	110	lscc
PPDPFL	492307	49054335.0	49076092.0	loss	12	110	lscc
LOC100507464	100507464	49496762.0	49512179.0	gain	39	110	lscc
LOC100507464	100507464	49496762.0	49512179.0	loss	12	110	lscc
SNTG1	54212	49909795.0	50796691.0	gain	39	110	lscc
SNTG1	54212	49909795.0	50796691.0	loss	12	110	lscc
PXDNL	137902	51319576.0	51809444.0	gain	39	110	lscc
PXDNL	137902	51319576.0	51809444.0	loss	12	110	lscc
PCMTD1	115294	51817574.0	51899185.0	gain	39	110	lscc
PCMTD1	115294	51817574.0	51899185.0	loss	12	110	lscc
ST18	9705	52110837.0	52409878.0	gain	39	110	lscc
ST18	9705	52110837.0	52409878.0	loss	12	110	lscc
LOC101929341	101929341	52194361.0	52199551.0	gain	39	110	lscc
LOC101929341	101929341	52194361.0	52199551.0	loss	12	110	lscc
ALKAL1	389658	52534036.0	52565429.0	gain	39	110	lscc
ALKAL1	389658	52534036.0	52565429.0	loss	12	110	lscc
RB1CC1	9821	52622457.0	52714434.0	gain	39	110	lscc
RB1CC1	9821	52622457.0	52714434.0	loss	12	110	lscc
NPBWR1	2831	52939181.0	52943733.0	gain	39	110	lscc
NPBWR1	2831	52939181.0	52943733.0	loss	12	110	lscc
OPRK1	4986	53225723.0	53251636.0	gain	39	110	lscc
OPRK1	4986	53225723.0	53251636.0	loss	13	110	lscc
ATP6V1H	51606	53715542.0	53843244.0	gain	38	110	lscc
ATP6V1H	51606	53715542.0	53843244.0	loss	12	110	lscc
RGS20	8601	53851794.0	53959303.0	gain	38	110	lscc
RGS20	8601	53851794.0	53959303.0	loss	12	110	lscc
TCEA1	6917	53966555.0	54022447.0	gain	37	110	lscc
TCEA1	6917	53966555.0	54022447.0	loss	12	110	lscc
LYPLA1	10434	54046366.0	54101946.0	gain	37	110	lscc
LYPLA1	10434	54046366.0	54101946.0	loss	12	110	lscc
MRPL15	29088	54135240.0	54148513.0	gain	37	110	lscc
MRPL15	29088	54135240.0	54148513.0	loss	12	110	lscc
RNU105C	26766	54330685.0	54330894.0	gain	37	110	lscc
RNU105C	26766	54330685.0	54330894.0	loss	12	110	lscc
SOX17	64321	54457934.0	54460891.0	gain	37	110	lscc
SOX17	64321	54457934.0	54460891.0	loss	12	110	lscc
RP1	6101	54559184.0	54871233.0	gain	37	110	lscc
RP1	6101	54559184.0	54871233.0	loss	12	110	lscc
XKR4	114786	55102027.0	55542053.0	gain	38	110	lscc
XKR4	114786	55102027.0	55542053.0	loss	11	110	lscc
SBF1P1	100133234	55449196.0	55455320.0	gain	38	110	lscc
SBF1P1	100133234	55449196.0	55455320.0	loss	11	110	lscc
XKR4-AS1	105375843	55517186.0	55520977.0	gain	38	110	lscc
XKR4-AS1	105375843	55517186.0	55520977.0	loss	11	110	lscc
TMEM68	137695	55738757.0	55773377.0	gain	38	110	lscc
TMEM68	137695	55738757.0	55773377.0	loss	11	110	lscc
TGS1	96764	55773445.0	55826444.0	gain	39	110	lscc
TGS1	96764	55773445.0	55826444.0	loss	11	110	lscc
LYN	4067	55879834.0	56014168.0	gain	39	110	lscc
LYN	4067	55879834.0	56014168.0	loss	11	110	lscc
RPS20	6224	56067253.0	56074505.0	gain	39	110	lscc
RPS20	6224	56067253.0	56074505.0	loss	11	110	lscc
SNORD54	26795	56073838.0	56073900.0	gain	39	110	lscc
SNORD54	26795	56073838.0	56073900.0	loss	11	110	lscc
MOS	4342	56112941.0	56113981.0	gain	39	110	lscc
MOS	4342	56112941.0	56113981.0	loss	11	110	lscc
PLAG1	5324	56160908.0	56211272.0	gain	39	110	lscc
PLAG1	5324	56160908.0	56211272.0	loss	11	110	lscc
CHCHD7	79145	56211788.0	56218808.0	gain	39	110	lscc
CHCHD7	79145	56211788.0	56218808.0	loss	11	110	lscc
SDR16C5	195814	56300004.0	56320174.0	gain	39	110	lscc
SDR16C5	195814	56300004.0	56320174.0	loss	11	110	lscc
SDR16C6P	442388	56374717.0	56390709.0	gain	39	110	lscc
SDR16C6P	442388	56374717.0	56390709.0	loss	11	110	lscc
PENK	5179	56440956.0	56446640.0	gain	38	110	lscc
PENK	5179	56440956.0	56446640.0	loss	11	110	lscc
PENK-AS1	101929415	56445806.0	56552066.0	gain	38	110	lscc
PENK-AS1	101929415	56445806.0	56552066.0	loss	11	110	lscc
LINC00968	100507632	56518317.0	56559822.0	gain	38	110	lscc
LINC00968	100507632	56518317.0	56559822.0	loss	11	110	lscc
BPNT2	54928	56957930.0	56993866.0	gain	38	110	lscc
BPNT2	54928	56957930.0	56993866.0	loss	11	110	lscc
LINC01606	100507651	57218275.0	57232953.0	gain	38	110	lscc
LINC01606	100507651	57218275.0	57232953.0	loss	11	110	lscc
LOC286177	286177	57261225.0	57266610.0	gain	38	110	lscc
LOC286177	286177	57261225.0	57266610.0	loss	11	110	lscc
LINC00588	26138	57279542.0	57284730.0	gain	38	110	lscc
LINC00588	26138	57279542.0	57284730.0	loss	11	110	lscc
LOC101929488	101929488	57343786.0	57364856.0	gain	38	110	lscc
LOC101929488	101929488	57343786.0	57364856.0	loss	11	110	lscc
LINC03018	286178	57746148.0	57750196.0	gain	38	110	lscc
LINC03018	286178	57746148.0	57750196.0	loss	11	110	lscc
LINC01602	100505477	57978357.0	57984125.0	gain	38	110	lscc
LINC01602	100505477	57978357.0	57984125.0	loss	11	110	lscc
FAM110B	90362	57994522.0	58148783.0	gain	39	110	lscc
FAM110B	90362	57994522.0	58148783.0	loss	10	110	lscc
LOC101929528	101929528	58255770.0	58272100.0	gain	39	110	lscc
LOC101929528	101929528	58255770.0	58272100.0	loss	10	110	lscc
UBXN2B	137886	58411360.0	58451500.0	gain	39	110	lscc
UBXN2B	137886	58411360.0	58451500.0	loss	10	110	lscc
CYP7A1	1581	58490177.0	58500162.0	gain	39	110	lscc
CYP7A1	1581	58490177.0	58500162.0	loss	10	110	lscc
SDCBP	6386	58553260.0	58582857.0	gain	39	110	lscc
SDCBP	6386	58553260.0	58582857.0	loss	10	110	lscc
NSMAF	8439	58583503.0	58659852.0	gain	39	110	lscc
NSMAF	8439	58583503.0	58659852.0	loss	10	110	lscc
TOX	9760	58805411.0	59119146.0	gain	38	110	lscc
TOX	9760	58805411.0	59119146.0	loss	10	110	lscc
CA8	767	60185411.0	60281399.0	gain	38	110	lscc
CA8	767	60185411.0	60281399.0	loss	10	110	lscc
LINC01301	100505532	60402170.0	60413817.0	gain	38	110	lscc
LINC01301	100505532	60402170.0	60413817.0	loss	10	110	lscc
RAB2A	5862	60516909.0	60623643.0	gain	38	110	lscc
RAB2A	5862	60516909.0	60623643.0	loss	10	110	lscc
CHD7	55636	60678739.0	60868027.0	gain	38	110	lscc
CHD7	55636	60678739.0	60868027.0	loss	10	110	lscc
CLVS1	157807	60964847.0	61501628.0	gain	38	110	lscc
CLVS1	157807	60964847.0	61501628.0	loss	10	110	lscc
LOC100130298	100130298	60966120.0	60967747.0	gain	38	110	lscc
LOC100130298	100130298	60966120.0	60967747.0	loss	10	110	lscc
ASPH	444	61500555.0	61714591.0	gain	37	110	lscc
ASPH	444	61500555.0	61714591.0	loss	11	110	lscc
MIR4470	100616484	61714787.0	61714858.0	gain	37	110	lscc
MIR4470	100616484	61714787.0	61714858.0	loss	11	110	lscc
NKAIN3	286183	62248853.0	62999651.0	gain	37	110	lscc
NKAIN3	286183	62248853.0	62999651.0	loss	11	110	lscc
GGH	8836	63015078.0	63038805.0	gain	35	110	lscc
GGH	8836	63015078.0	63038805.0	loss	11	110	lscc
TTPA	7274	63059487.0	63086052.0	gain	35	110	lscc
TTPA	7274	63059487.0	63086052.0	loss	11	110	lscc
YTHDF3-DT	101410533	63167724.0	63168441.0	gain	35	110	lscc
YTHDF3-DT	101410533	63167724.0	63168441.0	loss	11	110	lscc
YTHDF3	253943	63168552.0	63212787.0	gain	35	110	lscc
YTHDF3	253943	63168552.0	63212787.0	loss	11	110	lscc
LOC102724612	102724612	63465848.0	63475481.0	gain	35	110	lscc
LOC102724612	102724612	63465848.0	63475481.0	loss	11	110	lscc
LINC01289	286184	63769429.0	63785500.0	gain	35	110	lscc
LINC01289	286184	63769429.0	63785500.0	loss	11	110	lscc
LINC01414	102724623	63856942.0	64368557.0	gain	35	110	lscc
LINC01414	102724623	63856942.0	64368557.0	loss	11	110	lscc
MIR124-2HG	100130155	64373217.0	64387503.0	gain	35	110	lscc
MIR124-2HG	100130155	64373217.0	64387503.0	loss	11	110	lscc
MIR124-2	406908	64379148.0	64379256.0	gain	34	110	lscc
MIR124-2	406908	64379148.0	64379256.0	loss	11	110	lscc
BHLHE22-AS1	401463	64574307.0	64581891.0	gain	34	110	lscc
BHLHE22-AS1	401463	64574307.0	64581891.0	loss	11	110	lscc
BHLHE22	27319	64580364.0	64583626.0	gain	34	110	lscc
BHLHE22	27319	64580364.0	64583626.0	loss	11	110	lscc
CYP7B1	9420	64586574.0	64798736.0	gain	34	110	lscc
CYP7B1	9420	64586574.0	64798736.0	loss	11	110	lscc
LINC00251	552859	65161144.0	65180339.0	gain	34	110	lscc
LINC00251	552859	65161144.0	65180339.0	loss	11	110	lscc
LINC01299	286186	65527007.0	65562665.0	gain	34	110	lscc
LINC01299	286186	65527007.0	65562665.0	loss	11	110	lscc
ARMC1	55156	65602457.0	65634176.0	gain	34	110	lscc
ARMC1	55156	65602457.0	65634176.0	loss	11	110	lscc
MTFR1	9650	65643888.0	65778597.0	gain	34	110	lscc
MTFR1	9650	65643888.0	65778597.0	loss	11	110	lscc
PDE7A	5150	65714333.0	65842063.0	gain	34	110	lscc
PDE7A	5150	65714333.0	65842063.0	loss	11	110	lscc
DNAJC5B	85479	66014977.0	66101244.0	gain	34	110	lscc
DNAJC5B	85479	66014977.0	66101244.0	loss	11	110	lscc
TRIM55	84675	66113350.0	66175484.0	gain	34	110	lscc
TRIM55	84675	66113350.0	66175484.0	loss	11	110	lscc
CRH	1392	66176375.0	66178463.0	gain	34	110	lscc
CRH	1392	66176375.0	66178463.0	loss	11	110	lscc
LINC00967	100505659	66192113.0	66197318.0	gain	34	110	lscc
LINC00967	100505659	66192113.0	66197318.0	loss	11	110	lscc
RRS1-DT	100505676	66419586.0	66428976.0	gain	34	110	lscc
RRS1-DT	100505676	66419586.0	66428976.0	loss	11	110	lscc
RRS1	23212	66429013.0	66430732.0	gain	34	110	lscc
RRS1	23212	66429013.0	66430732.0	loss	11	110	lscc
ADHFE1	137872	66432503.0	66468906.0	gain	34	110	lscc
ADHFE1	137872	66432503.0	66468906.0	loss	11	110	lscc
VXN	254778	66493565.0	66518523.0	gain	34	110	lscc
VXN	254778	66493565.0	66518523.0	loss	11	110	lscc
MYBL1	4603	66562174.0	66613217.0	gain	33	110	lscc
MYBL1	4603	66562174.0	66613217.0	loss	11	110	lscc
VCPIP1	80124	66628486.0	66667230.0	gain	33	110	lscc
VCPIP1	80124	66628486.0	66667230.0	loss	11	110	lscc
C8orf44	56260	66667595.0	66681530.0	gain	33	110	lscc
C8orf44-SGK3	100533105	66667595.0	66862021.0	gain	33	110	lscc
C8orf44	56260	66667595.0	66681530.0	loss	11	110	lscc
C8orf44-SGK3	100533105	66667595.0	66862021.0	loss	11	110	lscc
SGK3	23678	66712780.0	66862021.0	gain	33	110	lscc
SGK3	23678	66712780.0	66862021.0	loss	11	110	lscc
PTTG3P	26255	66767328.0	66768033.0	gain	33	110	lscc
PTTG3P	26255	66767328.0	66768033.0	loss	11	110	lscc
MCMDC2	157777	66870770.0	66926381.0	gain	33	110	lscc
MCMDC2	157777	66870770.0	66926381.0	loss	11	110	lscc
SNHG6	641638	66921689.0	66925540.0	gain	33	110	lscc
SNHG6	641638	66921689.0	66925540.0	loss	11	110	lscc
SNORD87	641648	66922473.0	66922548.0	gain	33	110	lscc
SNORD87	641648	66922473.0	66922548.0	loss	11	110	lscc
TCF24	100129654	66946500.0	66962590.0	gain	33	110	lscc
TCF24	100129654	66946500.0	66962590.0	loss	11	110	lscc
PPP1R42	286187	66964102.0	67028553.0	gain	33	110	lscc
PPP1R42	286187	66964102.0	67028553.0	loss	11	110	lscc
COPS5	10987	67043078.0	67062132.0	gain	33	110	lscc
COPS5	10987	67043078.0	67062132.0	loss	11	110	lscc
CSPP1	79848	67064367.0	67196613.0	gain	33	110	lscc
CSPP1	79848	67064367.0	67196613.0	loss	11	110	lscc
ARFGEF1	10565	67173510.0	67343780.0	gain	33	110	lscc
ARFGEF1	10565	67173510.0	67343780.0	loss	11	110	lscc
ARFGEF1-DT	102724708	67343833.0	67491867.0	gain	33	110	lscc
ARFGEF1-DT	102724708	67343833.0	67491867.0	loss	11	110	lscc
CPA6	57094	67422037.0	67746359.0	gain	33	110	lscc
CPA6	57094	67422037.0	67746359.0	loss	11	110	lscc
PREX2	80243	67952045.0	68237031.0	gain	32	110	lscc
PREX2	80243	67952045.0	68237031.0	loss	18	110	lscc
C8orf34-AS1	286189	68303467.0	68331490.0	gain	34	110	lscc
C8orf34-AS1	286189	68303467.0	68331490.0	loss	8	110	lscc
C8orf34	116328	68330372.0	68819022.0	gain	34	110	lscc
C8orf34	116328	68330372.0	68819022.0	loss	8	110	lscc
LINC01592	100505718	68911802.0	69104189.0	gain	34	110	lscc
LINC01592	100505718	68911802.0	69104189.0	loss	8	110	lscc
LINC01603	100505739	69424869.0	69448243.0	gain	34	110	lscc
LINC01603	100505739	69424869.0	69448243.0	loss	8	110	lscc
SULF1	23213	69466780.0	69660911.0	gain	34	110	lscc
SULF1	23213	69466780.0	69660911.0	loss	8	110	lscc
SLCO5A1	81796	69667045.0	69834977.0	gain	34	110	lscc
SLCO5A1	81796	69667045.0	69834977.0	loss	8	110	lscc
PRDM14	63978	70051650.0	70071251.0	gain	34	110	lscc
PRDM14	63978	70051650.0	70071251.0	loss	8	110	lscc
NCOA2	10499	70109781.0	70456445.0	gain	34	110	lscc
NCOA2	10499	70109781.0	70456445.0	loss	8	110	lscc
LINC03020	101926892	70471133.0	70485686.0	gain	34	110	lscc
LINC03020	101926892	70471133.0	70485686.0	loss	8	110	lscc
TRAM1	23471	70573217.0	70608415.0	gain	34	110	lscc
TRAM1	23471	70573217.0	70608415.0	loss	8	110	lscc
LACTB2-AS1	286190	70608576.0	70663278.0	gain	34	110	lscc
LACTB2-AS1	286190	70608576.0	70663278.0	loss	8	110	lscc
LACTB2	51110	70637265.0	70669184.0	gain	34	110	lscc
LACTB2	51110	70637265.0	70669184.0	loss	8	110	lscc
XKR9	389668	70669338.0	71065804.0	gain	34	110	lscc
XKR9	389668	70669338.0	71065804.0	loss	8	110	lscc
EYA1	2138	71197432.0	71548093.0	gain	34	110	lscc
EYA1	2138	71197432.0	71548093.0	loss	8	110	lscc
MSC	9242	71841559.0	71844411.0	gain	34	110	lscc
MSC	9242	71841559.0	71844411.0	loss	8	110	lscc
MSC-AS1	100132891	71843122.0	72056311.0	gain	34	110	lscc
MSC-AS1	100132891	71843122.0	72056311.0	loss	8	110	lscc
TRPA1	8989	72021249.0	72090009.0	gain	34	110	lscc
TRPA1	8989	72021249.0	72090009.0	loss	8	110	lscc
LOC392232	392232	72202751.0	72251633.0	gain	34	110	lscc
LOC392232	392232	72202751.0	72251633.0	loss	8	110	lscc
KCNB2	9312	72537224.0	72938348.0	gain	34	110	lscc
KCNB2	9312	72537224.0	72938348.0	loss	8	110	lscc
LOC101926908	101926908	72732044.0	72751842.0	gain	34	110	lscc
LOC101926908	101926908	72732044.0	72751842.0	loss	8	110	lscc
TERF1	7013	73008863.0	73048122.0	gain	34	110	lscc
TERF1	7013	73008863.0	73048122.0	loss	8	110	lscc
SBSPON	157869	73064542.0	73093171.0	gain	34	110	lscc
SBSPON	157869	73064542.0	73093171.0	loss	8	110	lscc
C8orf89	100130301	73241330.0	73285931.0	gain	34	110	lscc
C8orf89	100130301	73241330.0	73285931.0	loss	8	110	lscc
RPL7	6129	73290241.0	73294465.0	gain	34	110	lscc
RPL7	6129	73290241.0	73294465.0	loss	8	110	lscc
RDH10	157506	73294601.0	73325280.0	gain	34	110	lscc
RDH10	157506	73294601.0	73325280.0	loss	8	110	lscc
RDH10-AS1	101926926	73310905.0	73356460.0	gain	34	110	lscc
RDH10-AS1	101926926	73310905.0	73356460.0	loss	8	110	lscc
STAU2-AS1	100128126	73420073.0	73441517.0	gain	34	110	lscc
STAU2-AS1	100128126	73420073.0	73441517.0	loss	8	110	lscc
STAU2	27067	73420368.0	73747479.0	gain	34	110	lscc
STAU2	27067	73420368.0	73747479.0	loss	8	110	lscc
UBE2W	55284	73780095.0	73878861.0	gain	34	110	lscc
UBE2W	55284	73780095.0	73878861.0	loss	8	110	lscc
ELOC	6921	73945118.0	73972286.0	gain	34	110	lscc
ELOC	6921	73945118.0	73972286.0	loss	8	110	lscc
TMEM70	54968	73976194.0	73982782.0	gain	34	110	lscc
TMEM70	54968	73976194.0	73982782.0	loss	8	110	lscc
LY96	23643	73991391.0	74099856.0	gain	34	110	lscc
LY96	23643	73991391.0	74099856.0	loss	8	110	lscc
JPH1	56704	74234699.0	74321539.0	gain	34	110	lscc
JPH1	56704	74234699.0	74321539.0	loss	8	110	lscc
GDAP1	54332	74350402.0	74488871.0	gain	34	110	lscc
GDAP1	54332	74350402.0	74488871.0	loss	9	110	lscc
MIR5681A	100847058	74548542.0	74548616.0	gain	33	110	lscc
MIR5681A	100847058	74548542.0	74548616.0	loss	9	110	lscc
MIR5681B	100847091	74548549.0	74548608.0	gain	33	110	lscc
MIR5681B	100847091	74548549.0	74548608.0	loss	9	110	lscc
MIR2052HG	441355	74599865.0	74758351.0	gain	34	110	lscc
MIR2052HG	441355	74599865.0	74758351.0	loss	9	110	lscc
MIR2052	100302260	74705692.0	74705746.0	gain	34	110	lscc
MIR2052	100302260	74705692.0	74705746.0	loss	9	110	lscc
PI15	51050	74824533.0	74855028.0	gain	34	110	lscc
PI15	51050	74824533.0	74855028.0	loss	8	110	lscc
CRISPLD1	83690	74984504.0	75034557.0	gain	34	110	lscc
CRISPLD1	83690	74984504.0	75034557.0	loss	8	110	lscc
CASC9	101805492	75223116.0	75278888.0	gain	34	110	lscc
CASC9	101805492	75223116.0	75278888.0	loss	8	110	lscc
HNF4G	3174	75407648.0	75566833.0	gain	34	110	lscc
HNF4G	3174	75407648.0	75566833.0	loss	8	110	lscc
LINC01111	101926978	76406653.0	76524355.0	gain	34	110	lscc
LINC01111	101926978	76406653.0	76524355.0	loss	8	110	lscc
ZFHX4-AS1	100192378	76610878.0	76683274.0	gain	34	110	lscc
ZFHX4-AS1	100192378	76610878.0	76683274.0	loss	8	110	lscc
ZFHX4	79776	76681246.0	76867280.0	gain	34	110	lscc
ZFHX4	79776	76681246.0	76867280.0	loss	8	110	lscc
MIR3149	100422921	76966767.0	76966849.0	gain	34	110	lscc
MIR3149	100422921	76966767.0	76966849.0	loss	8	110	lscc
PEX2	5828	76980257.0	77001043.0	gain	34	110	lscc
PEX2	5828	76980257.0	77001043.0	loss	8	110	lscc
LOC102724874	102724874	77450696.0	77476330.0	gain	34	110	lscc
LOC102724874	102724874	77450696.0	77476330.0	loss	8	110	lscc
PKIA	5569	78516339.0	78605266.0	gain	34	110	lscc
PKIA	5569	78516339.0	78605266.0	loss	8	110	lscc
PKIA-AS1	101927003	78533891.0	78558502.0	gain	34	110	lscc
PKIA-AS1	101927003	78533891.0	78558502.0	loss	8	110	lscc
ZC2HC1A	51101	78666088.0	78719764.0	gain	34	110	lscc
ZC2HC1A	51101	78666088.0	78719764.0	loss	8	110	lscc
IL7	3574	78675043.0	78805462.0	gain	35	110	lscc
IL7	3574	78675043.0	78805462.0	loss	8	110	lscc
C4orf46P3	101241902	78722846.0	78724373.0	gain	34	110	lscc
C4orf46P3	101241902	78722846.0	78724373.0	loss	8	110	lscc
