,,amplifications,neutral,deletions,average
ADGRL3,ENSG00000150471.16,0.0,102.0,8.0,-0.026781063636363622
ADGRL4,ENSG00000162618.13,0.0,106.0,4.0,-0.011846318181818189
ADGRV1,ENSG00000164199.16,18.0,90.0,2.0,0.09713677272727275
ADH1A,ENSG00000187758.7,0.0,102.0,8.0,-0.026764763636363625
ADH1B,ENSG00000196616.13,0.0,102.0,8.0,-0.026764763636363625
ADH1C,ENSG00000248144.5,0.0,102.0,8.0,-0.026764763636363625
ADH4,ENSG00000198099.8,0.0,102.0,8.0,-0.026764763636363625
ADH5,ENSG00000197894.10,0.0,102.0,8.0,-0.026764763636363625
ADH6,ENSG00000172955.17,0.0,102.0,8.0,-0.026764763636363625
ADH7,ENSG00000196344.11,0.0,102.0,8.0,-0.026764763636363625
ADHFE1,ENSG00000147576.15,4.0,96.0,10.0,0.005482236363636355
ADI1,ENSG00000182551.13,3.0,105.0,2.0,0.031285181818181816
ADIG,ENSG00000182035.11,3.0,107.0,0.0,0.05691444545454544
ADIPOQ,ENSG00000181092.9,5.0,94.0,11.0,0.007110599999999998
ADIPOR1,ENSG00000159346.12,5.0,103.0,2.0,0.025558900000000023
ADIPOR2,ENSG00000006831.9,6.0,104.0,0.0,0.055695154545454546
ADIRF,ENSG00000148671.13,0.0,99.0,11.0,-0.036199918181818176
ADK,ENSG00000156110.13,0.0,99.0,11.0,-0.0354221909090909
ADM,ENSG00000148926.9,0.0,108.0,2.0,0.008938409090909089
ADM2,ENSG00000128165.8,2.0,105.0,3.0,0.007135209090909091
ADM5,ENSG00000224420.3,0.0,110.0,0.0,0.020234400000000003
ADNP,ENSG00000101126.15,3.0,107.0,0.0,0.059261427272727256
ADNP2,ENSG00000101544.8,0.0,95.0,15.0,-0.04969004545454543
ADO,ENSG00000181915.4,0.0,99.0,11.0,-0.03536809999999999
ADORA1,ENSG00000163485.16,5.0,103.0,2.0,0.025558900000000023
ADORA2A,ENSG00000128271.21,1.0,106.0,3.0,0.0042589454545454535
ADORA2B,ENSG00000170425.3,0.0,105.0,5.0,-0.01985802727272726
ADORA3,ENSG00000282608.1,0.0,104.0,6.0,-0.014690063636363642
ADPGK,ENSG00000159322.17,0.0,105.0,5.0,-0.01173399090909091
ADPRH,ENSG00000144843.11,0.0,87.0,23.0,-0.05387047272727273
ADPRHL1,ENSG00000153531.13,0.0,100.0,10.0,-0.021484281818181822
ADPRHL2,ENSG00000116863.10,0.0,106.0,4.0,-0.014250845454545465
ADPRM,ENSG00000170222.11,0.0,105.0,5.0,-0.019955218181818172
ADRA1A,ENSG00000120907.17,0.0,85.0,25.0,-0.09376359090909091
ADRA1B,ENSG00000170214.3,39.0,71.0,0.0,0.20551775454545448
ADRA1D,ENSG00000171873.7,3.0,105.0,2.0,0.039383436363636365
ADRA2A,ENSG00000150594.6,0.0,98.0,12.0,-0.03980607272727271
ADRA2B,ENSG00000274286.1,3.0,105.0,2.0,0.03262303636363638
ADRA2C,ENSG00000184160.7,1.0,100.0,9.0,-0.02756485454545455
ADRB1,ENSG00000043591.5,0.0,98.0,12.0,-0.03985658181818181
ADRB2,ENSG00000169252.5,38.0,72.0,0.0,0.20331709090909084
ADRB3,ENSG00000188778.5,0.0,86.0,24.0,-0.08896553636363637
ADRM1,ENSG00000130706.12,3.0,107.0,0.0,0.059591590909090886
ADSL,ENSG00000239900.12,1.0,106.0,3.0,0.004419172727272728
ADSS,ENSG00000035687.9,5.0,102.0,3.0,0.019193036363636364
ADSSL1,ENSG00000185100.10,0.0,73.0,37.0,-0.131043809090909
ADTRP,ENSG00000111863.12,0.0,99.0,11.0,-0.051338154545454553
AEBP1,ENSG00000106624.10,15.0,93.0,2.0,0.10698680909090913
AEBP2,ENSG00000139154.14,6.0,104.0,0.0,0.05940866363636364
AEN,ENSG00000181026.14,0.0,105.0,5.0,-0.011585436363636367
AES,ENSG00000104964.14,0.0,108.0,2.0,0.008235627272727275
AF165138.7,ENSG00000243440.6,3.0,105.0,2.0,0.014138463636363634
AFAP1,ENSG00000196526.10,1.0,101.0,8.0,-0.023986499999999994
AFAP1L1,ENSG00000157510.13,38.0,72.0,0.0,0.20331709090909084
AFAP1L2,ENSG00000169129.14,0.0,98.0,12.0,-0.03985658181818181
AFDN,ENSG00000130396.20,0.0,88.0,22.0,-0.09549026363636366
AFF1,ENSG00000172493.20,0.0,101.0,9.0,-0.028634654545454528
AFF2,ENSG00000155966.13,2.0,101.0,7.0,0.0021761818181818184
AFF3,ENSG00000144218.18,3.0,105.0,2.0,0.032324590909090914
AFF4,ENSG00000072364.12,36.0,73.0,1.0,0.18973642727272716
AFG3L2,ENSG00000141385.9,0.0,98.0,12.0,-0.04151400909090912
AFM,ENSG00000079557.4,1.0,101.0,8.0,-0.02280284545454545
AFMID,ENSG00000183077.15,2.0,106.0,2.0,0.010684554545454545
AFP,ENSG00000081051.7,1.0,101.0,8.0,-0.02280284545454545
AFTPH,ENSG00000119844.15,3.0,105.0,2.0,0.030909254545454543
AGA,ENSG00000038002.8,1.0,96.0,13.0,-0.04840171818181819
AGAP1,ENSG00000157985.18,3.0,98.0,9.0,-0.008204
AGAP2,ENSG00000135439.11,6.0,104.0,0.0,0.060714863636363636
AGAP3,ENSG00000133612.18,15.0,92.0,3.0,0.0942794636363636
AGAP4,ENSG00000188234.13,0.0,102.0,8.0,-0.02630077272727273
AGAP5,ENSG00000172650.13,0.0,99.0,11.0,-0.03528541818181817
AGAP6,ENSG00000204149.10,0.0,100.0,10.0,-0.030351599999999992
AGAP9,ENSG00000204172.12,0.0,99.0,11.0,-0.030952309090909083
AGBL1,ENSG00000273540.3,0.0,105.0,5.0,-0.011585436363636367
AGBL2,ENSG00000165923.15,0.0,107.0,3.0,0.0042296727272727284
AGBL3,ENSG00000146856.14,16.0,92.0,2.0,0.09987700909090912
AGBL4,ENSG00000186094.16,0.0,105.0,5.0,-0.01623816363636364
AGBL5,ENSG00000084693.15,3.0,105.0,2.0,0.031247909090909087
AGER,ENSG00000204305.13,0.0,99.0,11.0,-0.05123920000000001
AGFG1,ENSG00000173744.17,3.0,98.0,9.0,-0.007607499999999997
AGFG2,ENSG00000106351.12,15.0,93.0,2.0,0.10660907272727274
AGGF1,ENSG00000164252.12,13.0,95.0,2.0,0.08429265454545454
AGK,ENSG00000006530.15,15.0,93.0,2.0,0.09574343636363637
AGL,ENSG00000162688.16,0.0,104.0,6.0,-0.015398945454545463
AGMAT,ENSG00000116771.5,0.0,102.0,8.0,-0.03175308181818182
AGMO,ENSG00000187546.13,14.0,94.0,2.0,0.10237910909090907
AGO1,ENSG00000092847.11,0.0,105.0,5.0,-0.018378899999999997
AGO2,ENSG00000123908.11,4.0,101.0,5.0,0.02798648181818181
AGO3,ENSG00000126070.19,0.0,105.0,5.0,-0.018378899999999997
AGO4,ENSG00000134698.10,0.0,105.0,5.0,-0.018378899999999997
AGPAT1,ENSG00000204310.12,0.0,99.0,11.0,-0.05123920000000001
AGPAT2,ENSG00000169692.12,0.0,92.0,18.0,-0.06949236363636364
AGPAT3,ENSG00000160216.18,3.0,105.0,2.0,0.013507145454545453
AGPAT4,ENSG00000026652.13,0.0,88.0,22.0,-0.09705689090909095
AGPAT5,ENSG00000155189.11,0.0,87.0,23.0,-0.0901821090909091
AGPS,ENSG00000018510.13,7.0,101.0,2.0,0.04700827272727271
AGR2,ENSG00000106541.11,14.0,94.0,2.0,0.10237910909090907
AGR3,ENSG00000173467.8,14.0,94.0,2.0,0.10237910909090907
AGRN,ENSG00000188157.14,0.0,103.0,7.0,-0.027143318181818178
AGRP,ENSG00000159723.4,9.0,99.0,2.0,0.06644604545454547
AGT,ENSG00000135744.7,5.0,102.0,3.0,0.019325754545454547
AGTPBP1,ENSG00000135049.15,0.0,92.0,18.0,-0.06713712727272726
AGTR1,ENSG00000144891.17,2.0,97.0,11.0,0.0015765181818181793
AGTR2,ENSG00000180772.6,2.0,101.0,7.0,0.0004384181818181828
AGTRAP,ENSG00000177674.15,1.0,101.0,8.0,-0.02516440909090909
AGXT,ENSG00000172482.4,3.0,98.0,9.0,-0.008857281818181819
AGXT2,ENSG00000113492.13,10.0,98.0,2.0,0.0802353272727273
AHCTF1,ENSG00000153207.14,5.0,102.0,3.0,0.01871326363636364
AHCY,ENSG00000101444.12,3.0,107.0,0.0,0.056723272727272706
AHCYL1,ENSG00000168710.17,0.0,104.0,6.0,-0.014690063636363642
AHCYL2,ENSG00000158467.16,15.0,93.0,2.0,0.09691624545454548
AHDC1,ENSG00000126705.13,0.0,101.0,9.0,-0.03350194545454544
AHI1,ENSG00000135541.20,0.0,90.0,20.0,-0.08856731818181825
AHNAK,ENSG00000124942.13,0.0,109.0,1.0,0.006991945454545457
AHNAK2,ENSG00000185567.6,0.0,73.0,37.0,-0.1319129363636363
AHR,ENSG00000106546.12,14.0,94.0,2.0,0.10237910909090907
AHRR,ENSG00000063438.16,8.0,100.0,2.0,0.07776616363636367
AHSA1,ENSG00000100591.7,0.0,71.0,39.0,-0.1384483272727272
AHSA2,ENSG00000173209.22,3.0,105.0,2.0,0.031023390909090915
AHSG,ENSG00000145192.12,5.0,94.0,11.0,0.007110599999999998
AHSP,ENSG00000169877.9,8.0,102.0,0.0,0.07704834545454546
AICDA,ENSG00000111732.10,6.0,104.0,0.0,0.05755952727272727
AIDA,ENSG00000186063.12,5.0,103.0,2.0,0.022645554545454555
AIF1,ENSG00000204472.12,0.0,99.0,11.0,-0.051339318181818194
AIF1L,ENSG00000126878.12,0.0,92.0,18.0,-0.0698781
AIFM1,ENSG00000156709.13,2.0,101.0,7.0,0.0008195454545454556
AIFM2,ENSG00000042286.14,0.0,99.0,11.0,-0.03528541818181817
AIFM3,ENSG00000183773.15,2.0,105.0,3.0,0.011852927272727277
AIG1,ENSG00000146416.17,0.0,89.0,21.0,-0.09388440909090912
AIM1,ENSG00000112297.14,0.0,93.0,17.0,-0.07412498181818182
AIM1L,ENSG00000176092.14,0.0,102.0,8.0,-0.031115290909090904
AIM2,ENSG00000163568.14,3.0,103.0,4.0,0.01098446363636363
AIMP1,ENSG00000164022.16,0.0,101.0,9.0,-0.03025036363636362
AIMP2,ENSG00000106305.9,15.0,93.0,2.0,0.1075232272727273
AIP,ENSG00000110711.9,0.0,109.0,1.0,0.006337154545454547
AIPL1,ENSG00000129221.15,0.0,105.0,5.0,-0.01864329999999999
AIRE,ENSG00000160224.16,3.0,105.0,2.0,0.01520574545454545
AJAP1,ENSG00000196581.10,0.0,102.0,8.0,-0.032329236363636354
AJUBA,ENSG00000129474.15,0.0,81.0,29.0,-0.10504559090909078
AK1,ENSG00000106992.17,0.0,92.0,18.0,-0.06812657272727272
AK2,ENSG00000004455.16,0.0,103.0,7.0,-0.025711309090909094
AK3,ENSG00000147853.16,0.0,94.0,16.0,-0.05725051818181818
AK4,ENSG00000162433.14,0.0,106.0,4.0,-0.012739390909090919
AK5,ENSG00000154027.18,0.0,106.0,4.0,-0.011821436363636369
AK6,ENSG00000085231.13,11.0,97.0,2.0,0.08069092727272727
AK7,ENSG00000140057.8,0.0,72.0,38.0,-0.13312967272727266
AK8,ENSG00000165695.9,0.0,93.0,17.0,-0.07595834545454543
AK9,ENSG00000155085.15,0.0,92.0,18.0,-0.0787601363636364
AKAIN1,ENSG00000231824.3,0.0,98.0,12.0,-0.04126140909090912
AKAP1,ENSG00000121057.12,1.0,107.0,2.0,0.005437399999999998
AKAP10,ENSG00000108599.14,0.0,105.0,5.0,-0.018726154545454538
AKAP11,ENSG00000023516.8,0.0,99.0,11.0,-0.028260900000000002
AKAP12,ENSG00000131016.16,0.0,88.0,22.0,-0.09685265454545458
AKAP13,ENSG00000170776.21,0.0,105.0,5.0,-0.009252245454545454
AKAP14,ENSG00000186471.12,2.0,101.0,7.0,-0.00027591818181817965
AKAP17A,ENSG00000197976.11,0.0,72.0,38.0,-0.15274524545454543
AKAP17A,ENSG00000197976.11_PAR_Y,3.0,68.0,39.0,-0.361809318181818
AKAP2,ENSG00000241978.9,0.0,92.0,18.0,-0.06677288181818182
AKAP3,ENSG00000111254.7,6.0,104.0,0.0,0.05593095454545455
AKAP4,ENSG00000147081.14,2.0,101.0,7.0,-0.0015909000000000042
AKAP5,ENSG00000179841.8,0.0,71.0,39.0,-0.13824843636363632
AKAP6,ENSG00000151320.10,0.0,78.0,32.0,-0.11253573636363626
AKAP7,ENSG00000118507.15,0.0,90.0,20.0,-0.08837950909090915
AKAP8,ENSG00000105127.8,0.0,108.0,2.0,0.009202790909090909
AKAP8L,ENSG00000011243.17,0.0,108.0,2.0,0.009202790909090909
AKAP9,ENSG00000127914.16,15.0,93.0,2.0,0.10387419090909095
AKIP1,ENSG00000166452.11,0.0,108.0,2.0,0.008531281818181819
AKIRIN1,ENSG00000174574.15,0.0,104.0,6.0,-0.020244727272727275
AKIRIN2,ENSG00000135334.8,0.0,93.0,17.0,-0.07371025454545455
AKNA,ENSG00000106948.16,0.0,92.0,18.0,-0.06700220000000001
AKNAD1,ENSG00000162641.18,0.0,104.0,6.0,-0.014538609090909097
AKR1A1,ENSG00000117448.13,0.0,106.0,4.0,-0.013741590909090917
AKR1B1,ENSG00000085662.13,16.0,92.0,2.0,0.09987700909090912
AKR1B10,ENSG00000198074.9,16.0,92.0,2.0,0.09987700909090912
AKR1B15,ENSG00000227471.8,16.0,92.0,2.0,0.09987700909090912
AKR1C1,ENSG00000187134.13,0.0,103.0,7.0,-0.022849645454545466
AKR1C2,ENSG00000151632.17,0.0,103.0,7.0,-0.022849645454545466
AKR1C3,ENSG00000196139.13,0.0,103.0,7.0,-0.022849645454545466
AKR1C4,ENSG00000198610.10,0.0,103.0,7.0,-0.022849645454545466
AKR1D1,ENSG00000122787.14,16.0,92.0,2.0,0.09888382727272728
AKR1E2,ENSG00000165568.17,0.0,103.0,7.0,-0.022824036363636373
AKR7A2,ENSG00000053371.12,0.0,102.0,8.0,-0.030007936363636366
AKR7A3,ENSG00000162482.4,0.0,102.0,8.0,-0.030007936363636366
AKT1,ENSG00000142208.15,0.0,73.0,37.0,-0.1319129363636363
AKT1S1,ENSG00000204673.10,0.0,110.0,0.0,0.020234400000000003
AKT2,ENSG00000105221.16,0.0,110.0,0.0,0.02036908181818182
AKT3,ENSG00000117020.16,5.0,102.0,3.0,0.019252409090909098
AKTIP,ENSG00000166971.16,9.0,100.0,1.0,0.06996431818181818
AL359736.1,ENSG00000281899.1,0.0,99.0,11.0,-0.028642645454545465
AL513523.2,ENSG00000279767.1,3.0,104.0,3.0,0.014475318181818181
ALAD,ENSG00000148218.15,0.0,92.0,18.0,-0.06696808181818183
ALAS1,ENSG00000023330.14,0.0,21.0,89.0,-0.3323758545454546
ALAS2,ENSG00000158578.18,1.0,102.0,7.0,-0.002891827272727273
ALB,ENSG00000163631.16,1.0,101.0,8.0,-0.02280284545454545
ALCAM,ENSG00000170017.12,0.0,83.0,27.0,-0.07162502727272727
ALDH16A1,ENSG00000161618.9,0.0,110.0,0.0,0.020234400000000003
ALDH18A1,ENSG00000059573.8,0.0,99.0,11.0,-0.036385227272727264
ALDH1A1,ENSG00000165092.12,0.0,92.0,18.0,-0.0668067090909091
ALDH1A2,ENSG00000128918.14,0.0,105.0,5.0,-0.011047818181818181
ALDH1A3,ENSG00000184254.16,0.0,105.0,5.0,-0.017349818181818178
ALDH1B1,ENSG00000137124.7,0.0,94.0,16.0,-0.058076454545454535
ALDH1L1,ENSG00000144908.13,0.0,90.0,20.0,-0.04077888181818182
ALDH1L2,ENSG00000136010.13,6.0,103.0,1.0,0.0554514090909091
ALDH2,ENSG00000111275.12,6.0,104.0,0.0,0.05969479090909089
ALDH3A1,ENSG00000108602.17,0.0,105.0,5.0,-0.018895836363636356
ALDH3A2,ENSG00000072210.18,0.0,105.0,5.0,-0.018895836363636356
ALDH3B1,ENSG00000006534.15,0.0,109.0,1.0,0.006330027272727276
ALDH3B2,ENSG00000132746.14,0.0,109.0,1.0,0.006458254545454547
ALDH4A1,ENSG00000159423.16,0.0,102.0,8.0,-0.030007936363636366
ALDH5A1,ENSG00000112294.12,0.0,99.0,11.0,-0.0514064090909091
ALDH6A1,ENSG00000119711.12,0.0,71.0,39.0,-0.13855561818181814
ALDH7A1,ENSG00000164904.17,32.0,77.0,1.0,0.17735631818181805
ALDH8A1,ENSG00000118514.13,0.0,90.0,20.0,-0.08894343636363643
ALDH9A1,ENSG00000143149.12,3.0,104.0,3.0,0.014821945454545444
ALDOA,ENSG00000149925.17,8.0,102.0,0.0,0.07708781818181819
ALDOB,ENSG00000136872.17,0.0,92.0,18.0,-0.06733771818181819
ALDOC,ENSG00000109107.13,0.0,108.0,2.0,0.002875581818181818
ALG1,ENSG00000033011.11,8.0,102.0,0.0,0.07808803636363634
ALG10,ENSG00000139133.6,6.0,104.0,0.0,0.058961918181818194
ALG10B,ENSG00000175548.8,6.0,104.0,0.0,0.061516681818181825
ALG11,ENSG00000253710.2,0.0,98.0,12.0,-0.02868046363636364
ALG12,ENSG00000182858.13,2.0,105.0,3.0,0.0064109
ALG13,ENSG00000101901.11,2.0,101.0,7.0,0.000594709090909093
ALG14,ENSG00000172339.9,0.0,104.0,6.0,-0.015295172727272736
ALG1L,ENSG00000189366.9,0.0,90.0,20.0,-0.04077888181818182
ALG1L2,ENSG00000251287.8,3.0,90.0,17.0,-0.02367160909090909
ALG2,ENSG00000119523.9,0.0,92.0,18.0,-0.06717181818181818
ALG3,ENSG00000214160.9,5.0,94.0,11.0,0.007110599999999998
ALG5,ENSG00000120697.8,0.0,99.0,11.0,-0.028222027272727282
ALG6,ENSG00000088035.15,0.0,106.0,4.0,-0.012573318181818189
ALG8,ENSG00000159063.12,0.0,108.0,2.0,0.003906572727272728
ALG9,ENSG00000086848.14,0.0,105.0,5.0,-0.00546772727272727
ALK,ENSG00000171094.16,3.0,105.0,2.0,0.03152820909090909
ALKAL1,ENSG00000196711.8,4.0,93.0,13.0,-0.01216
ALKAL2,ENSG00000189292.15,3.0,105.0,2.0,0.030658927272727267
ALKBH1,ENSG00000100601.9,0.0,71.0,39.0,-0.1384483272727272
ALKBH2,ENSG00000189046.10,6.0,104.0,0.0,0.05969479090909089
ALKBH3,ENSG00000166199.12,0.0,107.0,3.0,0.004286609090909091
ALKBH4,ENSG00000160993.3,15.0,92.0,3.0,0.10196574545454547
ALKBH5,ENSG00000091542.8,0.0,104.0,6.0,-0.021978145454545454
ALKBH6,ENSG00000239382.10,0.0,109.0,1.0,0.015336709090909091
ALKBH7,ENSG00000125652.7,0.0,109.0,1.0,0.015882490909090906
ALKBH8,ENSG00000137760.14,0.0,105.0,5.0,-0.005403609090909089
ALLC,ENSG00000151360.9,3.0,105.0,2.0,0.031285181818181816
ALMS1,ENSG00000116127.17,3.0,105.0,2.0,0.03285819090909091
ALOX12,ENSG00000108839.11,0.0,105.0,5.0,-0.018685481818181804
ALOX12B,ENSG00000179477.9,0.0,105.0,5.0,-0.02019069999999999
ALOX15,ENSG00000161905.12,0.0,105.0,5.0,-0.019942763636363627
ALOX15B,ENSG00000179593.15,0.0,105.0,5.0,-0.02019069999999999
ALOX5,ENSG00000012779.10,0.0,102.0,8.0,-0.026412054545454554
ALOX5AP,ENSG00000132965.9,0.0,99.0,11.0,-0.02852053636363637
ALOXE3,ENSG00000179148.9,0.0,105.0,5.0,-0.02019069999999999
ALPI,ENSG00000163295.4,3.0,98.0,9.0,-0.007969790909090906
ALPK1,ENSG00000073331.17,0.0,101.0,9.0,-0.030205563636363616
ALPK2,ENSG00000198796.6,0.0,96.0,14.0,-0.0465274818181818
ALPK3,ENSG00000136383.6,0.0,105.0,5.0,-0.009252245454545454
ALPL,ENSG00000162551.13,0.0,102.0,8.0,-0.030007936363636366
ALPP,ENSG00000163283.6,3.0,98.0,9.0,-0.007969790909090906
ALPPL2,ENSG00000163286.8,3.0,98.0,9.0,-0.007969790909090906
ALS2,ENSG00000003393.14,4.0,99.0,7.0,0.012180181818181823
ALS2CL,ENSG00000178038.16,0.0,21.0,89.0,-0.3268469272727272
ALS2CR11,ENSG00000155754.14,4.0,99.0,7.0,0.012180181818181823
ALS2CR12,ENSG00000155749.12,4.0,99.0,7.0,0.00985398181818182
ALX1,ENSG00000180318.3,6.0,104.0,0.0,0.06047543636363635
ALX3,ENSG00000156150.6,0.0,104.0,6.0,-0.014690063636363642
ALX4,ENSG00000052850.5,0.0,107.0,3.0,0.004286609090909091
ALYREF,ENSG00000183684.7,2.0,106.0,2.0,0.0101453
AMACR,ENSG00000242110.7,10.0,98.0,2.0,0.08026073636363637
AMBN,ENSG00000178522.14,1.0,101.0,8.0,-0.022664045454545447
AMBP,ENSG00000106927.11,0.0,92.0,18.0,-0.06700220000000001
AMBRA1,ENSG00000110497.14,0.0,107.0,3.0,0.0041176727272727275
AMD1,ENSG00000123505.15,0.0,91.0,19.0,-0.0827960454545455
AMDHD1,ENSG00000139344.7,6.0,104.0,0.0,0.06062978181818181
AMDHD2,ENSG00000162066.14,8.0,102.0,0.0,0.07706532727272727
AMELX,ENSG00000125363.14,2.0,101.0,7.0,-0.0002458999999999983
AMELY,ENSG00000099721.13,3.0,68.0,39.0,-0.3551340818181816
AMER1,ENSG00000184675.9,3.0,100.0,7.0,-0.0006471999999999965
AMER2,ENSG00000165566.12,0.0,99.0,11.0,-0.02869882727272728
AMER3,ENSG00000178171.10,4.0,104.0,2.0,0.032661245454545476
AMFR,ENSG00000159461.14,9.0,100.0,1.0,0.07004646363636363
AMH,ENSG00000104899.7,0.0,108.0,2.0,0.008344936363636367
AMHR2,ENSG00000135409.10,6.0,104.0,0.0,0.060286845454545455
AMIGO1,ENSG00000181754.6,0.0,104.0,6.0,-0.014690063636363642
AMIGO2,ENSG00000139211.6,6.0,104.0,0.0,0.060871690909090906
AMIGO3,ENSG00000176020.8,0.0,21.0,89.0,-0.33252963636363636
AMMECR1,ENSG00000101935.9,2.0,101.0,7.0,0.0004867000000000016
AMMECR1L,ENSG00000144233.9,4.0,104.0,2.0,0.03281825454545456
AMN,ENSG00000166126.10,0.0,72.0,38.0,-0.13306058181818176
AMN1,ENSG00000151743.10,6.0,104.0,0.0,0.05787560000000001
AMOT,ENSG00000126016.15,2.0,101.0,7.0,0.000594709090909093
AMOTL1,ENSG00000166025.17,0.0,106.0,4.0,-0.0029426272727272732
AMOTL2,ENSG00000114019.14,2.0,95.0,13.0,-0.00789036363636364
AMPD1,ENSG00000116748.21,0.0,104.0,6.0,-0.014690063636363642
AMPD2,ENSG00000116337.15,0.0,104.0,6.0,-0.014690063636363642
AMPD3,ENSG00000133805.15,0.0,108.0,2.0,0.008938409090909089
AMPH,ENSG00000078053.16,15.0,93.0,2.0,0.1045386454545455
AMT,ENSG00000145020.15,0.0,21.0,89.0,-0.33252963636363636
AMTN,ENSG00000187689.9,1.0,101.0,8.0,-0.022664045454545447
AMY1A,ENSG00000237763.9,0.0,103.0,7.0,-0.01559141818181819
AMY1B,ENSG00000174876.16,0.0,103.0,7.0,-0.01559141818181819
AMY1C,ENSG00000187733.6,0.0,103.0,7.0,-0.01559141818181819
AMY2A,ENSG00000243480.7,0.0,104.0,6.0,-0.013859509090909097
AMY2B,ENSG00000240038.6,0.0,104.0,6.0,-0.01517212727272728
AMZ1,ENSG00000174945.13,15.0,93.0,2.0,0.10717059090909092
AMZ2,ENSG00000196704.11,2.0,106.0,2.0,0.01107326363636364
ANAPC1,ENSG00000153107.11,4.0,104.0,2.0,0.03249370909090911
ANAPC10,ENSG00000164162.12,0.0,100.0,10.0,-0.037913545454545436
ANAPC11,ENSG00000141552.17,2.0,106.0,2.0,0.0101453
ANAPC13,ENSG00000129055.12,2.0,95.0,13.0,-0.00789036363636364
ANAPC15,ENSG00000110200.8,0.0,109.0,1.0,0.006416263636363638
ANAPC16,ENSG00000166295.8,0.0,99.0,11.0,-0.03528541818181817
ANAPC2,ENSG00000176248.8,0.0,92.0,18.0,-0.0711212909090909
ANAPC4,ENSG00000053900.10,0.0,103.0,7.0,-0.022283736363636373
ANAPC5,ENSG00000089053.12,6.0,104.0,0.0,0.059711318181818164
ANAPC7,ENSG00000196510.12,6.0,104.0,0.0,0.05969479090909089
ANG,ENSG00000214274.9,0.0,81.0,29.0,-0.10370637272727266
ANGEL1,ENSG00000013523.9,0.0,71.0,39.0,-0.1385287545454545
ANGEL2,ENSG00000174606.13,5.0,103.0,2.0,0.0227712090909091
ANGPT1,ENSG00000154188.9,4.0,97.0,9.0,0.007251572727272735
ANGPT2,ENSG00000091879.13,0.0,87.0,23.0,-0.0901821090909091
ANGPT4,ENSG00000101280.7,3.0,105.0,2.0,0.038953327272727274
ANGPTL1,ENSG00000116194.12,4.0,104.0,2.0,0.022054863636363657
ANGPTL2,ENSG00000136859.9,0.0,92.0,18.0,-0.06812657272727272
ANGPTL3,ENSG00000132855.4,0.0,106.0,4.0,-0.012702236363636373
ANGPTL4,ENSG00000167772.11,0.0,109.0,1.0,0.014037309090909089
ANGPTL5,ENSG00000187151.7,0.0,106.0,4.0,-0.0029663818181818184
ANGPTL6,ENSG00000130812.10,0.0,108.0,2.0,0.00934529090909091
ANGPTL7,ENSG00000171819.4,0.0,102.0,8.0,-0.028786009090909094
ANGPTL8,ENSG00000130173.13,0.0,109.0,1.0,0.015489936363636363
ANHX,ENSG00000227059.6,9.0,101.0,0.0,0.09204055454545447
ANK1,ENSG00000029534.19,0.0,89.0,21.0,-0.0763400272727273
ANK2,ENSG00000145362.17,0.0,101.0,9.0,-0.030205563636363616
ANK3,ENSG00000151150.21,0.0,100.0,10.0,-0.0308178909090909
ANKAR,ENSG00000151687.14,6.0,99.0,5.0,0.031070381818181825
ANKDD1A,ENSG00000166839.16,0.0,105.0,5.0,-0.011508336363636363
ANKDD1B,ENSG00000189045.13,13.0,95.0,2.0,0.08429265454545454
ANKEF1,ENSG00000132623.15,3.0,105.0,2.0,0.04009650000000001
ANKFN1,ENSG00000153930.11,1.0,107.0,2.0,0.0054613545454545425
ANKFY1,ENSG00000185722.16,0.0,105.0,5.0,-0.01990676363636363
ANKH,ENSG00000154122.12,10.0,98.0,2.0,0.07965889090909091
ANKHD1,ENSG00000131503.20,37.0,73.0,0.0,0.19959503636363626
ANKIB1,ENSG00000001629.9,16.0,92.0,2.0,0.10802015454545456
ANKK1,ENSG00000170209.4,0.0,105.0,5.0,-0.00546772727272727
ANKLE1,ENSG00000160117.14,0.0,108.0,2.0,0.009193900000000001
ANKLE2,ENSG00000176915.14,6.0,104.0,0.0,0.0591984909090909
ANKMY1,ENSG00000144504.15,3.0,98.0,9.0,-0.008857281818181819
ANKMY2,ENSG00000106524.8,14.0,94.0,2.0,0.10237910909090907
ANKRA2,ENSG00000164331.9,13.0,95.0,2.0,0.08437339999999999
ANKRD1,ENSG00000148677.6,0.0,100.0,10.0,-0.03201429999999999
ANKRD10,ENSG00000088448.14,0.0,100.0,10.0,-0.02007468181818181
ANKRD11,ENSG00000167522.14,8.0,99.0,3.0,0.06097969090909093
ANKRD12,ENSG00000101745.16,0.0,98.0,12.0,-0.04117349090909093
ANKRD13A,ENSG00000076513.16,6.0,104.0,0.0,0.05969479090909089
ANKRD13B,ENSG00000198720.12,0.0,108.0,2.0,0.002710563636363636
ANKRD13C,ENSG00000118454.12,0.0,106.0,4.0,-0.01245161818181819
ANKRD13D,ENSG00000172932.14,0.0,109.0,1.0,0.006337154545454547
ANKRD16,ENSG00000134461.15,0.0,103.0,7.0,-0.022692600000000007
ANKRD17,ENSG00000132466.18,1.0,101.0,8.0,-0.02280284545454545
ANKRD18A,ENSG00000180071.19,0.0,94.0,16.0,-0.058076454545454535
ANKRD18B,ENSG00000230453.9,0.0,94.0,16.0,-0.05695944545454543
ANKRD2,ENSG00000165887.11,0.0,99.0,11.0,-0.036385227272727264
