,index,gain,neutral,loss,chromo,location
17446,NUDCD1,71,34,3,8.0,109287518.5
17447,NUDCD2,4,29,75,5.0,163453314.0
17448,NUDCD3,51,38,19,7.0,44434888.5
17449,NUDT1,54,38,16,7.0,2246684.0
17450,NUDT10,3,17,88,,
17451,NUDT11,3,17,88,,
17452,NUDT12,4,26,78,5.0,103555822.5
17453,NUDT13,12,51,45,10.0,73121101.5
17454,NUDT14,38,39,31,14.0,105177130.5
17455,NUDT15,6,29,73,13.0,48042473.5
17456,NUDT16,73,30,5,3.0,131385250.5
17457,NUDT16L1,20,63,25,16.0,4694776.5
17458,NUDT16P1,73,30,5,3.0,131363510.0
17459,NUDT17,55,27,26,1.0,145847292.0
17460,NUDT18,12,22,74,8.0,22108146.5
17461,NUDT19,61,40,7,19.0,32702878.5
17462,NUDT2,29,23,56,9.0,34336608.5
17463,NUDT21,19,52,37,16.0,56440666.0
17464,NUDT22,43,51,14,11.0,64228313.5
17465,NUDT3,33,54,21,6.0,34336174.0
17466,NUDT4,29,67,12,12.0,93393014.5
17467,NUDT4P1,55,27,26,,
17468,NUDT4P2,55,27,26,1.0,146298442.5
17469,NUDT5,29,50,29,10.0,12180737.0
17470,NUDT6,5,46,57,4.0,122905832.5
17471,NUDT7,24,40,44,16.0,77732376.0
17472,NUDT8,38,57,13,11.0,67628937.5
17473,NUDT9,7,47,54,4.0,87441014.0
17474,NUDT9P1,5,53,50,10.0,91152977.0
17475,NUF2,57,46,5,1.0,163311170.0
17476,NUFIP1,7,29,72,13.0,44964360.0
17477,NUFIP2,45,43,20,17.0,29274993.5
17478,NUGGC,12,25,71,8.0,28052950.0
17479,NUMA1,38,56,14,11.0,72041778.5
17480,NUMB,29,45,34,14.0,73366862.0
17481,NUMBL,52,41,15,19.0,40678438.5
17482,NUP107,43,58,7,12.0,68716380.0
17483,NUP133,51,47,10,1.0,229474300.0
17484,NUP153,36,56,16,6.0,17660934.5
17485,NUP155,91,17,0,5.0,37329621.5
17486,NUP160,24,62,22,11.0,47813321.0
17487,NUP188,18,38,52,9.0,128977397.5
17488,NUP205,40,53,15,7.0,135603337.0
17489,NUP210,6,21,81,3.0,13368278.5
17490,NUP210L,58,47,3,1.0,154073900.5
17491,NUP210P1,68,33,7,3.0,126666274.0
17492,NUP214,18,38,52,9.0,131180124.5
17493,NUP35,43,58,7,2.0,183139596.5
17494,NUP37,30,66,12,12.0,102096611.5
17495,NUP43,16,60,32,6.0,149736990.0
17496,NUP50,50,40,18,22.0,45175971.0
17497,NUP50-AS1,50,40,18,,
17498,NUP54,15,45,48,4.0,76131551.5
17499,NUP58,8,35,65,13.0,25325678.0
17500,NUP62,36,46,26,19.0,49918294.0
17501,NUP62CL,8,14,86,,
17502,NUP85,59,45,4,17.0,75220708.5
17503,NUP88,13,29,66,17.0,5390319.5
17504,NUP93,19,52,37,16.0,56790202.0
17505,NUP98,15,53,40,11.0,3734437.5
17506,NUPL2,53,39,16,,
17507,NUPR1,29,60,19,16.0,28535941.0
17508,NUPR2,56,39,13,7.0,56115549.0
17509,NUS1,16,62,30,6.0,117693098.0
17510,NUSAP1,15,60,33,15.0,41350922.0
17511,NUTF2,22,50,36,16.0,67859745.0
17512,NUTM1,18,58,32,15.0,34350526.0
17513,NUTM2A,5,53,50,10.0,87231178.0
17514,NUTM2A-AS1,5,53,50,10.0,87272129.5
17515,NUTM2B,12,49,47,10.0,79708954.0
17516,NUTM2B-AS1,12,49,47,10.0,79743994.0
17517,NUTM2D,5,53,50,10.0,87364181.5
17518,NUTM2F,19,36,53,9.0,94323420.0
17519,NUTM2G,20,34,54,9.0,96934281.5
17520,NVL,51,47,10,1.0,224278761.5
17521,NWD1,27,47,34,19.0,16768969.0
17522,NWD2,7,36,65,4.0,37347103.0
17523,NXF1,29,67,12,11.0,62799212.5
17524,NXF2,6,15,87,,
17525,NXF3,6,15,87,,
17526,NXF4,6,15,87,,
17527,NXF5,6,15,87,,
17528,NXN,19,24,65,17.0,889543.0
17529,NXNL1,27,48,33,19.0,17458189.5
17530,NXNL2,20,34,54,9.0,88559153.5
17531,NXPE1,20,58,30,11.0,114540770.0
17532,NXPE2,20,58,30,11.0,114692798.0
17533,NXPE3,65,33,10,3.0,101803716.5
17534,NXPE4,20,58,30,11.0,114583188.5
17535,NXPH1,57,35,16,7.0,8593285.0
17536,NXPH2,33,68,7,2.0,138724773.5
17537,NXPH3,48,54,6,17.0,49579842.5
17538,NXPH4,40,60,8,12.0,57221621.5
17539,NXT1,54,44,10,20.0,23352781.0
17540,NXT2,8,14,86,,
17541,NYAP1,51,51,6,7.0,100489364.5
17542,NYAP2,17,61,30,2.0,225526864.0
17543,NYNRIN,32,41,35,14.0,24409143.0
17544,NYX,3,16,89,,
17545,OACYLP,21,42,45,18.0,59033036.0
17546,OAF,20,59,29,11.0,120220683.0
17547,OARD1,39,52,17,6.0,41065707.0
17548,OAS1,29,66,13,12.0,112920002.5
17549,OAS2,29,66,13,12.0,112995059.0
17550,OAS3,29,66,13,12.0,112955847.5
17551,OASL,26,67,15,12.0,121029176.5
17552,OAT,12,59,37,10.0,124408139.5
17553,OAZ1,30,45,33,19.0,2271499.5
17554,OAZ2,22,62,24,15.0,64695427.0
17555,OAZ3,60,45,3,1.0,151767116.5
17556,OBFC1,7,57,44,,
17557,OBP2A,17,37,54,9.0,135548054.0
17558,OBP2B,17,38,53,9.0,133207263.5
17559,OBSCN,56,42,10,1.0,228293469.5
17560,OBSL1,20,59,29,2.0,219561293.5
17561,OC90,79,24,5,8.0,132041799.0
17562,OCA2,21,56,31,15.0,27927095.0
17563,OCEL1,26,48,34,19.0,17227716.0
17564,OCIAD1,25,33,50,4.0,48833514.5
17565,OCIAD2,25,33,50,4.0,48895978.0
17566,OCLM,55,44,9,1.0,186401113.0
17567,OCLN,6,23,79,5.0,69525198.0
17568,OCM,56,37,15,7.0,5883095.0
17569,OCM2,52,51,5,7.0,97987926.5
17570,OCRL,8,16,84,,
17571,OCSTAMP,52,45,11,20.0,46545800.0
17572,ODAM,13,46,49,4.0,70200536.0
17573,ODC1,62,43,3,2.0,10444147.5
17574,ODF1,69,35,4,8.0,102556303.5
17575,ODF2,18,38,52,9.0,128478239.0
17576,ODF2L,5,58,45,1.0,86371583.0
17577,ODF3,25,50,33,11.0,198499.5
17578,ODF3B,47,42,19,22.0,50531145.0
17579,ODF3L1,25,62,21,15.0,75725864.5
17580,ODF3L2,31,49,28,19.0,469164.5
17581,ODF4,12,30,66,17.0,8342944.0
17582,OFD1,4,15,89,,
17583,OGDH,50,39,19,7.0,44657819.0
17584,OGDHL,19,49,40,10.0,49748510.0
17585,OGFOD1,19,52,37,16.0,56465312.5
17586,OGFOD2,24,70,14,12.0,122977311.5
17587,OGFOD3,57,39,12,17.0,82403923.5
17588,OGFR,48,45,15,20.0,62809417.5
17589,OGFR-AS1,48,45,15,20.0,62803107.0
17590,OGFRL1,27,62,19,6.0,71298935.0
17591,OGFRP1,48,43,17,22.0,42274618.5
17592,OGG1,7,20,81,3.0,9769081.5
17593,OGN,19,35,54,9.0,92393982.0
17594,OGT,5,19,84,,
17595,OIP5,15,60,33,15.0,41320932.0
17596,OIP5-AS1,15,60,33,15.0,41296863.5
17597,OIT3,11,52,45,10.0,72913310.0
17598,OLA1,45,59,4,2.0,174160523.0
17599,OLAH,27,50,31,10.0,15053039.5
17600,OLFM1,16,39,53,9.0,135098300.5
17601,OLFM2,19,50,39,19.0,9895135.0
17602,OLFM3,5,45,58,1.0,101899802.0
17603,OLFM4,6,31,71,13.0,53040435.0
17604,OLFM5P,15,52,41,11.0,5521698.0
17605,OLFML1,15,54,39,11.0,7498382.5
17606,OLFML2A,20,37,51,9.0,124796009.0
17607,OLFML2B,57,47,4,1.0,162003523.0
17608,OLFML3,5,44,59,1.0,114007481.5
17609,OLIG1,10,60,38,21.0,33071277.0
17610,OLIG2,10,60,38,21.0,33027565.5
17611,OLIG3,19,58,31,6.0,137493296.5
17612,OLMALINC,5,58,45,10.0,100413571.0
17613,OLR1,61,41,6,12.0,10165219.5
17614,OMA1,7,61,40,1.0,58481093.0
17615,OMD,19,35,54,9.0,92419353.0
17616,OMG,46,45,17,17.0,31284776.0
17617,OMP,30,61,17,11.0,77103085.5
17618,ONECUT1,20,58,30,15.0,52773065.5
17619,ONECUT2,22,42,44,18.0,57463336.0
17620,ONECUT3,25,52,31,19.0,1767247.0
17621,OOEP,28,59,21,6.0,73381844.0
17622,OOSP1,32,66,10,11.0,59947956.0
17623,OOSP2,31,66,11,11.0,60044226.5
17624,OPA1,95,12,1,3.0,193645477.5
17625,OPA1-AS1,95,12,1,3.0,193622973.0
17626,OPA3,39,46,23,19.0,45564819.5
17627,OPALIN,6,54,48,10.0,96351293.0
17628,OPCML,19,53,36,11.0,132973748.0
17629,OPHN1,6,17,85,,
17630,OPLAH,70,30,8,8.0,144057615.5
17631,OPN1LW,10,15,83,,
17632,OPN1MW,10,15,83,,
17633,OPN1MW2,10,15,83,,
17634,OPN1MW3,10,15,83,,
17635,OPN1SW,39,52,17,7.0,128774140.5
17636,OPN3,52,48,8,1.0,241633739.0
17637,OPN4,5,52,51,10.0,86660697.5
17638,OPN5,39,53,16,6.0,47807381.0
17639,OPRD1,10,59,39,1.0,28841704.5
17640,OPRK1,60,35,13,8.0,53238706.5
17641,OPRL1,57,39,12,20.0,64090362.5
17642,OPRM1,17,59,32,6.0,154128681.5
17643,OPRPN,15,45,48,4.0,70404063.0
17644,OPTC,53,50,5,1.0,203501551.0
17645,OPTN,29,49,30,10.0,13118878.5
17646,OR10A2,15,54,39,11.0,6868887.0
17647,OR10A3,15,54,39,11.0,7939439.5
17648,OR10A4,15,54,39,11.0,6877122.0
17649,OR10A5,15,54,39,11.0,6846178.5
17650,OR10A6,15,54,39,11.0,7927930.0
17651,OR10A7,38,61,9,12.0,55221500.0
17652,OR10AD1,41,60,7,12.0,48202735.0
17653,OR10AG1,35,52,21,11.0,55967850.0
17654,OR10C1,32,53,23,6.0,29440141.5
17655,OR10G2,36,39,33,14.0,21634388.0
17656,OR10G3,35,42,31,14.0,21574298.0
17657,OR10G4,20,59,29,11.0,124015864.5
17658,OR10G7,20,59,29,11.0,124038669.0
17659,OR10G8,20,59,29,11.0,124028716.0
17660,OR10G9,20,59,29,11.0,124023480.5
17661,OR10H1,24,48,36,,
17662,OR10H2,24,48,36,19.0,15728540.0
17663,OR10H3,24,48,36,19.0,15740164.0
17664,OR10H4,24,48,36,19.0,15947324.5
17665,OR10H5,24,48,36,19.0,15794343.0
17666,OR10J1,58,47,3,1.0,159440461.5
17667,OR10J3,58,47,3,1.0,159314164.5
17668,OR10J5,58,47,3,1.0,159535542.5
17669,OR10K1,58,47,3,1.0,158466215.5
17670,OR10K2,58,46,4,1.0,158422223.5
17671,OR10P1,38,61,9,12.0,55637357.0
17672,OR10Q1,33,68,7,11.0,58228400.0
17673,OR10R2,58,46,4,1.0,158476578.0
17674,OR10S1,20,59,29,11.0,123977221.0
17675,OR10T2,58,46,4,1.0,158398994.0
17676,OR10V1,32,66,10,11.0,59713380.5
17677,OR10V2P,32,66,10,11.0,59749192.5
17678,OR10W1,32,69,7,11.0,58267526.0
17679,OR10X1,58,46,4,1.0,158579409.0
17680,OR10Z1,58,46,4,1.0,158608891.0
17681,OR11A1,33,53,22,6.0,29441287.5
17682,OR11G2,36,42,30,14.0,20195984.5
17683,OR11H1,58,38,12,22.0,15528649.0
17684,OR11H12,37,35,36,14.0,18601587.0
17685,OR11H2,37,35,36,14.0,19713618.0
17686,OR11H4,36,42,30,14.0,20241817.5
17687,OR11H6,36,42,30,14.0,20224206.0
17688,OR11L1,51,48,9,1.0,247841412.0
17689,OR12D2,33,53,22,6.0,29396819.5
17690,OR12D3,33,53,22,6.0,29374357.0
17691,OR13A1,19,51,38,10.0,45308953.0
17692,OR13C2,19,36,53,9.0,104605149.0
17693,OR13C3,19,37,52,9.0,104536302.5
17694,OR13C4,19,37,52,9.0,104526731.0
17695,OR13C5,19,36,53,9.0,104598935.0
17696,OR13C8,19,37,52,9.0,104569649.0
17697,OR13C9,19,36,53,9.0,104617726.0
17698,OR13D1,19,36,53,9.0,104694932.0
17699,OR13F1,19,37,52,9.0,104504742.5
17700,OR13G1,51,48,9,1.0,247675275.5
17701,OR13H1,9,15,84,,
17702,OR13J1,30,22,56,9.0,35869932.0
17703,OR14A16,51,48,9,1.0,247819389.5
17704,OR14C36,51,48,9,1.0,248349244.0
17705,OR14I1,51,48,9,1.0,248681825.0
17706,OR14J1,33,53,22,6.0,29307359.0
17707,OR1A1,14,30,64,17.0,3213217.5
17708,OR1A2,14,30,64,17.0,3197983.5
17709,OR1B1,20,37,51,9.0,122629076.0
17710,OR1C1,51,48,9,1.0,247757701.0
17711,OR1D2,15,29,64,17.0,3096453.0
17712,OR1D4,14,29,65,17.0,3238658.5
17713,OR1D5,15,29,64,17.0,3063138.0
17714,OR1E1,14,29,65,17.0,3397757.0
17715,OR1E2,14,29,65,17.0,3433355.5
17716,OR1F1,18,65,25,16.0,3204717.5
17717,OR1F2P,18,65,25,16.0,3216077.0
17718,OR1G1,14,30,64,17.0,3127082.5
17719,OR1I1,22,49,37,19.0,15087590.5
17720,OR1J1,20,37,51,9.0,122477442.0
17721,OR1J2,20,37,51,9.0,122511272.5
17722,OR1J4,20,37,51,9.0,122519611.5
17723,OR1K1,20,37,51,9.0,122800598.0
17724,OR1L1,20,37,51,9.0,122662107.0
17725,OR1L3,20,37,51,9.0,122675594.5
17726,OR1L4,20,37,51,9.0,122724457.5
17727,OR1L6,20,37,51,9.0,122746543.0
17728,OR1L8,20,37,51,9.0,122575250.5
17729,OR1M1,19,50,39,19.0,9091365.0
17730,OR1N1,20,37,51,9.0,122526827.0
17731,OR1N2,20,37,51,9.0,122553663.0
17732,OR1Q1,20,37,51,9.0,122615210.0
17733,OR1S1,33,68,7,11.0,58214402.0
17734,OR1S2,33,68,7,11.0,58203691.5
17735,OR2A1,38,57,13,7.0,144317566.0
17736,OR2A1-AS1,38,57,13,7.0,144328288.0
17737,OR2A12,38,56,14,7.0,144092615.5
17738,OR2A14,38,56,14,7.0,144127182.0
17739,OR2A2,38,56,14,7.0,144110039.0
17740,OR2A20P,38,57,13,7.0,144253144.5
17741,OR2A25,38,56,14,7.0,144072840.5
17742,OR2A4,21,59,28,6.0,131700522.5
17743,OR2A5,38,56,14,7.0,144053896.5
17744,OR2A7,38,57,13,7.0,144261227.5
17745,OR2A9P,38,57,13,7.0,144297707.0
17746,OR2AE1,53,50,5,7.0,99876522.0
17747,OR2AG1,15,54,39,11.0,6787289.0
17748,OR2AG2,15,54,39,11.0,6768801.0
17749,OR2AK2,51,48,9,1.0,247965809.5
17750,OR2AP1,39,60,9,12.0,55574040.0
17751,OR2AT4,33,58,17,11.0,75089314.5
17752,OR2B11,51,48,9,1.0,247453611.5
17753,OR2B2,32,55,21,6.0,27911790.5
17754,OR2B3,33,53,22,6.0,29086760.5
17755,OR2B6,33,55,20,6.0,27957711.5
17756,OR2C1,18,65,25,16.0,3356597.5
17757,OR2C3,51,48,9,1.0,247530558.5
17758,OR2D2,15,54,39,11.0,6892044.5
17759,OR2D3,15,54,39,11.0,6921508.5
17760,OR2F1,38,56,14,7.0,143976078.0
17761,OR2F2,38,56,14,7.0,143935722.5
17762,OR2G2,51,48,9,1.0,247588836.5
17763,OR2G3,51,48,9,1.0,247606050.5
17764,OR2G6,51,48,9,1.0,248517705.0
17765,OR2H1,32,53,23,6.0,29460754.5
17766,OR2H2,32,53,23,6.0,29587810.5
17767,OR2J2,33,53,22,6.0,29173359.0
17768,OR2J3,33,53,22,6.0,29111414.5
17769,OR2K2,19,36,53,9.0,111328833.0
17770,OR2L13,51,48,9,1.0,248098143.5
17771,OR2L1P,51,48,9,1.0,247986038.0
17772,OR2L2,51,48,9,1.0,248036187.5
17773,OR2L3,51,48,9,1.0,248055121.5
17774,OR2L5,51,48,9,1.0,248018968.0
17775,OR2L8,51,48,9,1.0,247949327.0
17776,OR2M1P,51,48,9,1.0,248122407.0
17777,OR2M2,51,48,9,1.0,248177944.0
17778,OR2M3,51,48,9,1.0,248205095.0
17779,OR2M4,51,48,9,1.0,248238048.0
17780,OR2M5,51,48,9,1.0,248145617.0
17781,OR2M7,51,48,9,1.0,248324099.0
17782,OR2S2,29,22,57,9.0,35957631.0
17783,OR2T1,51,48,9,1.0,248405534.0
17784,OR2T10,51,48,9,1.0,248594093.5
17785,OR2T11,51,48,9,1.0,248629324.0
17786,OR2T12,51,48,9,1.0,248296781.5
17787,OR2T2,51,48,9,1.0,248450618.5
17788,OR2T27,51,48,9,1.0,248652683.0
17789,OR2T29,51,48,9,1.0,248559842.0
17790,OR2T3,51,48,9,1.0,248473829.0
17791,OR2T33,51,48,9,1.0,248273946.5
17792,OR2T34,51,48,9,1.0,248574279.0
17793,OR2T35,51,48,9,1.0,248640817.0
17794,OR2T4,51,48,9,1.0,248362104.0
17795,OR2T5,51,48,9,1.0,248489851.0
17796,OR2T6,51,48,9,1.0,248383778.5
17797,OR2T8,51,48,9,1.0,247921104.0
17798,OR2V1,14,23,71,5.0,181127145.5
17799,OR2V2,14,23,71,5.0,181153435.5
17800,OR2W1,33,53,22,6.0,29044726.5
17801,OR2W3,51,48,9,1.0,247896059.0
17802,OR2W5,51,48,9,1.0,247490254.0
17803,OR2Y1,6,29,73,5.0,180739570.5
17804,OR2Z1,19,49,40,19.0,8726897.0
17805,OR3A1,14,29,65,17.0,3294688.5
17806,OR3A2,14,29,65,17.0,3331629.5
17807,OR3A3,14,29,65,17.0,3417720.0
17808,OR3A4P,14,29,65,17.0,3310716.0
17809,OR4A15,35,52,21,11.0,55368401.0
17810,OR4A16,35,52,21,11.0,55343691.0
17811,OR4A47,27,60,21,11.0,48489248.5
17812,OR4A5,35,52,21,11.0,54707367.0
17813,OR4B1,25,61,22,11.0,48217274.5
17814,OR4C11,35,52,21,11.0,55605002.5
17815,OR4C12,28,59,21,11.0,49982004.0
17816,OR4C13,27,59,22,11.0,49952905.0
17817,OR4C15,35,52,21,11.0,55554863.0
17818,OR4C16,35,52,21,11.0,55572594.0
17819,OR4C3,26,61,21,11.0,48326695.5
17820,OR4C45,29,58,21,11.0,50033334.0
17821,OR4C46,35,52,21,11.0,54603533.5
17822,OR4C6,35,52,21,11.0,55664198.0
17823,OR4D1,51,49,8,17.0,58154002.0
17824,OR4D10,32,67,9,11.0,59476338.0
17825,OR4D11,32,67,9,11.0,59504043.5
17826,OR4D2,51,49,8,17.0,58169196.5
17827,OR4D5,20,59,29,11.0,123940090.0
17828,OR4D6,32,67,9,11.0,59457464.5
17829,OR4D9,32,67,9,11.0,59516035.5
17830,OR4E1,36,39,33,14.0,21670879.0
17831,OR4E2,36,39,33,14.0,21660738.5
17832,OR4F13P,44,49,15,15.0,101846221.5
17833,OR4F15,44,49,15,15.0,101816199.5
17834,OR4F16|chr1,37,36,35,,
17835,OR4F16|chr5,14,23,71,,
17836,OR4F17,57,29,22,19.0,112103.0
17837,OR4F21,23,17,68,8.0,166546.0
17838,OR4F29|chr1,37,36,35,,
17839,OR4F29|chr5,14,23,71,,
17840,OR4F4,44,49,15,15.0,101922577.5
17841,OR4F5,37,36,35,1.0,68502.0
17842,OR4F6,44,49,15,15.0,101805198.0
17843,OR4K1,37,35,36,14.0,19933837.0
17844,OR4K13,37,35,36,14.0,20032718.5
17845,OR4K14,37,35,36,14.0,20016725.0
17846,OR4K15,37,35,36,14.0,19976051.5
17847,OR4K17,35,43,30,14.0,20116469.0
17848,OR4K2,37,35,36,14.0,19879537.0
17849,OR4K5,37,35,36,14.0,19921120.5
17850,OR4L1,35,43,30,14.0,20060514.0
17851,OR4M1,37,35,36,14.0,19778600.0
17852,OR4M2,25,47,36,15.0,22076731.0
17853,OR4N2,37,35,36,14.0,19774634.0
17854,OR4N3P,25,47,36,15.0,22125972.5
17855,OR4N4,25,47,36,15.0,22094997.0
17856,OR4N5,36,42,30,14.0,20142145.5
17857,OR4P4,35,52,21,11.0,55637711.0
17858,OR4Q3,37,35,36,,
17859,OR4S1,26,61,21,11.0,48306687.5
17860,OR4S2,35,52,21,11.0,55650590.5
17861,OR4X1,25,61,22,11.0,48264319.5
17862,OR4X2,25,61,22,11.0,48245568.0
17863,OR51A2,15,52,41,11.0,4955242.5
17864,OR51A4,15,52,41,11.0,4945218.0
17865,OR51A7,15,52,41,11.0,4906622.5
17866,OR51B2,15,52,41,11.0,5323828.0
17867,OR51B4,15,52,41,11.0,5301480.0
17868,OR51B5,15,52,41,11.0,5404548.0
17869,OR51B6,15,52,41,11.0,5351977.0
17870,OR51D1,15,52,41,11.0,4640268.5
17871,OR51E1,15,52,41,11.0,4649454.0
17872,OR51E2,15,52,41,11.0,4689012.5
17873,OR51F1,15,52,41,11.0,4769458.5
17874,OR51F2,15,52,41,11.0,4821888.5
17875,OR51G1,15,52,41,11.0,4923856.5
17876,OR51G2,15,52,41,11.0,4915969.0
17877,OR51I1,15,52,41,11.0,5441042.0
17878,OR51I2,15,52,41,11.0,5452920.5
17879,OR51L1,15,52,41,11.0,5000193.5
17880,OR51M1,15,52,41,11.0,5388537.5
17881,OR51Q1,15,52,41,11.0,5422658.5
17882,OR51S1,15,52,41,11.0,4848363.5
17883,OR51T1,15,52,41,11.0,4882351.0
17884,OR51V1,15,52,41,11.0,5200217.5
17885,OR52A1,15,52,41,11.0,5148988.0
17886,OR52A5,15,52,41,11.0,5133566.0
17887,OR52B2,15,54,39,11.0,6169869.0
17888,OR52B4,15,52,41,11.0,4367824.5
17889,OR52B6,15,52,41,11.0,5581380.5
17890,OR52D1,15,52,41,11.0,5489217.0
17891,OR52E2,15,52,41,11.0,5059138.5
17892,OR52E4,15,53,40,11.0,5883854.0
17893,OR52E6,15,53,40,11.0,5841440.0
17894,OR52E8,15,53,40,11.0,5857204.0
17895,OR52H1,15,52,41,11.0,5546511.0
17896,OR52I1,15,52,41,11.0,4595094.0
17897,OR52I2,15,52,41,11.0,4587541.5
17898,OR52J3,15,52,41,11.0,5046993.5
17899,OR52K1,15,52,41,11.0,4488071.5
17900,OR52K2,15,52,41,11.0,4449828.0
17901,OR52L1,15,52,41,11.0,5986438.5
17902,OR52M1,15,52,41,11.0,4545667.5
17903,OR52N1,15,52,41,11.0,5788868.0
17904,OR52N2,15,53,40,11.0,5820831.0
17905,OR52N4,15,52,41,11.0,5755074.0
17906,OR52N5,15,52,41,11.0,5779760.0
17907,OR52R1,15,52,41,11.0,4803906.5
17908,OR52W1,15,54,39,11.0,6199702.5
17909,OR56A1,15,53,40,11.0,6026837.0
17910,OR56A3,15,53,40,11.0,5945049.0
17911,OR56A4,15,53,40,11.0,6003195.5
17912,OR56A5,15,52,41,11.0,5967835.5
17913,OR56B1,15,52,41,11.0,5737485.5
17914,OR56B4,15,53,40,11.0,6108259.5
17915,OR5A1,32,67,9,11.0,59443924.5
17916,OR5A2,32,67,9,11.0,59421690.5
17917,OR5AC2,67,29,12,3.0,98087637.5
17918,OR5AK2,33,67,8,11.0,56989369.5
17919,OR5AK4P,33,67,8,11.0,57037985.0
17920,OR5AN1,32,67,9,11.0,59365304.5
17921,OR5AP2,32,67,9,11.0,56641968.5
17922,OR5AR1,32,67,9,11.0,56664174.5
17923,OR5AS1,35,52,21,11.0,56032922.5
17924,OR5AU1,35,41,32,14.0,21153715.0
17925,OR5B12,32,69,7,11.0,58440917.5
17926,OR5B17,32,69,7,11.0,58358596.5
17927,OR5B2,32,69,7,11.0,58424692.5
17928,OR5B21,32,69,7,11.0,58507640.0
17929,OR5B3,32,69,7,11.0,58404669.0
17930,OR5C1,20,37,51,9.0,122789414.0
17931,OR5D13,35,52,21,11.0,55773910.0
17932,OR5D14,35,52,21,11.0,55796028.0
17933,OR5D16,35,52,21,11.0,55839245.0
17934,OR5D18,35,52,21,11.0,55820102.0
17935,OR5E1P,15,54,39,11.0,7849163.0
17936,OR5F1,35,52,21,11.0,55994153.0
17937,OR5H1,67,29,12,3.0,98134634.5
17938,OR5H14,67,29,12,3.0,98152046.5
17939,OR5H15,67,29,12,3.0,98168235.0
17940,OR5H2,67,29,12,3.0,98283360.0
17941,OR5H6,67,29,12,3.0,98264304.0
17942,OR5I1,35,52,21,11.0,55935928.0
17943,OR5J2,35,52,21,11.0,56177087.0
17944,OR5K1,67,29,12,3.0,98468062.5
17945,OR5K2,67,29,12,3.0,98498133.5
17946,OR5K3,67,29,12,3.0,98391148.5
17947,OR5K4,67,29,12,3.0,98354336.5
17948,OR5L1,35,52,21,11.0,55811921.5
17949,OR5L2,35,52,21,11.0,55827686.5
17950,OR5M1,32,67,9,11.0,56612055.0
17951,OR5M10,32,67,9,11.0,56577261.5
17952,OR5M11,32,67,9,11.0,56542771.5
17953,OR5M3,32,68,8,11.0,56471313.0
17954,OR5M8,32,68,8,11.0,56490872.0
17955,OR5M9,32,68,8,11.0,56462935.0
17956,OR5P2,15,54,39,11.0,7796439.0
17957,OR5P3,15,54,39,11.0,7827829.0
17958,OR5R1,32,68,8,11.0,56417745.0
17959,OR5T1,31,67,10,11.0,56275486.5
17960,OR5T2,35,52,21,11.0,56232768.5
17961,OR5T3,31,67,10,11.0,56252711.0
17962,OR5V1,33,53,22,6.0,29392858.0
17963,OR5W2,35,52,21,11.0,55914116.0
17964,OR6A2,15,54,39,11.0,6795712.5
17965,OR6B1,38,56,14,7.0,144004556.5
17966,OR6B2,20,61,27,2.0,240029710.5
17967,OR6B3,20,61,27,2.0,240046052.0
17968,OR6C1,38,61,9,12.0,55318353.5
17969,OR6C2,38,61,9,12.0,55448708.0
17970,OR6C3,38,61,9,12.0,55331365.0
17971,OR6C4,39,60,9,12.0,55552717.0
17972,OR6C6,38,61,9,12.0,55295278.5
17973,OR6C65,38,61,9,12.0,55400967.5
17974,OR6C68,39,60,9,12.0,55492847.0
17975,OR6C70,38,61,9,12.0,55469669.0
17976,OR6C74,38,61,9,12.0,55247750.0
17977,OR6C75,38,61,9,12.0,55366127.0
17978,OR6C76,38,61,9,12.0,55426723.0
17979,OR6F1,51,48,9,1.0,247714041.0
17980,OR6K2,58,46,4,1.0,158700165.0
17981,OR6K3,58,46,4,1.0,158718523.5
17982,OR6K6,58,47,3,1.0,158755305.5
17983,OR6M1,20,59,29,11.0,123805861.0
17984,OR6N1,58,47,3,1.0,158760004.5
17985,OR6N2,58,47,3,1.0,158777713.0
17986,OR6P1,58,46,4,1.0,158565593.0
17987,OR6Q1,33,68,7,11.0,58031430.5
17988,OR6S1,37,42,29,14.0,20641193.5
17989,OR6T1,20,59,29,11.0,123943329.0
17990,OR6V1,38,56,14,7.0,143052833.5
17991,OR6W1P,38,56,14,7.0,143062957.5
17992,OR6X1,20,59,29,11.0,123754016.5
17993,OR6Y1,58,46,4,1.0,158549477.5
17994,OR7A10,23,49,36,19.0,14844694.0
17995,OR7A17,23,49,36,19.0,14882167.5
17996,OR7A5,23,49,36,19.0,14829768.0
17997,OR7C1,22,50,36,19.0,14812318.0
17998,OR7C2,23,49,36,19.0,14941968.5
17999,OR7D2,19,51,38,19.0,9183898.5
18000,OR7D4,19,51,38,19.0,9214932.5
18001,OR7E12P,15,53,40,11.0,3391266.0
18002,OR7E14P,23,52,33,11.0,17033511.0
18003,OR7E156P,8,32,68,13.0,63740157.5
18004,OR7E24,19,51,38,19.0,9249984.5
18005,OR7E2P,25,61,22,11.0,86857503.0
18006,OR7E37P,8,28,72,13.0,41443218.0
18007,OR7E47P,38,61,9,12.0,52096502.5
18008,OR7E5P,35,52,21,11.0,55979750.5
18009,OR7E91P,65,40,3,2.0,71027010.0
18010,OR7G1,19,50,39,19.0,9115295.5
18011,OR7G2,19,50,39,19.0,9103941.0
