Database_ID	start_bp	end_bp	cnv_type	num_patients_with_cnv	cancer_type_total_patients	cancer
ENSG00000132297	132061480	132111159	loss	3	99	gbm
ENSG00000184156	132120859	132481095	gain	3	99	gbm
ENSG00000184156	132120859	132481095	loss	3	99	gbm
ENSG00000129295	132570416	132675592	gain	3	99	gbm
ENSG00000129295	132570416	132675592	loss	3	99	gbm
ENSG00000165071	132685007	132760712	gain	3	99	gbm
ENSG00000165071	132685007	132760712	loss	3	99	gbm
ENSG00000129292	132775358	132848807	gain	3	99	gbm
ENSG00000129292	132775358	132848807	loss	4	99	gbm
ENSG00000042832	132866958	133134903	gain	3	99	gbm
ENSG00000042832	132866958	133134903	loss	3	99	gbm
ENSG00000155926	133036728	133102912	gain	3	99	gbm
ENSG00000155926	133036728	133102912	loss	3	99	gbm
ENSG00000104415	133191039	133231690	gain	3	99	gbm
ENSG00000104415	133191039	133231690	loss	3	99	gbm
ENSG00000104419	133237175	133302022	gain	3	99	gbm
ENSG00000104419	133237175	133302022	loss	3	99	gbm
ENSG00000008513	133454848	133571940	gain	3	99	gbm
ENSG00000008513	133454848	133571940	loss	3	99	gbm
ENSG00000066827	134477788	134713049	gain	3	99	gbm
ENSG00000066827	134477788	134713049	loss	4	99	gbm
ENSG00000131773	135457456	135656722	gain	3	99	gbm
ENSG00000131773	135457456	135656722	loss	4	99	gbm
ENSG00000147724	138130023	138497261	gain	3	99	gbm
ENSG00000147724	138130023	138497261	loss	4	99	gbm
ENSG00000169436	138588235	138914041	gain	3	99	gbm
ENSG00000169436	138588235	138914041	loss	4	99	gbm
ENSG00000169427	139600838	139704109	gain	3	99	gbm
ENSG00000169427	139600838	139704109	loss	4	99	gbm
ENSG00000167632	139727725	140458579	gain	3	99	gbm
ENSG00000167632	139727725	140458579	loss	4	99	gbm
ENSG00000104472	140511311	140517154	gain	4	99	gbm
ENSG00000104472	140511311	140517154	loss	4	99	gbm
ENSG00000123908	140520156	140635633	gain	4	99	gbm
ENSG00000123908	140520156	140635633	loss	4	99	gbm
ENSG00000169398	140657900	141002216	gain	4	99	gbm
ENSG00000169398	140657900	141002216	loss	4	99	gbm
ENSG00000281855	140880336	140883127	gain	4	99	gbm
ENSG00000281855	140880336	140883127	loss	4	99	gbm
ENSG00000105339	141117278	141195808	gain	4	99	gbm
ENSG00000105339	141117278	141195808	loss	4	99	gbm
ENSG00000022567	141207166	141308305	gain	3	99	gbm
ENSG00000022567	141207166	141308305	loss	4	99	gbm
ENSG00000204882	141356470	141367286	gain	3	99	gbm
ENSG00000204882	141356470	141367286	loss	4	99	gbm
ENSG00000184489	141391995	141432454	gain	3	99	gbm
ENSG00000184489	141391995	141432454	loss	4	99	gbm
ENSG00000171045	142212080	142403182	gain	3	99	gbm
ENSG00000171045	142212080	142403182	loss	4	99	gbm
ENSG00000181790	142449430	142545009	gain	3	99	gbm
ENSG00000181790	142449430	142545009	loss	4	99	gbm
ENSG00000198576	142611049	142614479	gain	3	99	gbm
ENSG00000198576	142611049	142614479	loss	4	99	gbm
ENSG00000234616	142657460	142681968	gain	3	99	gbm
ENSG00000234616	142657460	142681968	loss	4	99	gbm
ENSG00000167653	142670308	142682725	gain	3	99	gbm
ENSG00000167653	142670308	142682725	loss	4	99	gbm
ENSG00000160886	142700111	142705127	gain	3	99	gbm
ENSG00000160886	142700111	142705127	loss	4	99	gbm
ENSG00000130193	142727223	142736927	gain	3	99	gbm
ENSG00000130193	142727223	142736927	loss	4	99	gbm
ENSG00000126233	142740949	142742406	gain	3	99	gbm
ENSG00000126233	142740949	142742406	loss	4	99	gbm
ENSG00000197353	142750150	142752532	gain	3	99	gbm
ENSG00000197353	142750150	142752532	loss	4	99	gbm
ENSG00000180155	142771197	142777810	gain	3	99	gbm
ENSG00000180155	142771197	142777810	loss	4	99	gbm
ENSG00000167656	142784882	142786539	gain	3	99	gbm
ENSG00000167656	142784882	142786539	loss	4	99	gbm
ENSG00000104499	142834247	142916506	gain	3	99	gbm
ENSG00000104499	142834247	142916506	loss	4	99	gbm
ENSG00000160882	142872356	142879846	gain	3	99	gbm
ENSG00000160882	142872356	142879846	loss	4	99	gbm
ENSG00000179142	142910559	142917843	gain	3	99	gbm
ENSG00000179142	142910559	142917843	loss	4	99	gbm
ENSG00000160932	143017982	143023832	gain	3	99	gbm
ENSG00000160932	143017982	143023832	loss	4	99	gbm
ENSG00000261667	143080630	143083486	gain	3	99	gbm
ENSG00000261667	143080630	143083486	loss	3	99	gbm
ENSG00000176956	143157914	143160711	gain	3	99	gbm
ENSG00000176956	143157914	143160711	loss	3	99	gbm
ENSG00000277494	143213218	143217170	gain	3	99	gbm
ENSG00000277494	143213218	143217170	loss	3	99	gbm
ENSG00000181638	143246821	143262705	gain	3	99	gbm
ENSG00000181638	143246821	143262705	loss	3	99	gbm
ENSG00000264668	143247110	143276403	gain	3	99	gbm
ENSG00000264668	143247110	143276403	loss	3	99	gbm
ENSG00000250571	143267433	143276931	gain	3	99	gbm
ENSG00000250571	143267433	143276931	loss	3	99	gbm
ENSG00000185730	143289676	143299952	gain	3	99	gbm
ENSG00000185730	143289676	143299952	loss	3	99	gbm
ENSG00000184428	143304384	143359979	gain	3	99	gbm
ENSG00000184428	143304384	143359979	loss	3	99	gbm
ENSG00000158106	143368876	143384221	gain	3	99	gbm
ENSG00000158106	143368876	143384221	loss	3	99	gbm
ENSG00000182759	143419182	143430732	gain	3	99	gbm
ENSG00000182759	143419182	143430732	loss	3	99	gbm
ENSG00000014164	143437659	143541447	gain	3	99	gbm
ENSG00000014164	143437659	143541447	loss	3	99	gbm
ENSG00000104518	143553207	143563062	gain	3	99	gbm
ENSG00000104518	143553207	143563062	loss	3	99	gbm
ENSG00000204839	143566192	143572772	gain	3	99	gbm
ENSG00000204839	143566192	143572772	loss	3	99	gbm
ENSG00000147813	143574785	143578649	gain	3	99	gbm
ENSG00000147813	143574785	143578649	loss	3	99	gbm
ENSG00000104529	143579697	143599541	gain	3	99	gbm
ENSG00000104529	143579697	143599541	loss	3	99	gbm
ENSG00000179886	143597831	143603224	gain	3	99	gbm
ENSG00000179886	143597831	143603224	loss	3	99	gbm
ENSG00000104524	143603210	143609773	gain	3	99	gbm
ENSG00000104524	143603210	143609773	loss	3	99	gbm
ENSG00000104522	143612618	143618048	gain	3	99	gbm
ENSG00000104522	143612618	143618048	loss	3	99	gbm
ENSG00000183309	143636019	143656418	gain	3	99	gbm
ENSG00000183309	143636019	143656418	loss	3	99	gbm
ENSG00000181135	143684452	143713898	gain	3	99	gbm
ENSG00000181135	143684452	143713898	loss	3	99	gbm
ENSG00000255181	143706694	143708109	gain	3	99	gbm
ENSG00000255181	143706694	143708109	loss	3	99	gbm
ENSG00000181085	143716340	143722458	gain	3	99	gbm
ENSG00000181085	143716340	143722458	loss	3	99	gbm
ENSG00000180921	143723933	143738234	gain	3	99	gbm
ENSG00000180921	143723933	143738234	loss	3	99	gbm
ENSG00000180900	143790920	143815773	gain	3	99	gbm
ENSG00000180900	143790920	143815773	loss	4	99	gbm
ENSG00000179950	143816344	143829352	gain	3	99	gbm
ENSG00000179950	143816344	143829352	loss	4	99	gbm
ENSG00000185189	143833583	143840973	gain	3	99	gbm
ENSG00000185189	143833583	143840973	loss	4	99	gbm
ENSG00000261150	143857324	143878467	gain	3	99	gbm
ENSG00000261150	143857324	143878467	loss	4	99	gbm
ENSG00000178209	143915153	143976734	gain	3	99	gbm
ENSG00000178209	143915153	143976734	loss	4	99	gbm
ENSG00000178685	143977153	144012772	gain	3	99	gbm
ENSG00000178685	143977153	144012772	loss	4	99	gbm
ENSG00000178719	143990056	143993415	gain	3	99	gbm
ENSG00000178719	143990056	143993415	loss	4	99	gbm
ENSG00000186583	144012280	144047114	gain	3	99	gbm
ENSG00000186583	144012280	144047114	loss	4	99	gbm
ENSG00000178814	144051266	144063965	gain	3	99	gbm
ENSG00000178814	144051266	144063965	loss	4	99	gbm
ENSG00000178896	144078648	144080648	gain	3	99	gbm
ENSG00000178896	144078648	144080648	loss	4	99	gbm
ENSG00000197858	144082590	144086216	gain	3	99	gbm
ENSG00000197858	144082590	144086216	loss	4	99	gbm
ENSG00000179091	144095039	144097525	gain	3	99	gbm
ENSG00000179091	144095039	144097525	loss	4	99	gbm
ENSG00000179526	144098633	144108124	gain	3	99	gbm
ENSG00000179526	144098633	144108124	loss	4	99	gbm
ENSG00000179632	144104461	144107611	gain	3	99	gbm
ENSG00000179632	144104461	144107611	loss	4	99	gbm
ENSG00000179698	144107726	144118328	gain	3	99	gbm
ENSG00000179698	144107726	144118328	loss	4	99	gbm
ENSG00000235173	144137774	144140851	gain	3	99	gbm
ENSG00000235173	144137774	144140851	loss	4	99	gbm
ENSG00000179832	144148016	144261927	gain	3	99	gbm
ENSG00000179832	144148016	144261927	loss	4	99	gbm
ENSG00000261236	144262045	144291438	gain	3	99	gbm
ENSG00000261236	144262045	144291438	loss	4	99	gbm
ENSG00000260428	144266453	144268481	gain	3	99	gbm
ENSG00000260428	144266453	144268481	loss	4	99	gbm
ENSG00000185122	144291591	144314720	gain	3	99	gbm
ENSG00000185122	144291591	144314720	loss	4	99	gbm
ENSG00000185000	144314584	144326910	gain	3	99	gbm
ENSG00000185000	144314584	144326910	loss	4	99	gbm
ENSG00000261678	144330565	144336482	gain	3	99	gbm
ENSG00000261678	144330565	144336482	loss	4	99	gbm
ENSG00000185803	144333957	144361286	gain	3	99	gbm
ENSG00000185803	144333957	144361286	loss	4	99	gbm
ENSG00000261587	144352219	144354954	gain	3	99	gbm
ENSG00000261587	144352219	144354954	loss	4	99	gbm
ENSG00000271698	144353228	144355609	gain	3	99	gbm
ENSG00000271698	144353228	144355609	loss	4	99	gbm
ENSG00000182325	144355431	144359376	gain	3	99	gbm
ENSG00000182325	144355431	144359376	loss	4	99	gbm
ENSG00000173137	144373101	144393242	gain	3	99	gbm
ENSG00000173137	144373101	144393242	loss	4	99	gbm
ENSG00000071894	144393229	144409335	gain	3	99	gbm
ENSG00000071894	144393229	144409335	loss	4	99	gbm
ENSG00000147804	144409742	144416844	gain	3	99	gbm
ENSG00000147804	144409742	144416844	loss	4	99	gbm
ENSG00000160948	144423601	144428563	gain	3	99	gbm
ENSG00000160948	144423601	144428563	loss	4	99	gbm
ENSG00000160949	144428775	144444440	gain	3	99	gbm
ENSG00000160949	144428775	144444440	loss	4	99	gbm
ENSG00000187954	144449582	144465667	gain	3	99	gbm
ENSG00000187954	144449582	144465667	loss	5	99	gbm
ENSG00000167702	144466043	144474202	gain	3	99	gbm
ENSG00000167702	144466043	144474202	loss	5	99	gbm
ENSG00000160973	144473412	144475849	gain	3	99	gbm
ENSG00000160973	144473412	144475849	loss	5	99	gbm
ENSG00000160972	144477969	144502121	gain	3	99	gbm
ENSG00000160972	144477969	144502121	loss	5	99	gbm
ENSG00000167701	144502973	144507174	gain	3	99	gbm
ENSG00000167701	144502973	144507174	loss	5	99	gbm
ENSG00000167700	144509070	144511213	gain	3	99	gbm
ENSG00000167700	144509070	144511213	loss	5	99	gbm
ENSG00000160957	144511288	144517845	gain	3	99	gbm
ENSG00000160957	144511288	144517845	loss	5	99	gbm
ENSG00000160959	144517992	144525172	gain	3	99	gbm
ENSG00000160959	144517992	144525172	loss	5	99	gbm
ENSG00000254402	144522388	144527033	gain	3	99	gbm
ENSG00000254402	144522388	144527033	loss	5	99	gbm
ENSG00000213563	144525733	144529132	gain	3	99	gbm
ENSG00000213563	144525733	144529132	loss	5	99	gbm
ENSG00000147799	144529179	144685846	gain	3	99	gbm
ENSG00000147799	144529179	144685846	loss	5	99	gbm
ENSG00000198169	144720907	144756417	gain	3	99	gbm
ENSG00000198169	144720907	144756417	loss	5	99	gbm
ENSG00000196378	144772224	144787345	gain	3	99	gbm
ENSG00000196378	144772224	144787345	loss	5	99	gbm
ENSG00000161016	144789765	144792587	gain	3	99	gbm
ENSG00000161016	144789765	144792587	loss	5	99	gbm
ENSG00000197363	144798876	144811169	gain	3	99	gbm
ENSG00000197363	144798876	144811169	loss	4	99	gbm
ENSG00000147789	144827518	144847509	gain	3	99	gbm
ENSG00000147789	144827518	144847509	loss	5	99	gbm
ENSG00000170619	144841042	144853736	gain	3	99	gbm
ENSG00000170619	144841042	144853736	loss	5	99	gbm
ENSG00000196150	144876497	144902168	gain	3	99	gbm
ENSG00000196150	144876497	144902168	loss	5	99	gbm
ENSG00000170631	144930358	144950888	gain	3	99	gbm
ENSG00000170631	144930358	144950888	loss	5	99	gbm
ENSG00000182307	145052465	145066685	gain	3	99	gbm
ENSG00000182307	145052465	145066685	loss	5	99	gbm
ENSG00000147364	406428	477967	gain	6	110	hnscc
ENSG00000147364	406428	477967	loss	34	110	hnscc
ENSG00000180190	489803	545781	gain	6	110	hnscc
ENSG00000180190	489803	545781	loss	34	110	hnscc
ENSG00000104714	614746	738106	gain	6	110	hnscc
ENSG00000104714	614746	738106	loss	34	110	hnscc
ENSG00000198010	737628	1708476	gain	5	110	hnscc
ENSG00000198010	737628	1708476	loss	35	110	hnscc
ENSG00000182372	1755778	1801711	gain	5	110	hnscc
ENSG00000182372	1755778	1801711	loss	35	110	hnscc
ENSG00000104728	1823926	1958641	gain	5	110	hnscc
ENSG00000104728	1823926	1958641	loss	35	110	hnscc
ENSG00000176595	1973677	2006936	gain	5	110	hnscc
ENSG00000176595	1973677	2006936	loss	35	110	hnscc
ENSG00000036448	2045046	2165552	gain	5	110	hnscc
ENSG00000036448	2045046	2165552	loss	35	110	hnscc
ENSG00000183117	2935353	4994972	gain	4	110	hnscc
ENSG00000183117	2935353	4994972	loss	35	110	hnscc
ENSG00000147316	6406592	6648508	gain	4	110	hnscc
ENSG00000147316	6406592	6648508	loss	34	110	hnscc
ENSG00000091879	6499632	6563409	gain	4	110	hnscc
ENSG00000091879	6499632	6563409	loss	34	110	hnscc
ENSG00000155189	6708642	6761503	gain	4	110	hnscc
ENSG00000155189	6708642	6761503	loss	34	110	hnscc
ENSG00000275591	6808517	6835524	gain	4	110	hnscc
ENSG00000275591	6808517	6835524	loss	34	110	hnscc
ENSG00000164825	6870592	6877936	gain	4	110	hnscc
ENSG00000164825	6870592	6877936	loss	34	110	hnscc
ENSG00000164822	6924697	6926076	gain	4	110	hnscc
ENSG00000164822	6924697	6926076	loss	34	110	hnscc
ENSG00000164821	6935820	6938306	gain	4	110	hnscc
ENSG00000164821	6935820	6938306	loss	34	110	hnscc
ENSG00000206047	6977649	6980092	gain	4	110	hnscc
ENSG00000206047	6977649	6980092	loss	34	110	hnscc
ENSG00000240247	6996766	6999198	gain	4	110	hnscc
ENSG00000240247	6996766	6999198	loss	34	110	hnscc
ENSG00000239839	7015869	7018297	gain	4	110	hnscc
ENSG00000239839	7015869	7018297	loss	34	110	hnscc
ENSG00000164816	7055304	7056739	gain	4	110	hnscc
ENSG00000164816	7055304	7056739	loss	34	110	hnscc
ENSG00000230549	7332387	7333979	gain	4	110	hnscc
ENSG00000230549	7332387	7333979	loss	34	110	hnscc
ENSG00000236125	7337115	7338707	gain	4	110	hnscc
ENSG00000236125	7337115	7338707	loss	34	110	hnscc
ENSG00000215372	7355517	7385558	gain	4	110	hnscc
ENSG00000215372	7355517	7385558	loss	32	110	hnscc
ENSG00000177257	7414855	7416863	gain	4	110	hnscc
ENSG00000177257	7414855	7416863	loss	32	110	hnscc
ENSG00000177243	7428888	7430348	gain	4	110	hnscc
ENSG00000177243	7428888	7430348	loss	32	110	hnscc
ENSG00000164871	7442684	7463674	gain	4	110	hnscc
ENSG00000164871	7442684	7463674	loss	31	110	hnscc
ENSG00000177023	7470308	7475082	gain	4	110	hnscc
ENSG00000177023	7470308	7475082	loss	31	110	hnscc
ENSG00000187082	7482504	7486400	gain	4	110	hnscc
ENSG00000187082	7482504	7486400	loss	31	110	hnscc
ENSG00000186599	7487679	7489593	gain	4	110	hnscc
ENSG00000186599	7487679	7489593	loss	31	110	hnscc
ENSG00000198129	7495911	7509311	gain	4	110	hnscc
ENSG00000198129	7495911	7509311	loss	31	110	hnscc
ENSG00000255251	7539627	7542450	gain	4	110	hnscc
ENSG00000255251	7539627	7542450	loss	31	110	hnscc
ENSG00000255378	7778591	7781413	gain	4	110	hnscc
ENSG00000255378	7778591	7781413	loss	31	110	hnscc
ENSG00000186572	7811720	7815716	gain	4	110	hnscc
ENSG00000186572	7811720	7815716	loss	31	110	hnscc
ENSG00000186562	7821004	7823880	gain	4	110	hnscc
ENSG00000186562	7821004	7823880	loss	31	110	hnscc
ENSG00000186579	7825139	7829053	gain	4	110	hnscc
ENSG00000186579	7825139	7829053	loss	31	110	hnscc
ENSG00000176782	7836436	7841242	gain	4	110	hnscc
ENSG00000176782	7836436	7841242	loss	31	110	hnscc
ENSG00000178287	7847876	7868867	gain	4	110	hnscc
ENSG00000178287	7847876	7868867	loss	31	110	hnscc
ENSG00000176797	7881392	7882663	gain	5	110	hnscc
ENSG00000176797	7881392	7882663	loss	33	110	hnscc
ENSG00000171711	7894677	7896716	gain	4	110	hnscc
ENSG00000171711	7894677	7896716	loss	33	110	hnscc
ENSG00000215356	7926337	7952413	gain	4	110	hnscc
ENSG00000215356	7926337	7952413	loss	33	110	hnscc
ENSG00000237038	7971661	7973253	gain	4	110	hnscc
ENSG00000237038	7971661	7973253	loss	33	110	hnscc
ENSG00000225327	7976393	7977985	gain	4	110	hnscc
ENSG00000225327	7976393	7977985	loss	33	110	hnscc
ENSG00000275342	8317736	8386439	gain	4	110	hnscc
ENSG00000275342	8317736	8386439	loss	34	110	hnscc
ENSG00000253958	8701937	8704096	gain	4	110	hnscc
ENSG00000253958	8701937	8704096	loss	34	110	hnscc
ENSG00000147324	8783354	8893630	gain	4	110	hnscc
ENSG00000147324	8783354	8893630	loss	34	110	hnscc
ENSG00000104626	9002147	9116746	gain	4	110	hnscc
ENSG00000104626	9002147	9116746	loss	34	110	hnscc
ENSG00000173281	9136255	9151574	gain	4	110	hnscc
ENSG00000173281	9136255	9151574	loss	34	110	hnscc
ENSG00000173273	9555912	9782346	gain	4	110	hnscc
ENSG00000173273	9555912	9782346	loss	34	110	hnscc
ENSG00000175806	10054292	10428891	gain	4	110	hnscc
ENSG00000175806	10054292	10428891	loss	34	110	hnscc
ENSG00000184647	10525532	10554166	gain	4	110	hnscc
ENSG00000184647	10525532	10554166	loss	34	110	hnscc
ENSG00000183638	10606349	10712187	gain	4	110	hnscc
ENSG00000183638	10606349	10712187	loss	34	110	hnscc
ENSG00000171060	10672628	10700590	gain	4	110	hnscc
ENSG00000171060	10672628	10700590	loss	34	110	hnscc
ENSG00000171056	10723768	10730511	gain	4	110	hnscc
ENSG00000171056	10723768	10730511	loss	34	110	hnscc
ENSG00000258724	10725399	10839847	gain	4	110	hnscc
ENSG00000258724	10725399	10839847	loss	34	110	hnscc
ENSG00000254093	10764961	10839884	gain	4	110	hnscc
ENSG00000254093	10764961	10839884	loss	34	110	hnscc
ENSG00000171044	10896045	11201833	gain	4	110	hnscc
ENSG00000171044	10896045	11201833	loss	34	110	hnscc
ENSG00000280273	11283481	11285068	gain	4	110	hnscc
ENSG00000280273	11283481	11285068	loss	34	110	hnscc
ENSG00000104643	11284816	11328146	gain	4	110	hnscc
ENSG00000104643	11284816	11328146	loss	34	110	hnscc
ENSG00000177710	11331012	11332360	gain	4	110	hnscc
ENSG00000177710	11331012	11332360	loss	34	110	hnscc
ENSG00000154319	11421476	11475908	gain	4	110	hnscc
ENSG00000154319	11421476	11475908	loss	34	110	hnscc
ENSG00000136573	11486894	11564599	gain	4	110	hnscc
ENSG00000136573	11486894	11564599	loss	34	110	hnscc
ENSG00000136574	11676959	11760002	gain	4	110	hnscc
ENSG00000136574	11676959	11760002	loss	34	110	hnscc
ENSG00000154328	11769639	11787345	gain	4	110	hnscc
ENSG00000154328	11769639	11787345	loss	34	110	hnscc
ENSG00000079459	11795573	11839304	gain	4	110	hnscc
ENSG00000079459	11795573	11839304	loss	34	110	hnscc
ENSG00000164733	11842524	11869533	gain	4	110	hnscc
ENSG00000164733	11842524	11869533	loss	33	110	hnscc
ENSG00000205884	11973937	11974599	gain	4	110	hnscc
ENSG00000205884	11973937	11974599	loss	33	110	hnscc
ENSG00000205883	11982256	11984590	gain	4	110	hnscc
ENSG00000205883	11982256	11984590	loss	33	110	hnscc
ENSG00000205882	11993174	12000752	gain	4	110	hnscc
ENSG00000205882	11993174	12000752	loss	33	110	hnscc
ENSG00000233050	12064389	12071747	gain	4	110	hnscc
ENSG00000233050	12064389	12071747	loss	33	110	hnscc
ENSG00000215343	12089338	12115516	gain	4	110	hnscc
ENSG00000215343	12089338	12115516	loss	33	110	hnscc
ENSG00000226430	12132417	12134099	gain	4	110	hnscc
ENSG00000226430	12132417	12134099	loss	34	110	hnscc
ENSG00000223443	12136435	12138849	gain	4	110	hnscc
ENSG00000223443	12136435	12138849	loss	34	110	hnscc
ENSG00000186523	12182096	12194133	gain	4	110	hnscc
ENSG00000186523	12182096	12194133	loss	34	110	hnscc
ENSG00000232948	12310962	12318316	gain	4	110	hnscc
ENSG00000232948	12310962	12318316	loss	33	110	hnscc
ENSG00000145002	12424411	12436406	gain	4	110	hnscc
ENSG00000145002	12424411	12436406	loss	34	110	hnscc
ENSG00000154359	12721906	12756073	gain	4	110	hnscc
ENSG00000154359	12721906	12756073	loss	34	110	hnscc
ENSG00000250305	12945642	13031503	gain	4	110	hnscc
ENSG00000250305	12945642	13031503	loss	33	110	hnscc
ENSG00000164741	13083361	13604610	gain	5	110	hnscc
ENSG00000164741	13083361	13604610	loss	32	110	hnscc
ENSG00000164743	13566869	13568288	gain	5	110	hnscc
ENSG00000164743	13566869	13568288	loss	32	110	hnscc
ENSG00000185053	14084845	15238431	gain	5	110	hnscc
ENSG00000185053	14084845	15238431	loss	32	110	hnscc
ENSG00000104723	15417215	15766649	gain	5	110	hnscc
ENSG00000104723	15417215	15766649	loss	32	110	hnscc
ENSG00000038945	16107878	16567490	gain	5	110	hnscc
ENSG00000038945	16107878	16567490	loss	31	110	hnscc
ENSG00000078579	16992181	17002345	gain	5	110	hnscc
ENSG00000078579	16992181	17002345	loss	31	110	hnscc
ENSG00000155970	17027238	17122642	gain	5	110	hnscc
ENSG00000155970	17027238	17122642	loss	31	110	hnscc
ENSG00000104219	17156482	17224799	gain	5	110	hnscc
ENSG00000104219	17156482	17224799	loss	31	110	hnscc
ENSG00000198791	17224966	17246878	gain	5	110	hnscc
ENSG00000198791	17224966	17246878	loss	31	110	hnscc
ENSG00000155975	17246931	17302427	gain	5	110	hnscc
ENSG00000155975	17246931	17302427	loss	31	110	hnscc
ENSG00000003987	17296794	17413528	gain	5	110	hnscc
ENSG00000003987	17296794	17413528	loss	31	110	hnscc
ENSG00000003989	17497088	17570573	gain	5	110	hnscc
ENSG00000003989	17497088	17570573	loss	31	110	hnscc
ENSG00000104213	17576433	17644071	gain	5	110	hnscc
ENSG00000104213	17576433	17644071	loss	31	110	hnscc
ENSG00000129422	17643795	17801094	gain	5	110	hnscc
ENSG00000129422	17643795	17801094	loss	31	110	hnscc
ENSG00000104760	17864380	17910365	gain	5	110	hnscc
ENSG00000104760	17864380	17910365	loss	31	110	hnscc
ENSG00000078674	17922968	18029948	gain	5	110	hnscc
ENSG00000078674	17922968	18029948	loss	31	110	hnscc
ENSG00000104763	18055992	18084998	gain	5	110	hnscc
ENSG00000104763	18055992	18084998	loss	31	110	hnscc
ENSG00000171428	18170477	18223689	gain	5	110	hnscc
ENSG00000171428	18170477	18223689	loss	31	110	hnscc
ENSG00000156006	18391282	18401218	gain	5	110	hnscc
ENSG00000156006	18391282	18401218	loss	30	110	hnscc
ENSG00000156011	18527303	19084730	gain	5	110	hnscc
ENSG00000156011	18527303	19084730	loss	30	110	hnscc
ENSG00000104611	19313693	19396218	gain	5	110	hnscc
ENSG00000104611	19313693	19396218	loss	30	110	hnscc
ENSG00000147408	19404161	19758029	gain	5	110	hnscc
ENSG00000147408	19404161	19758029	loss	30	110	hnscc
ENSG00000104613	19817391	19852083	gain	5	110	hnscc
ENSG00000104613	19817391	19852083	loss	30	110	hnscc
ENSG00000175445	19901717	19967259	gain	5	110	hnscc
ENSG00000175445	19901717	19967259	loss	30	110	hnscc
ENSG00000036565	20144855	20183206	gain	5	110	hnscc
ENSG00000036565	20144855	20183206	loss	30	110	hnscc
ENSG00000147416	20197381	20226819	gain	5	110	hnscc
ENSG00000147416	20197381	20226819	loss	30	110	hnscc
ENSG00000061337	20246165	20303963	gain	5	110	hnscc
ENSG00000061337	20246165	20303963	loss	30	110	hnscc
ENSG00000168546	21690398	21812357	gain	5	110	hnscc
ENSG00000168546	21690398	21812357	loss	30	110	hnscc
ENSG00000147443	21908873	21913690	gain	5	110	hnscc
ENSG00000147443	21908873	21913690	loss	30	110	hnscc
ENSG00000130227	21919662	22006585	gain	5	110	hnscc
ENSG00000130227	21919662	22006585	loss	30	110	hnscc
ENSG00000158806	22024125	22036897	gain	5	110	hnscc
ENSG00000158806	22024125	22036897	loss	30	110	hnscc
ENSG00000158815	22042398	22048809	gain	5	110	hnscc
ENSG00000158815	22042398	22048809	loss	30	110	hnscc
ENSG00000158856	22048995	22082527	gain	5	110	hnscc
ENSG00000158856	22048995	22082527	loss	30	110	hnscc
ENSG00000158863	22089150	22104911	gain	5	110	hnscc
ENSG00000158863	22089150	22104911	loss	30	110	hnscc
ENSG00000275074	22106874	22109419	gain	5	110	hnscc
ENSG00000275074	22106874	22109419	loss	30	110	hnscc
ENSG00000168453	22114419	22133384	gain	5	110	hnscc
ENSG00000168453	22114419	22133384	loss	30	110	hnscc
ENSG00000168476	22138020	22141951	gain	5	110	hnscc
ENSG00000168476	22138020	22141951	loss	30	110	hnscc
ENSG00000168481	22146830	22157084	gain	5	110	hnscc
ENSG00000168481	22146830	22157084	loss	30	110	hnscc
ENSG00000168484	22156913	22164479	gain	5	110	hnscc
ENSG00000168484	22156913	22164479	loss	30	110	hnscc
ENSG00000168487	22165140	22212326	gain	5	110	hnscc
ENSG00000168487	22165140	22212326	loss	30	110	hnscc
ENSG00000168490	22219703	22232101	gain	5	110	hnscc
ENSG00000168490	22219703	22232101	loss	30	110	hnscc
ENSG00000168495	22245133	22254601	gain	4	110	hnscc
ENSG00000168495	22245133	22254601	loss	30	110	hnscc
ENSG00000197181	22275316	22357568	gain	4	110	hnscc
ENSG00000197181	22275316	22357568	loss	30	110	hnscc
ENSG00000104635	22367278	22434129	gain	4	110	hnscc
ENSG00000104635	22367278	22434129	loss	30	110	hnscc
ENSG00000120910	22440819	22541142	gain	4	110	hnscc
ENSG00000120910	22440819	22541142	loss	30	110	hnscc
ENSG00000120896	22544986	22575788	gain	4	110	hnscc
ENSG00000120896	22544986	22575788	loss	30	110	hnscc
ENSG00000120913	22578279	22598025	gain	4	110	hnscc
ENSG00000120913	22578279	22598025	loss	30	110	hnscc
ENSG00000248235	22589274	22602084	gain	4	110	hnscc
ENSG00000248235	22589274	22602084	loss	30	110	hnscc
ENSG00000241852	22599599	22604150	gain	4	110	hnscc
ENSG00000241852	22599599	22604150	loss	30	110	hnscc
ENSG00000158941	22604757	22620964	gain	4	110	hnscc
ENSG00000158941	22604757	22620964	loss	30	110	hnscc
ENSG00000147439	22620418	22669148	gain	4	110	hnscc
ENSG00000147439	22620418	22669148	loss	30	110	hnscc
ENSG00000179388	22687659	22693480	gain	4	110	hnscc
ENSG00000179388	22687659	22693480	loss	30	110	hnscc
ENSG00000134020	22713251	23000000	gain	4	110	hnscc
ENSG00000134020	22713251	23000000	loss	30	110	hnscc
ENSG00000008853	22987417	23020509	gain	4	110	hnscc
ENSG00000008853	22987417	23020509	loss	30	110	hnscc
ENSG00000120889	23020133	23069031	gain	4	110	hnscc
ENSG00000120889	23020133	23069031	loss	30	110	hnscc
