,level_0,level_1,gain,neutral,loss,chromo,location
8761,LATS2,ENSG00000150457.7,12,69,41,13.0,21017311.0
8762,LAX1,ENSG00000122188.8,87,35,0,1.0,203770774.5
8763,LAYN,ENSG00000204381.7,4,67,51,11.0,111551012.5
8764,LBH,ENSG00000213626.7,17,91,14,2.0,30277632.0
8765,LBP,ENSG00000129988.5,42,77,3,20.0,38361747.5
8766,LBR,ENSG00000143815.10,84,37,1,1.0,225415213.5
8767,LBX1,ENSG00000138136.5,5,99,18,10.0,101227994.5
8768,LBX2,ENSG00000179528.11,20,93,9,2.0,74500416.5
8769,LCA5,ENSG00000135338.8,15,85,22,6.0,79511224.5
8770,LCA5L,ENSG00000157578.9,18,91,13,21.0,39425824.5
8771,LCAT,ENSG00000213398.3,9,47,66,16.0,67941940.5
8772,LCE1A,ENSG00000186844.4,87,35,0,1.0,152827785.0
8773,LCE1B,ENSG00000196734.6,87,35,0,1.0,152812539.5
8774,LCE1C,ENSG00000197084.4,87,35,0,1.0,152805731.5
8775,LCE1D,ENSG00000172155.7,87,35,0,1.0,152797451.0
8776,LCE1E,ENSG00000186226.7,87,35,0,1.0,152787320.0
8777,LCE1F,ENSG00000240386.2,87,35,0,1.0,152776550.0
8778,LCE2A,ENSG00000187173.3,87,35,0,1.0,152698893.5
8779,LCE2B,ENSG00000159455.7,87,35,0,1.0,152686760.0
8780,LCE2C,ENSG00000187180.3,87,35,0,1.0,152675934.5
8781,LCE2D,ENSG00000187223.3,87,35,0,1.0,152664019.5
8782,LCE3A,ENSG00000185962.1,87,35,0,1.0,152622968.5
8783,LCE3B,ENSG00000187238.5,87,35,0,1.0,152613954.5
8784,LCE3C,ENSG00000244057.2,87,35,0,1.0,152600874.0
8785,LCE3D,ENSG00000163202.4,87,35,0,1.0,152579948.5
8786,LCE3E,ENSG00000185966.3,87,35,0,1.0,152566217.0
8787,LCE4A,ENSG00000187170.4,87,35,0,1.0,152708825.5
8788,LCE5A,ENSG00000186207.4,87,35,0,1.0,152511490.0
8789,LCE6A,ENSG00000235942.2,87,35,0,1.0,152843419.5
8790,LCK,ENSG00000182866.12,8,79,35,1.0,32268702.0
8791,LCLAT1,ENSG00000172954.9,18,90,14,2.0,30545725.5
8792,LCMT1,ENSG00000205629.7,39,72,11,16.0,25144981.0
8793,LCMT2,ENSG00000168806.6,4,86,32,15.0,43327115.5
8794,LCN1,ENSG00000160349.5,8,91,23,9.0,135523985.0
8795,LCN10,ENSG00000187922.9,10,88,24,9.0,136740761.5
8796,LCN12,ENSG00000184925.7,9,91,22,9.0,136952524.0
8797,LCN15,ENSG00000177984.6,10,89,23,9.0,136762944.5
8798,LCN2,ENSG00000148346.7,9,84,29,9.0,128151262.0
8799,LCN6,ENSG00000204003.4,10,88,24,9.0,136746271.0
8800,LCN8,ENSG00000204001.5,10,88,24,9.0,136756464.5
8801,LCN9,ENSG00000148386.5,8,91,23,9.0,135664872.0
8802,LCNL1,ENSG00000214402.6,9,91,22,9.0,136984157.0
8803,LCOR,ENSG00000196233.7,7,97,18,10.0,96914120.5
8804,LCORL,ENSG00000178177.9,8,82,32,4.0,17931537.5
8805,LCP1,ENSG00000136167.9,8,68,46,13.0,46168895.5
8806,LCP2,ENSG00000043462.7,17,90,15,5.0,170272025.5
8807,LCT,ENSG00000115850.5,9,91,22,2.0,135812517.0
8808,LCTL,ENSG00000188501.7,4,98,20,15.0,66556579.0
8809,LDB1,ENSG00000198728.6,6,98,18,10.0,102113428.5
8810,LDB2,ENSG00000169744.8,9,82,31,4.0,16700109.5
8811,LDB3,ENSG00000122367.15,7,94,21,10.0,86702258.5
8812,LDHA,ENSG00000134333.9,14,84,24,11.0,18401492.5
8813,LDHAL6A,ENSG00000166800.5,14,79,29,11.0,18467712.5
8814,LDHAL6B,ENSG00000171989.4,3,91,28,15.0,59207715.5
8815,LDHAL6CP,ENSG00000250517.2,15,93,14,12.0,63005227.5
8816,LDHB,ENSG00000111716.8,23,91,8,12.0,21696599.5
8817,LDHC,ENSG00000166796.7,14,81,27,11.0,18432190.5
8818,LDHD,ENSG00000166816.9,13,49,60,16.0,75114315.5
8819,LDLR,ENSG00000130164.7,19,87,16,19.0,11111641.0
8820,LDLRAD1,ENSG00000203985.6,14,82,26,1.0,54012742.0
8821,LDLRAD2,ENSG00000187942.7,6,68,48,1.0,21818745.0
8822,LDLRAD3,ENSG00000179241.8,26,85,11,11.0,36088058.5
8823,LDLRAD4,ENSG00000168675.14,17,79,26,18.0,13435126.5
8824,LDLRAP1,ENSG00000157978.7,4,70,48,1.0,25556246.0
8825,LDOC1L,ENSG00000188636.3,11,75,36,,
8826,LEAP2,ENSG00000164406.7,9,86,27,5.0,132874245.0
8827,LECT1,ENSG00000136110.8,10,64,48,,
8828,LECT2,ENSG00000145826.4,13,89,20,5.0,135938631.0
8829,LEF1,ENSG00000138795.5,7,92,23,4.0,108108250.5
8830,LEFTY1,ENSG00000243709.1,83,38,1,1.0,225898832.0
8831,LEFTY2,ENSG00000143768.7,82,39,1,1.0,225938990.5
8832,LEKR1,ENSG00000197980.7,37,82,3,3.0,156935805.0
8833,LELP1,ENSG00000203784.2,89,33,0,1.0,153204275.0
8834,LEMD1,ENSG00000186007.5,86,36,0,1.0,205418666.0
8835,LEMD2,ENSG00000161904.7,26,87,9,6.0,33780166.0
8836,LEMD3,ENSG00000174106.2,18,91,13,12.0,65208969.0
8837,LENEP,ENSG00000163352.5,88,34,0,1.0,154993950.5
8838,LENG1,ENSG00000105617.3,20,88,14,19.0,54157441.0
8839,LENG8,ENSG00000167615.12,24,87,11,19.0,54455462.0
8840,LENG9,ENSG00000182909.5,24,86,12,19.0,54462755.0
8841,LEO1,ENSG00000166477.8,4,90,28,15.0,51954901.5
8842,LEP,ENSG00000174697.4,30,79,13,7.0,128249453.5
8843,LEPR,ENSG00000116678.14,11,89,22,1.0,65531105.5
8844,LEPRE1,ENSG00000117385.11,18,81,23,,
8845,LEPREL1,ENSG00000090530.5,36,80,6,,
8846,LEPREL2,ENSG00000110811.15,18,89,15,,
8847,LEPREL4,ENSG00000141696.8,20,67,35,,
8848,LEPROT,ENSG00000213625.4,10,91,21,1.0,65428297.0
8849,LEPROTL1,ENSG00000104660.13,22,42,58,8.0,30136308.0
8850,LETM1,ENSG00000168924.10,7,79,36,4.0,1833817.5
8851,LETM2,ENSG00000165046.8,42,51,29,8.0,38397867.0
8852,LETMD1,ENSG00000050426.11,10,93,19,12.0,51054193.0
8853,LEUTX,ENSG00000213921.6,20,86,16,19.0,39781381.0
8854,LFNG,ENSG00000106003.8,26,86,10,7.0,2520853.0
8855,LGALS1,ENSG00000100097.7,13,76,33,22.0,37677719.0
8856,LGALS12,ENSG00000133317.10,13,88,21,11.0,63511429.0
8857,LGALS13,ENSG00000105198.6,21,87,14,19.0,39604987.5
8858,LGALS14,ENSG00000006659.8,20,86,16,19.0,39706962.5
8859,LGALS16,ENSG00000249861.3,20,88,14,19.0,39658280.0
8860,LGALS17A,ENSG00000226025.5,20,88,14,,
8861,LGALS2,ENSG00000100079.5,12,76,34,22.0,37576432.0
8862,LGALS3,ENSG00000131981.11,11,80,31,14.0,55134766.5
8863,LGALS3BP,ENSG00000108679.8,35,68,19,17.0,78975592.5
8864,LGALS4,ENSG00000171747.4,21,88,13,19.0,38807308.0
8865,LGALS7,ENSG00000205076.4,21,88,13,19.0,38772231.5
8866,LGALS7B,ENSG00000178934.4,21,88,13,19.0,38790477.0
8867,LGALS8,ENSG00000116977.14,76,42,4,1.0,236535490.5
8868,LGALS9,ENSG00000168961.12,33,60,29,17.0,27639679.0
8869,LGALS9B,ENSG00000170298.11,17,57,48,17.0,20458467.0
8870,LGALS9C,ENSG00000171916.12,15,53,54,17.0,18485841.0
8871,LGALSL,ENSG00000119862.8,18,94,10,2.0,64457675.0
8872,LGI1,ENSG00000108231.7,6,97,19,10.0,93782056.0
8873,LGI2,ENSG00000153012.7,4,84,34,4.0,25014896.5
8874,LGI3,ENSG00000168481.4,17,46,59,8.0,22151957.0
8875,LGI4,ENSG00000153902.9,23,87,12,19.0,35133482.0
8876,LGMN,ENSG00000100600.10,7,82,33,14.0,92726243.0
8877,LGR4,ENSG00000205213.9,19,86,17,11.0,27419375.5
8878,LGR5,ENSG00000139292.8,19,91,12,12.0,71513054.0
8879,LGR6,ENSG00000133067.13,84,37,1,1.0,202256841.0
8880,LGSN,ENSG00000146166.12,22,87,13,6.0,63297967.0
8881,LHB,ENSG00000104826.7,9,94,19,19.0,49016535.0
8882,LHCGR,ENSG00000138039.10,20,89,13,2.0,48721252.0
8883,LHFP,ENSG00000183722.7,11,69,42,,
8884,LHFPL2,ENSG00000145685.9,9,82,31,5.0,78627618.0
8885,LHFPL3,ENSG00000187416.7,28,78,16,7.0,104617966.0
8886,LHFPL4,ENSG00000156959.7,19,88,15,3.0,9526091.5
8887,LHFPL5,ENSG00000197753.6,26,82,14,6.0,35821301.5
8888,LHPP,ENSG00000107902.9,8,93,21,10.0,124539855.5
8889,LHX1,ENSG00000132130.7,23,69,30,17.0,36940698.5
8890,LHX2,ENSG00000106689.6,6,89,27,9.0,124017485.5
8891,LHX3,ENSG00000107187.11,10,90,22,9.0,136200689.0
8892,LHX4,ENSG00000121454.4,85,36,1,1.0,180254624.0
8893,LHX5,ENSG00000089116.3,10,87,25,12.0,113467156.5
8894,LHX6,ENSG00000106852.11,5,98,19,9.0,122216101.5
8895,LHX8,ENSG00000162624.10,19,83,20,1.0,75144983.5
8896,LHX9,ENSG00000143355.11,89,32,1,1.0,197923690.0
8897,LIAS,ENSG00000121897.9,4,79,39,4.0,39472056.5
8898,LIF,ENSG00000128342.4,10,78,34,22.0,30243606.0
8899,LIFR,ENSG00000113594.5,28,71,23,5.0,38541511.0
8900,LIG1,ENSG00000105486.9,8,89,25,19.0,48143024.0
8901,LIG3,ENSG00000005156.7,24,67,31,17.0,34995127.5
8902,LIG4,ENSG00000174405.9,19,65,38,13.0,108212903.5
8903,LILRA1,ENSG00000104974.6,23,86,13,19.0,54597981.5
8904,LILRA2,ENSG00000239998.1,23,86,13,19.0,54581603.5
8905,LILRA3,ENSG00000170866.7,23,82,17,,
8906,LILRA4,ENSG00000239961.2,23,82,17,19.0,54336173.5
8907,LILRA5,ENSG00000187116.9,23,82,17,19.0,54310118.0
8908,LILRA6,ENSG00000244482.5,23,82,17,19.0,54239691.5
8909,LILRB1,ENSG00000104972.10,23,86,13,19.0,54627343.0
8910,LILRB2,ENSG00000131042.9,23,82,17,19.0,54277502.5
8911,LILRB3,ENSG00000204577.7,23,82,17,19.0,54219892.0
8912,LILRB4,ENSG00000186818.8,24,84,14,19.0,54657124.0
8913,LILRB5,ENSG00000105609.12,23,82,17,19.0,54253361.0
8914,LIM2,ENSG00000105370.3,19,88,15,19.0,51383934.5
8915,LIMA1,ENSG00000050405.9,9,94,19,12.0,50229667.0
8916,LIMCH1,ENSG00000064042.13,5,86,31,4.0,41529825.5
8917,LIMD1,ENSG00000144791.5,8,87,27,3.0,45620867.5
8918,LIMD2,ENSG00000136490.4,45,62,15,17.0,63698530.0
8919,LIME1,ENSG00000203896.5,47,73,2,20.0,63737693.0
8920,LIMK1,ENSG00000106683.10,29,87,6,7.0,74102729.0
8921,LIMK2,ENSG00000182541.13,9,75,38,22.0,31246159.5
8922,LIMS1,ENSG00000169756.12,13,93,16,2.0,108610800.5
8923,LIMS2,ENSG00000072163.14,11,90,21,2.0,127660083.5
8924,LIMS3,ENSG00000256977.6,14,92,16,2.0,109911648.0
8925,LIMS3,ENSG00000257207.4,14,92,16,2.0,109911648.0
8926,LIMS3L,ENSG00000256671.5,14,92,16,,
8927,LIN28A,ENSG00000131914.6,5,71,46,1.0,26420272.5
8928,LIN28B,ENSG00000187772.6,17,77,28,6.0,105009974.0
8929,LIN37,ENSG00000267796.3,20,87,15,19.0,35751440.0
8930,LIN52,ENSG00000205659.6,6,79,37,14.0,74143015.5
8931,LIN54,ENSG00000189308.6,5,93,24,4.0,82961449.5
8932,LIN7A,ENSG00000111052.3,26,84,12,12.0,80865222.5
8933,LIN7B,ENSG00000104863.7,10,95,17,19.0,49116392.0
8934,LIN7C,ENSG00000148943.7,19,86,17,11.0,27500593.5
8935,LIN9,ENSG00000183814.11,84,36,2,1.0,226270509.0
8936,LINC00028,ENSG00000233354.1,39,78,5,20.0,31486676.0
8937,LINC00029,ENSG00000125514.5,49,70,3,20.0,63035622.5
8938,LINC00032,ENSG00000231459.1,7,85,30,9.0,27265274.5
8939,LINC00035,ENSG00000225969.1,28,87,7,,
8940,LINC00051,ENSG00000254008.1,67,48,7,8.0,142203679.5
8941,LINC00052,ENSG00000259527.1,12,90,20,15.0,87578397.5
8942,LINC00083,ENSG00000188585.6,86,35,1,,
8943,LINC00085,ENSG00000182310.7,19,87,16,,
8944,LINC00092,ENSG00000225194.2,6,91,25,9.0,96023858.5
8945,LINC00094,ENSG00000235106.4,6,91,25,,
8946,LINC00111,ENSG00000227702.1,21,89,12,21.0,41688258.5
8947,LINC00112,ENSG00000232401.1,20,90,12,21.0,41716890.5
8948,LINC00113,ENSG00000225298.1,17,85,20,21.0,27736806.0
8949,LINC00114,ENSG00000223806.3,19,91,12,21.0,38740675.0
8950,LINC00115,ENSG00000225880.4,31,43,48,1.0,826864.0
8951,LINC00116,ENSG00000175701.6,14,92,16,,
8952,LINC00152,ENSG00000222041.6,30,81,11,,
8953,LINC00158,ENSG00000185433.4,15,89,18,21.0,25408544.5
8954,LINC00159,ENSG00000230323.1,15,89,18,21.0,32139064.5
8955,LINC00160,ENSG00000230978.1,19,91,12,21.0,34730505.5
8956,LINC00161,ENSG00000226935.2,17,85,20,21.0,28539836.5
8957,LINC00162,ENSG00000224930.2,22,89,11,,
8958,LINC00163,ENSG00000234880.1,22,89,11,21.0,44991975.0
8959,LINC00167,ENSG00000233220.3,4,68,50,11.0,130003647.0
8960,LINC00173,ENSG00000196668.3,9,90,23,12.0,116534970.0
8961,LINC00174,ENSG00000179406.6,29,86,7,7.0,66434805.0
8962,LINC00176,ENSG00000196421.3,47,73,2,,
8963,LINC00184,ENSG00000224939.1,80,40,2,1.0,234632045.5
8964,LINC00189,ENSG00000215533.4,17,87,18,21.0,29240842.5
8965,LINC00200,ENSG00000229205.2,37,72,13,10.0,1224597.0
8966,LINC00205,ENSG00000223768.1,22,89,11,21.0,45292928.0
8967,LINC00207,ENSG00000187012.6,11,75,36,22.0,44570874.0
8968,LINC00208,ENSG00000170983.3,19,44,59,8.0,11579537.0
8969,LINC00210,ENSG00000231814.2,84,37,1,1.0,217906852.0
8970,LINC00211,ENSG00000237803.1,14,93,15,2.0,37848386.0
8971,LINC00221,ENSG00000187156.4,12,82,28,14.0,106501754.0
8972,LINC00222,ENSG00000203801.4,18,78,26,6.0,108760798.0
8973,LINC00226,ENSG00000229084.2,12,82,28,14.0,106288251.0
8974,LINC00229,ENSG00000234300.1,11,75,36,22.0,44616179.0
8975,LINC00237,ENSG00000225127.2,34,83,5,20.0,21096045.0
8976,LINC00238,ENSG00000196553.9,9,78,35,,
8977,LINC00240,ENSG00000224843.2,29,83,10,6.0,27008340.5
8978,LINC00242,ENSG00000229214.1,14,80,28,6.0,169794169.5
8979,LINC00243,ENSG00000214894.2,30,84,8,6.0,30814656.5
8980,LINC00261,ENSG00000259974.1,39,78,5,20.0,22563156.5
8981,LINC00263,ENSG00000235823.1,4,98,20,,
8982,LINC00264,ENSG00000233261.1,24,82,16,,
8983,LINC00265,ENSG00000188185.7,32,82,8,7.0,39763261.0
8984,LINC00271,ENSG00000231028.4,15,85,22,6.0,135655706.0
8985,LINC00272,ENSG00000203729.4,89,31,2,1.0,182411218.0
8986,LINC00273,ENSG00000256642.1,36,41,45,16.0,34159310.5
8987,LINC00276,ENSG00000230448.1,17,93,12,2.0,14055747.0
8988,LINC00277,ENSG00000212766.5,4,97,21,,
8989,LINC00283,ENSG00000231633.1,18,65,39,13.0,102744107.0
8990,LINC00284,ENSG00000233725.2,8,68,46,,
8991,LINC00290,ENSG00000248197.1,8,89,25,4.0,181111619.0
8992,LINC00293,ENSG00000253314.1,52,50,20,8.0,46864741.5
8993,LINC00297,ENSG00000224329.2,19,69,34,13.0,29880509.0
8994,LINC00299,ENSG00000236790.1,21,88,13,2.0,8238386.5
8995,LINC00301,ENSG00000181995.7,16,87,19,11.0,60651498.0
8996,LINC00302,ENSG00000176075.6,87,35,0,,
8997,LINC00303,ENSG00000176754.8,87,35,0,1.0,204036856.0
8998,LINC00304,ENSG00000180422.3,9,47,66,16.0,89161695.5
8999,LINC00305,ENSG00000179676.6,18,69,35,18.0,64114538.5
9000,LINC00307,ENSG00000227342.1,15,88,19,21.0,30210467.0
9001,LINC00308,ENSG00000184856.6,15,89,18,21.0,22107610.5
9002,LINC00309,ENSG00000230923.1,18,94,10,2.0,64195281.5
9003,LINC00310,ENSG00000227456.2,19,89,14,21.0,34173984.0
9004,LINC00311,ENSG00000179219.5,6,53,63,16.0,85284460.5
9005,LINC00312,ENSG00000237697.2,22,89,11,,
9006,LINC00313,ENSG00000185186.4,20,90,12,21.0,43470747.0
9007,LINC00314,ENSG00000178457.3,17,85,20,21.0,28018298.0
9008,LINC00315,ENSG00000184274.3,22,89,11,21.0,45302751.0
9009,LINC00316,ENSG00000237664.1,22,89,11,21.0,45340290.0
9010,LINC00317,ENSG00000238265.1,15,89,18,21.0,21730306.0
9011,LINC00319,ENSG00000188660.3,20,90,12,21.0,43450251.5
9012,LINC00320,ENSG00000224924.2,15,88,19,21.0,20727633.0
9013,LINC00322,ENSG00000237864.1,20,90,12,21.0,43327228.0
9014,LINC00323,ENSG00000226496.1,18,92,12,21.0,41144845.5
9015,LINC00324,ENSG00000178977.3,7,51,64,17.0,8222342.5
9016,LINC00326,ENSG00000231023.2,18,82,22,6.0,133030833.5
9017,LINC00327,ENSG00000232977.2,16,72,34,13.0,23476744.0
9018,LINC00330,ENSG00000235097.1,6,66,50,13.0,44804566.5
9019,LINC00331,ENSG00000225427.1,15,65,42,13.0,78813161.5
9020,LINC00332,ENSG00000230710.1,10,68,44,13.0,40183933.0
9021,LINC00333,ENSG00000233349.1,13,67,42,13.0,84562800.0
9022,LINC00334,ENSG00000182586.3,22,89,11,21.0,45249428.0
9023,LINC00336,ENSG00000197251.3,26,87,9,6.0,33589722.0
9024,LINC00337,ENSG00000225077.2,4,75,43,1.0,6237068.0
9025,LINC00338,ENSG00000234912.5,33,65,24,,
9026,LINC00339,ENSG00000218510.3,5,67,50,1.0,22027890.5
9027,LINC00340,ENSG00000272168.1,31,83,8,,
9028,LINC00341,ENSG00000229645.4,9,84,29,,
9029,LINC00342,ENSG00000232931.1,15,92,15,2.0,95821027.5
9030,LINC00343,ENSG00000226620.2,19,65,38,13.0,105750119.0
9031,LINC00344,ENSG00000225562.1,19,65,38,,
9032,LINC00345,ENSG00000235660.1,10,65,47,13.0,52486010.0
9033,LINC00346,ENSG00000255874.1,22,65,35,13.0,110867119.0
9034,LINC00347,ENSG00000236678.2,14,67,41,13.0,74558974.0
9035,LINC00348,ENSG00000226846.1,18,65,39,13.0,71091729.5
9036,LINC00349,ENSG00000231238.1,12,68,42,13.0,18545047.0
9037,LINC00350,ENSG00000225316.1,11,68,43,13.0,19574965.5
9038,LINC00351,ENSG00000226317.2,13,67,42,13.0,85454085.5
9039,LINC00352,ENSG00000227893.1,16,72,34,13.0,23500835.0
9040,LINC00353,ENSG00000236176.2,13,66,43,13.0,89551247.5
9041,LINC00354,ENSG00000226903.1,22,65,35,13.0,111883200.0
9042,LINC00355,ENSG00000227674.1,15,61,46,13.0,63963620.5
9043,LINC00358,ENSG00000229578.1,15,61,46,13.0,62013354.0
9044,LINC00359,ENSG00000243300.2,15,67,40,,
9045,LINC00362,ENSG00000229483.2,16,70,36,13.0,23170216.0
9046,LINC00364,ENSG00000230040.1,16,63,43,13.0,67353085.5
9047,LINC00365,ENSG00000224511.1,19,69,34,13.0,30106036.5
9048,LINC00366,ENSG00000229437.1,12,69,41,13.0,38595193.0
9049,LINC00371,ENSG00000226792.2,10,66,46,,
9050,LINC00378,ENSG00000225249.1,15,62,45,13.0,60897874.5
9051,LINC00379,ENSG00000229557.1,13,66,43,13.0,91129510.0
9052,LINC00381,ENSG00000226240.1,14,67,41,13.0,74431946.5
9053,LINC00387,ENSG00000231914.1,12,68,42,13.0,18674495.0
9054,LINC00388,ENSG00000229788.1,12,68,42,13.0,18610986.5
9055,LINC00391,ENSG00000238230.1,13,66,43,13.0,94703600.0
9056,LINC00392,ENSG00000228295.1,16,65,41,13.0,73576157.0
9057,LINC00393,ENSG00000224853.1,16,65,41,13.0,73537682.0
9058,LINC00395,ENSG00000231061.1,15,61,46,13.0,63702849.5
9059,LINC00398,ENSG00000237879.1,19,68,35,13.0,30806925.5
9060,LINC00400,ENSG00000229928.1,8,69,45,13.0,43159048.5
9061,LINC00402,ENSG00000235532.1,14,68,40,13.0,74245716.5
9062,LINC00403,ENSG00000224243.1,22,64,36,,
9063,LINC00404,ENSG00000229520.1,22,64,36,13.0,112106488.5
9064,LINC00410,ENSG00000231674.1,13,66,43,13.0,90908775.5
9065,LINC00411,ENSG00000229599.1,16,65,41,13.0,100939288.0
9066,LINC00415,ENSG00000231983.1,15,75,32,13.0,26052830.5
9067,LINC00421,ENSG00000236834.1,12,68,42,13.0,19345899.0
9068,LINC00423,ENSG00000226968.1,16,69,37,13.0,32894540.5
9069,LINC00424,ENSG00000226722.2,16,70,36,13.0,21875509.5
9070,LINC00426,ENSG00000238121.1,19,68,35,13.0,30358706.0
9071,LINC00427,ENSG00000236463.1,19,68,35,13.0,30318131.5
9072,LINC00433,ENSG00000229443.1,13,66,43,13.0,88551301.5
9073,LINC00434,ENSG00000227336.1,14,62,46,13.0,60214649.0
9074,LINC00440,ENSG00000234660.1,13,66,43,13.0,89230782.0
9075,LINC00441,ENSG00000231473.2,7,69,46,,
9076,LINC00442,ENSG00000232685.3,12,68,42,13.0,19017530.5
9077,LINC00443,ENSG00000230156.2,19,65,38,13.0,106663037.0
9078,LINC00444,ENSG00000234689.1,7,69,46,,
9079,LINC00445,ENSG00000236036.1,13,72,37,13.0,35698712.5
9080,LINC00446,ENSG00000229249.2,14,66,42,13.0,78025756.5
9081,LINC00448,ENSG00000228669.1,15,61,46,13.0,62734499.5
9082,LINC00449,ENSG00000203441.2,15,66,41,13.0,99500389.5
9083,LINC00452,ENSG00000229373.3,20,64,38,13.0,113905909.0
9084,LINC00453,ENSG00000230544.1,20,64,38,,
9085,LINC00454,ENSG00000226921.1,22,63,37,13.0,113881070.0
9086,LINC00457,ENSG00000225179.1,15,69,38,13.0,34538126.5
9087,LINC00458,ENSG00000234787.3,13,64,45,13.0,54129051.0
9088,LINC00459,ENSG00000229307.1,15,61,46,13.0,62326245.0
9089,LINC00460,ENSG00000233532.1,19,65,38,13.0,106379396.0
9090,LINC00461,ENSG00000245526.4,11,84,27,5.0,88599301.5
9091,LINC00462,ENSG00000233610.1,8,67,47,13.0,48577531.0
9092,LINC00466,ENSG00000224209.2,12,88,22,1.0,63238178.5
9093,LINC00467,ENSG00000153363.8,81,41,0,1.0,211409153.0
9094,LINC00469,ENSG00000177338.9,35,65,22,17.0,73788895.0
9095,LINC00470,ENSG00000132204.9,16,80,26,18.0,1331363.5
9096,LINC00471,ENSG00000181798.2,11,84,27,2.0,231511394.0
9097,LINC00472,ENSG00000233237.2,19,82,21,6.0,71382086.0
9098,LINC00473,ENSG00000223414.2,15,80,27,,
9099,LINC00474,ENSG00000204148.3,10,95,17,9.0,115906688.0
9100,LINC00475,ENSG00000225511.2,7,92,23,9.0,92150706.0
9101,LINC00476,ENSG00000175611.7,6,91,25,9.0,95817640.0
9102,LINC00477,ENSG00000197503.4,24,89,9,12.0,24575566.0
9103,LINC00478,ENSG00000215386.6,19,84,19,,
9104,LINC00479,ENSG00000236384.3,21,89,12,21.0,41713647.5
9105,LINC00482,ENSG00000185168.5,34,68,20,17.0,81306509.5
9106,LINC00483,ENSG00000167117.4,39,65,18,,
9107,LINC00484,ENSG00000235641.2,7,90,25,9.0,91162922.5
9108,LINC00485,ENSG00000258169.1,17,90,15,12.0,102816839.5
9109,LINC00486,ENSG00000230876.2,14,87,21,2.0,32876026.0
9110,LINC00487,ENSG00000205837.3,21,90,11,2.0,6749244.0
9111,LINC00488,ENSG00000214381.4,25,89,8,3.0,109197554.0
9112,LINC00489,ENSG00000225759.1,43,76,3,20.0,37621208.5
9113,LINC00491,ENSG00000250682.1,12,85,25,5.0,102637992.5
9114,LINC00492,ENSG00000250958.1,12,85,25,5.0,102599478.5
9115,LINC00493,ENSG00000232388.1,33,83,6,,
9116,LINC00494,ENSG00000235621.4,45,74,3,20.0,48365260.0
9117,LINC00498,ENSG00000248397.1,5,96,21,4.0,138305757.0
9118,LINC00499,ENSG00000251372.1,5,96,21,4.0,138486508.0
9119,LINC00500,ENSG00000249381.1,5,96,21,4.0,138431196.0
9120,LINC00501,ENSG00000203645.2,39,77,6,3.0,177308930.0
9121,LINC00502,ENSG00000224851.1,10,92,20,10.0,91047660.5
9122,LINC00504,ENSG00000248360.2,9,82,31,4.0,14679317.0
9123,LINC00505,ENSG00000225667.1,14,83,25,,
9124,LINC00507,ENSG00000256193.1,8,86,28,12.0,127937367.5
9125,LINC00508,ENSG00000256971.1,8,86,28,12.0,127958771.5
9126,LINC00511,ENSG00000227036.2,38,65,19,17.0,72465281.5
9127,LINC00514,ENSG00000262152.2,45,70,7,16.0,2995136.0
9128,LINC00515,ENSG00000260583.1,14,90,18,,
9129,LINC00516,ENSG00000215394.4,16,81,25,,
9130,LINC00517,ENSG00000259091.1,19,79,24,14.0,37899216.0
9131,LINC00518,ENSG00000183674.7,29,82,11,6.0,10432135.0
9132,LINC00519,ENSG00000258955.1,15,79,28,14.0,51318013.0
9133,LINC00520,ENSG00000258791.3,11,81,30,14.0,55788931.5
9134,LINC00521,ENSG00000175699.8,8,85,29,,
9135,LINC00523,ENSG00000196273.3,9,83,30,14.0,100666659.5
9136,LINC00524,ENSG00000259023.2,9,83,30,14.0,101407121.0
9137,LINC00525,ENSG00000146666.4,29,87,6,7.0,47764124.0
9138,LINC00526,ENSG00000264575.1,19,75,28,18.0,5237661.0
9139,LINC00528,ENSG00000269220.1,7,80,35,22.0,17778401.5
9140,LINC00529,ENSG00000236827.1,19,44,59,8.0,11257745.5
9141,LINC00533,ENSG00000235570.1,29,82,11,6.0,28648676.0
9142,LINC00534,ENSG00000253394.1,71,50,1,8.0,90454602.0
9143,LINC00535,ENSG00000246662.2,72,49,1,8.0,93456867.5
9144,LINC00536,ENSG00000249917.2,80,41,1,8.0,116137786.5
9145,LINC00543,ENSG00000260704.1,17,69,36,13.0,27954448.0
9146,LINC00544,ENSG00000122043.6,19,69,34,13.0,29943129.5
9147,LINC00545,ENSG00000236094.1,19,68,35,13.0,30882153.5
9148,LINC00551,ENSG00000272274.1,19,65,38,13.0,106642470.0
9149,LINC00554,ENSG00000260738.1,14,66,42,13.0,99996404.0
9150,LINC00555,ENSG00000261057.1,18,64,40,13.0,102589592.5
9151,LINC00556,ENSG00000260131.1,10,70,42,13.0,20181736.5
9152,LINC00557,ENSG00000260962.1,13,66,43,13.0,94960680.0
9153,LINC00558,ENSG00000261517.1,13,63,46,13.0,53877689.5
9154,LINC00559,ENSG00000261446.1,13,66,43,13.0,90089983.0
9155,LINC00560,ENSG00000261666.1,13,66,43,13.0,88628625.0
9156,LINC00561,ENSG00000261206.1,16,65,41,13.0,75933763.5
9157,LINC00562,ENSG00000260388.1,7,69,46,13.0,47931387.5
9158,LINC00563,ENSG00000261097.1,8,68,46,13.0,46297144.5
9159,LINC00564,ENSG00000260094.1,13,67,42,13.0,81226424.0
