NCBI_ID	start_bp	end_bp	cnv_type	num_patients_with_cnv	cancer_type_total_patients	cancer
84675	66113350.0	66175484.0	gain	34	110	lscc
84675	66113350.0	66175484.0	loss	11	110	lscc
1392	66176375.0	66178463.0	gain	34	110	lscc
1392	66176375.0	66178463.0	loss	11	110	lscc
100505659	66192113.0	66197318.0	gain	34	110	lscc
100505659	66192113.0	66197318.0	loss	11	110	lscc
100505676	66419586.0	66428976.0	gain	34	110	lscc
100505676	66419586.0	66428976.0	loss	11	110	lscc
23212	66429013.0	66430732.0	gain	34	110	lscc
23212	66429013.0	66430732.0	loss	11	110	lscc
137872	66432503.0	66468906.0	gain	34	110	lscc
137872	66432503.0	66468906.0	loss	11	110	lscc
254778	66493565.0	66518523.0	gain	34	110	lscc
254778	66493565.0	66518523.0	loss	11	110	lscc
4603	66562174.0	66613217.0	gain	33	110	lscc
4603	66562174.0	66613217.0	loss	11	110	lscc
80124	66628486.0	66667230.0	gain	33	110	lscc
80124	66628486.0	66667230.0	loss	11	110	lscc
56260	66667595.0	66681530.0	gain	33	110	lscc
100533105	66667595.0	66862021.0	gain	33	110	lscc
56260	66667595.0	66681530.0	loss	11	110	lscc
100533105	66667595.0	66862021.0	loss	11	110	lscc
23678	66712780.0	66862021.0	gain	33	110	lscc
23678	66712780.0	66862021.0	loss	11	110	lscc
26255	66767328.0	66768033.0	gain	33	110	lscc
26255	66767328.0	66768033.0	loss	11	110	lscc
157777	66870770.0	66926381.0	gain	33	110	lscc
157777	66870770.0	66926381.0	loss	11	110	lscc
641638	66921689.0	66925540.0	gain	33	110	lscc
641638	66921689.0	66925540.0	loss	11	110	lscc
641648	66922473.0	66922548.0	gain	33	110	lscc
641648	66922473.0	66922548.0	loss	11	110	lscc
100129654	66946500.0	66962590.0	gain	33	110	lscc
100129654	66946500.0	66962590.0	loss	11	110	lscc
286187	66964102.0	67028553.0	gain	33	110	lscc
286187	66964102.0	67028553.0	loss	11	110	lscc
10987	67043078.0	67062132.0	gain	33	110	lscc
10987	67043078.0	67062132.0	loss	11	110	lscc
79848	67064367.0	67196613.0	gain	33	110	lscc
79848	67064367.0	67196613.0	loss	11	110	lscc
10565	67173510.0	67343780.0	gain	33	110	lscc
10565	67173510.0	67343780.0	loss	11	110	lscc
102724708	67343833.0	67491867.0	gain	33	110	lscc
102724708	67343833.0	67491867.0	loss	11	110	lscc
57094	67422037.0	67746359.0	gain	33	110	lscc
57094	67422037.0	67746359.0	loss	11	110	lscc
80243	67952045.0	68237031.0	gain	32	110	lscc
80243	67952045.0	68237031.0	loss	18	110	lscc
286189	68303467.0	68331490.0	gain	34	110	lscc
286189	68303467.0	68331490.0	loss	8	110	lscc
116328	68330372.0	68819022.0	gain	34	110	lscc
116328	68330372.0	68819022.0	loss	8	110	lscc
100505718	68911802.0	69104189.0	gain	34	110	lscc
100505718	68911802.0	69104189.0	loss	8	110	lscc
100505739	69424869.0	69448243.0	gain	34	110	lscc
100505739	69424869.0	69448243.0	loss	8	110	lscc
23213	69466780.0	69660911.0	gain	34	110	lscc
23213	69466780.0	69660911.0	loss	8	110	lscc
81796	69667045.0	69834977.0	gain	34	110	lscc
81796	69667045.0	69834977.0	loss	8	110	lscc
63978	70051650.0	70071251.0	gain	34	110	lscc
63978	70051650.0	70071251.0	loss	8	110	lscc
10499	70109781.0	70456445.0	gain	34	110	lscc
10499	70109781.0	70456445.0	loss	8	110	lscc
101926892	70471133.0	70485686.0	gain	34	110	lscc
101926892	70471133.0	70485686.0	loss	8	110	lscc
23471	70573217.0	70608415.0	gain	34	110	lscc
23471	70573217.0	70608415.0	loss	8	110	lscc
286190	70608576.0	70663278.0	gain	34	110	lscc
286190	70608576.0	70663278.0	loss	8	110	lscc
51110	70637265.0	70669184.0	gain	34	110	lscc
51110	70637265.0	70669184.0	loss	8	110	lscc
389668	70669338.0	71065804.0	gain	34	110	lscc
389668	70669338.0	71065804.0	loss	8	110	lscc
2138	71197432.0	71548093.0	gain	34	110	lscc
2138	71197432.0	71548093.0	loss	8	110	lscc
9242	71841559.0	71844411.0	gain	34	110	lscc
9242	71841559.0	71844411.0	loss	8	110	lscc
100132891	71843122.0	72056311.0	gain	34	110	lscc
100132891	71843122.0	72056311.0	loss	8	110	lscc
8989	72021249.0	72090009.0	gain	34	110	lscc
8989	72021249.0	72090009.0	loss	8	110	lscc
392232	72202751.0	72251633.0	gain	34	110	lscc
392232	72202751.0	72251633.0	loss	8	110	lscc
9312	72537224.0	72938348.0	gain	34	110	lscc
9312	72537224.0	72938348.0	loss	8	110	lscc
101926908	72732044.0	72751842.0	gain	34	110	lscc
101926908	72732044.0	72751842.0	loss	8	110	lscc
7013	73008863.0	73048122.0	gain	34	110	lscc
7013	73008863.0	73048122.0	loss	8	110	lscc
157869	73064542.0	73093171.0	gain	34	110	lscc
157869	73064542.0	73093171.0	loss	8	110	lscc
100130301	73241330.0	73285931.0	gain	34	110	lscc
100130301	73241330.0	73285931.0	loss	8	110	lscc
6129	73290241.0	73294465.0	gain	34	110	lscc
6129	73290241.0	73294465.0	loss	8	110	lscc
157506	73294601.0	73325280.0	gain	34	110	lscc
157506	73294601.0	73325280.0	loss	8	110	lscc
101926926	73310905.0	73356460.0	gain	34	110	lscc
101926926	73310905.0	73356460.0	loss	8	110	lscc
100128126	73420073.0	73441517.0	gain	34	110	lscc
100128126	73420073.0	73441517.0	loss	8	110	lscc
27067	73420368.0	73747479.0	gain	34	110	lscc
27067	73420368.0	73747479.0	loss	8	110	lscc
55284	73780095.0	73878861.0	gain	34	110	lscc
55284	73780095.0	73878861.0	loss	8	110	lscc
6921	73945118.0	73972286.0	gain	34	110	lscc
6921	73945118.0	73972286.0	loss	8	110	lscc
54968	73976194.0	73982782.0	gain	34	110	lscc
54968	73976194.0	73982782.0	loss	8	110	lscc
23643	73991391.0	74099856.0	gain	34	110	lscc
23643	73991391.0	74099856.0	loss	8	110	lscc
56704	74234699.0	74321539.0	gain	34	110	lscc
56704	74234699.0	74321539.0	loss	8	110	lscc
54332	74350402.0	74488871.0	gain	34	110	lscc
54332	74350402.0	74488871.0	loss	9	110	lscc
100847058	74548542.0	74548616.0	gain	33	110	lscc
100847058	74548542.0	74548616.0	loss	9	110	lscc
100847091	74548549.0	74548608.0	gain	33	110	lscc
100847091	74548549.0	74548608.0	loss	9	110	lscc
441355	74599865.0	74758351.0	gain	34	110	lscc
441355	74599865.0	74758351.0	loss	9	110	lscc
100302260	74705692.0	74705746.0	gain	34	110	lscc
100302260	74705692.0	74705746.0	loss	9	110	lscc
51050	74824533.0	74855028.0	gain	34	110	lscc
51050	74824533.0	74855028.0	loss	8	110	lscc
83690	74984504.0	75034557.0	gain	34	110	lscc
83690	74984504.0	75034557.0	loss	8	110	lscc
101805492	75223116.0	75278888.0	gain	34	110	lscc
101805492	75223116.0	75278888.0	loss	8	110	lscc
3174	75407648.0	75566833.0	gain	34	110	lscc
3174	75407648.0	75566833.0	loss	8	110	lscc
101926978	76406653.0	76524355.0	gain	34	110	lscc
101926978	76406653.0	76524355.0	loss	8	110	lscc
100192378	76610878.0	76683274.0	gain	34	110	lscc
100192378	76610878.0	76683274.0	loss	8	110	lscc
79776	76681246.0	76867280.0	gain	34	110	lscc
79776	76681246.0	76867280.0	loss	8	110	lscc
100422921	76966767.0	76966849.0	gain	34	110	lscc
100422921	76966767.0	76966849.0	loss	8	110	lscc
5828	76980257.0	77001043.0	gain	34	110	lscc
5828	76980257.0	77001043.0	loss	8	110	lscc
102724874	77450696.0	77476330.0	gain	34	110	lscc
102724874	77450696.0	77476330.0	loss	8	110	lscc
5569	78516339.0	78605266.0	gain	34	110	lscc
5569	78516339.0	78605266.0	loss	8	110	lscc
101927003	78533891.0	78558502.0	gain	34	110	lscc
101927003	78533891.0	78558502.0	loss	8	110	lscc
51101	78666088.0	78719764.0	gain	34	110	lscc
51101	78666088.0	78719764.0	loss	8	110	lscc
3574	78675043.0	78805462.0	gain	35	110	lscc
3574	78675043.0	78805462.0	loss	8	110	lscc
101241902	78722846.0	78724373.0	gain	34	110	lscc
101241902	78722846.0	78724373.0	loss	8	110	lscc
11075	79611116.0	79666157.0	gain	35	110	lscc
11075	79611116.0	79666157.0	loss	8	110	lscc
23462	79764009.0	79767766.0	gain	35	110	lscc
23462	79764009.0	79767766.0	loss	8	110	lscc
101927067	79768141.0	79802841.0	gain	35	110	lscc
101927067	79768141.0	79802841.0	loss	8	110	lscc
101927040	79769371.0	79871736.0	gain	35	110	lscc
101927040	79769371.0	79871736.0	loss	8	110	lscc
28957	79918716.0	80030258.0	gain	35	110	lscc
28957	79918716.0	80030258.0	loss	8	110	lscc
7163	80031081.0	80171563.0	gain	35	110	lscc
7163	80031081.0	80171563.0	loss	8	110	lscc
100847056	80241388.0	80241472.0	gain	35	110	lscc
100847056	80241388.0	80241472.0	loss	8	110	lscc
65986	80485592.0	80526264.0	gain	35	110	lscc
65986	80485592.0	80526264.0	loss	8	110	lscc
619279	80628450.0	80884418.0	gain	35	110	lscc
619279	80628450.0	80884418.0	loss	8	110	lscc
55824	80967809.0	81112067.0	gain	35	110	lscc
55824	80967809.0	81112067.0	loss	8	110	lscc
2171	81280535.0	81284774.0	gain	35	110	lscc
2171	81280535.0	81284774.0	loss	8	110	lscc
5375	81440325.0	81447438.0	gain	35	110	lscc
5375	81440325.0	81447438.0	loss	8	110	lscc
646480	81458252.0	81461578.0	gain	35	110	lscc
646480	81458252.0	81461578.0	loss	8	110	lscc
2167	81478418.0	81483232.0	gain	35	110	lscc
2167	81478418.0	81483232.0	loss	8	110	lscc
646486	81524980.0	81590138.0	gain	35	110	lscc
646486	81524980.0	81590138.0	loss	8	110	lscc
3612	81656913.0	81686324.0	gain	35	110	lscc
3612	81656913.0	81686324.0	loss	8	110	lscc
347051	81693630.0	81695057.0	gain	35	110	lscc
347051	81693630.0	81695057.0	loss	8	110	lscc
79752	81701330.0	81721303.0	gain	36	110	lscc
79752	81701330.0	81721303.0	loss	8	110	lscc
92421	81732447.0	81759514.0	gain	36	110	lscc
92421	81732447.0	81759514.0	loss	8	110	lscc
64089	81799582.0	81842184.0	gain	36	110	lscc
64089	81799582.0	81842184.0	loss	8	110	lscc
101927141	82912103.0	82961923.0	gain	36	110	lscc
101927141	82912103.0	82961923.0	loss	8	110	lscc
103352670	83403757.0	83408899.0	gain	36	110	lscc
103352670	83403757.0	83408899.0	loss	8	110	lscc
138046	84182786.0	84921843.0	gain	36	110	lscc
138046	84182786.0	84921843.0	loss	9	110	lscc
85444	85107237.0	85146079.0	gain	37	110	lscc
85444	85107237.0	85146079.0	loss	8	110	lscc
102723322	85172076.0	85177040.0	gain	37	110	lscc
102723322	85172076.0	85177040.0	loss	8	110	lscc
1875	85177153.0	85214517.0	gain	37	110	lscc
1875	85177153.0	85214517.0	loss	8	110	lscc
401466	85214047.0	85220373.0	gain	37	110	lscc
401466	85214047.0	85220373.0	loss	8	110	lscc
377677	85245457.0	85284072.0	gain	37	110	lscc
377677	85245457.0	85284072.0	loss	8	110	lscc
759	85327607.0	85378112.0	gain	37	110	lscc
759	85327607.0	85378112.0	loss	8	110	lscc
761	85438858.0	85449039.0	gain	37	110	lscc
761	85438858.0	85449039.0	loss	8	110	lscc
100996348	85441805.0	85464914.0	gain	37	110	lscc
100996348	85441805.0	85464914.0	loss	8	110	lscc
760	85464006.0	85481492.0	gain	37	110	lscc
760	85464006.0	85481492.0	loss	8	110	lscc
100288527	85775015.0	85776092.0	gain	39	110	lscc
100288527	85775015.0	85776092.0	loss	8	110	lscc
85481	86047108.0	86069986.0	gain	38	110	lscc
85481	86047108.0	86069986.0	loss	8	110	lscc
245972	86098909.0	86154224.0	gain	38	110	lscc
245972	86098909.0	86154224.0	loss	8	110	lscc
157724	86214062.0	86230380.0	gain	38	110	lscc
157724	86214062.0	86230380.0	loss	8	110	lscc
11059	86342546.0	86468502.0	gain	38	110	lscc
11059	86342546.0	86468502.0	loss	8	110	lscc
51115	86468265.0	86514356.0	gain	38	110	lscc
51115	86468265.0	86514356.0	loss	8	110	lscc
8895	86514434.0	86561497.0	gain	38	110	lscc
8895	86514434.0	86561497.0	loss	8	110	lscc
54714	86574178.0	86743633.0	gain	38	110	lscc
54714	86574178.0	86743633.0	loss	8	110	lscc
168975	86866414.0	87428651.0	gain	38	110	lscc
168975	86866414.0	87428651.0	loss	8	110	lscc
138009	87870746.0	87874014.0	gain	38	110	lscc
138009	87870746.0	87874014.0	loss	8	110	lscc
4325	88032010.0	88327482.0	gain	38	110	lscc
4325	88032010.0	88327482.0	loss	8	110	lscc
101929709	89717398.0	89757710.0	gain	38	110	lscc
101929709	89717398.0	89757710.0	loss	8	110	lscc
8767	89757815.0	89791063.0	gain	39	110	lscc
8767	89757815.0	89791063.0	loss	7	110	lscc
734	89901867.0	89927887.0	gain	39	110	lscc
734	89901867.0	89927887.0	loss	7	110	lscc
4683	89933330.0	89984666.0	gain	39	110	lscc
4683	89933330.0	89984666.0	loss	7	110	lscc
1666	90001476.0	90053632.0	gain	43	110	lscc
1666	90001476.0	90053632.0	loss	10	110	lscc
793	90058607.0	90082878.0	gain	45	110	lscc
793	90058607.0	90082878.0	loss	6	110	lscc
100874052	90221487.0	90387958.0	gain	45	110	lscc
100874052	90221487.0	90387958.0	loss	6	110	lscc
101937451	90592774.0	90606062.0	gain	45	110	lscc
101937451	90592774.0	90606062.0	loss	6	110	lscc
169200	90621994.0	90646082.0	gain	45	110	lscc
169200	90621994.0	90646082.0	loss	6	110	lscc
64168	90791774.0	90959392.0	gain	45	110	lscc
64168	90791774.0	90959392.0	loss	6	110	lscc
100127983	90958470.0	90985392.0	gain	45	110	lscc
100127983	90958470.0	90985392.0	loss	6	110	lscc
55529	90993801.0	91040858.0	gain	45	110	lscc
55529	90993801.0	91040858.0	loss	6	110	lscc
100506365	91059905.0	91070188.0	gain	45	110	lscc
100506365	91059905.0	91070188.0	loss	6	110	lscc
51633	91070343.0	91087092.0	gain	45	110	lscc
51633	91070343.0	91087092.0	loss	6	110	lscc
100130742	91102618.0	91219256.0	gain	45	110	lscc
100130742	91102618.0	91219256.0	loss	6	110	lscc
100616245	91205484.0	91205558.0	gain	45	110	lscc
100616245	91205484.0	91205558.0	loss	6	110	lscc
115111	91209495.0	91398154.0	gain	45	110	lscc
115111	91209495.0	91398154.0	loss	6	110	lscc
862	91954966.0	92103384.0	gain	45	110	lscc
862	91954966.0	92103384.0	loss	7	110	lscc
102724710	92565442.0	92655493.0	gain	45	110	lscc
102724710	92565442.0	92655493.0	loss	7	110	lscc
441369	92712961.0	92786059.0	gain	45	110	lscc
441369	92712961.0	92786059.0	loss	7	110	lscc
286144	92883533.0	93017664.0	gain	45	110	lscc
286144	92883533.0	93017664.0	loss	7	110	lscc
102467005	93029750.0	93029838.0	gain	45	110	lscc
102467005	93029750.0	93029838.0	loss	7	110	lscc
389676	93134094.0	93166849.0	gain	45	110	lscc
389676	93134094.0	93166849.0	loss	7	110	lscc
642924	93346466.0	93700432.0	gain	45	110	lscc
642924	93346466.0	93700432.0	loss	7	110	lscc
137392	93700549.0	93731526.0	gain	45	110	lscc
137392	93700549.0	93731526.0	loss	7	110	lscc
389677	93728154.0	93741008.0	gain	45	110	lscc
389677	93728154.0	93741008.0	loss	5	110	lscc
55472	93740110.0	93740818.0	gain	45	110	lscc
55472	93740110.0	93740818.0	loss	5	110	lscc
91147	93754843.0	93832652.0	gain	45	110	lscc
91147	93754843.0	93832652.0	loss	5	110	lscc
100616169	93916021.0	93916118.0	gain	45	110	lscc
100616169	93916021.0	93916118.0	loss	5	110	lscc
54704	93916922.0	93926067.0	gain	45	110	lscc
54704	93916922.0	93926067.0	loss	5	110	lscc
1015	94127161.0	94217277.0	gain	45	110	lscc
1015	94127161.0	94217277.0	loss	5	110	lscc
2669	94249252.0	94262318.0	gain	45	110	lscc
2669	94249252.0	94262318.0	loss	5	110	lscc
25788	94371959.0	94475114.0	gain	45	110	lscc
25788	94371959.0	94475114.0	loss	5	110	lscc
100861412	94427715.0	94436943.0	gain	45	110	lscc
100861412	94427715.0	94436943.0	loss	5	110	lscc
25962	94487688.0	94553468.0	gain	45	110	lscc
25962	94487688.0	94553468.0	loss	6	110	lscc
100288748	94637284.0	94639466.0	gain	45	110	lscc
100288748	94637284.0	94639466.0	loss	6	110	lscc
54845	94641173.0	94707465.0	gain	45	110	lscc
54845	94641173.0	94707465.0	loss	6	110	lscc
286148	94719899.0	94793835.0	gain	45	110	lscc
286148	94719899.0	94793835.0	loss	5	110	lscc
55656	94823286.0	94881745.0	gain	45	110	lscc
55656	94823286.0	94881745.0	loss	5	110	lscc
9134	94880223.0	94896692.0	gain	45	110	lscc
9134	94880223.0	94896692.0	loss	5	110	lscc
137682	94895798.0	95118495.0	gain	45	110	lscc
137682	94895798.0	95118495.0	loss	5	110	lscc
94241	94925971.0	94949377.0	gain	45	110	lscc
94241	94925971.0	94949377.0	loss	5	110	lscc
105375650	95066807.0	95073181.0	gain	45	110	lscc
105375650	95066807.0	95073181.0	loss	5	110	lscc
100500907	95072910.0	95072995.0	gain	45	110	lscc
100500907	95072910.0	95072995.0	loss	5	110	lscc
100422964	95072913.0	95072992.0	gain	45	110	lscc
100422964	95072913.0	95072992.0	loss	5	110	lscc
79666	95133784.0	95156684.0	gain	45	110	lscc
79666	95133784.0	95156684.0	loss	5	110	lscc
619344	95207006.0	95216373.0	gain	45	110	lscc
619344	95207006.0	95216373.0	loss	5	110	lscc
157657	95244912.0	95269200.0	gain	45	110	lscc
157657	95244912.0	95269200.0	loss	5	110	lscc
100616530	95268835.0	95810142.0	gain	45	110	lscc
100616530	95268835.0	95810142.0	loss	5	110	lscc
100500773	95946983.0	95948347.0	gain	45	110	lscc
100500773	95946983.0	95948347.0	loss	5	110	lscc
392255	96142332.0	96160805.0	gain	45	110	lscc
392255	96142332.0	96160805.0	loss	5	110	lscc
7381	96222946.0	96235544.0	gain	45	110	lscc
7381	96222946.0	96235544.0	loss	5	110	lscc
51001	96239397.0	96261612.0	gain	45	110	lscc
51001	96239397.0	96261612.0	loss	5	110	lscc
9791	96261901.0	96336994.0	gain	45	110	lscc
9791	96261901.0	96336994.0	loss	5	110	lscc
102724804	96371925.0	96387437.0	gain	45	110	lscc
102724804	96371925.0	96387437.0	loss	5	110	lscc
6383	96493812.0	96611789.0	gain	46	110	lscc
6383	96493812.0	96611789.0	loss	4	110	lscc
10404	96645241.0	97143500.0	gain	46	110	lscc
10404	96645241.0	97143500.0	loss	4	110	lscc
101927066	96951863.0	97446496.0	gain	46	110	lscc
101927066	96951863.0	97446496.0	loss	4	110	lscc
85453	97273487.0	97277927.0	gain	46	110	lscc
85453	97273487.0	97277927.0	loss	4	110	lscc
92140	97644183.0	97730259.0	gain	46	110	lscc
92140	97644183.0	97730259.0	loss	4	110	lscc
55353	97775787.0	97853012.0	gain	46	110	lscc
55353	97775787.0	97853012.0	loss	4	110	lscc
4147	97869063.0	98036723.0	gain	46	110	lscc
4147	97869063.0	98036723.0	loss	4	110	lscc
6156	98041720.0	98045544.0	gain	46	110	lscc
6156	98041720.0	98045544.0	loss	4	110	lscc
26775	98042085.0	98042216.0	gain	46	110	lscc
26775	98042085.0	98042216.0	loss	4	110	lscc
203111	98064567.0	98093608.0	gain	46	110	lscc
203111	98064567.0	98093608.0	loss	4	110	lscc
10247	98102343.0	98117170.0	gain	46	110	lscc
10247	98102343.0	98117170.0	loss	4	110	lscc
10940	98117292.0	98159834.0	gain	46	110	lscc
10940	98117292.0	98159834.0	loss	4	110	lscc
79815	98189825.0	98294234.0	gain	46	110	lscc
79815	98189825.0	98294234.0	loss	4	110	lscc
6788	98343974.0	98942609.0	gain	46	110	lscc
6788	98343974.0	98942609.0	loss	4	110	lscc
3788	98426957.0	98432852.0	gain	46	110	lscc
3788	98426957.0	98432852.0	loss	4	110	lscc
116039	98944441.0	98952099.0	gain	46	110	lscc
116039	98944441.0	98952099.0	loss	4	110	lscc
157680	99013273.0	99877579.0	gain	46	110	lscc
157680	99013273.0	99877579.0	loss	4	110	lscc
693184	99536635.0	99536729.0	gain	46	110	lscc
693184	99536635.0	99536729.0	loss	4	110	lscc
100126309	99536785.0	99536860.0	gain	46	110	lscc
100126309	99536785.0	99536860.0	loss	4	110	lscc
1345	99877864.0	99893706.0	gain	47	110	lscc
1345	99877864.0	99893706.0	loss	4	110	lscc
26166	99960935.0	100106048.0	gain	49	110	lscc
26166	99960935.0	100106048.0	loss	4	110	lscc
100302165	100023981.0	100024083.0	gain	49	110	lscc
100302165	100023981.0	100024083.0	loss	4	110	lscc
286151	100133350.0	100150568.0	gain	49	110	lscc
286151	100133350.0	100150568.0	loss	4	110	lscc
5440	100150635.0	100154002.0	gain	49	110	lscc
5440	100150635.0	100154002.0	loss	4	110	lscc
6674	100158037.0	100241903.0	gain	49	110	lscc
6674	100158037.0	100241903.0	loss	4	110	lscc
25897	100257066.0	100336203.0	gain	50	110	lscc
25897	100257066.0	100336203.0	loss	3	110	lscc
100616451	100382762.0	100382844.0	gain	50	110	lscc
100616451	100382762.0	100382844.0	loss	3	110	lscc
157567	100509751.0	100559758.0	gain	50	110	lscc
157567	100509751.0	100559758.0	loss	3	110	lscc
169166	100572873.0	100663584.0	gain	50	110	lscc
169166	100572873.0	100663584.0	loss	3	110	lscc
26986	100702915.0	100722087.0	gain	51	110	lscc
26986	100702915.0	100722087.0	loss	3	110	lscc
102466854	100702967.0	100703023.0	gain	50	110	lscc
102466854	100702967.0	100703023.0	loss	3	110	lscc
7534	100916522.0	100953381.0	gain	51	110	lscc
7534	100916522.0	100953381.0	loss	3	110	lscc
441374	101052053.0	101076250.0	gain	51	110	lscc
441374	101052053.0	101076250.0	loss	3	110	lscc
51123	101197051.0	101206221.0	gain	51	110	lscc
51123	101197051.0	101206221.0	loss	3	110	lscc
83955	101368892.0	101369594.0	gain	51	110	lscc
83955	101368892.0	101369594.0	loss	3	110	lscc
79977	101492438.0	101681199.0	gain	51	110	lscc
79977	101492438.0	101681199.0	loss	3	110	lscc
83988	101686541.0	102124906.0	gain	51	110	lscc
83988	101686541.0	102124906.0	loss	3	110	lscc
104054148	101984431.0	101994849.0	gain	51	110	lscc
104054148	101984431.0	101994849.0	loss	3	110	lscc
100847001	102125431.0	102125514.0	gain	51	110	lscc
100847001	102125431.0	102125514.0	loss	3	110	lscc
50484	102204500.0	102238960.0	gain	51	110	lscc
50484	102204500.0	102238960.0	loss	3	110	lscc
101927221	102239450.0	102252173.0	gain	51	110	lscc
101927221	102239450.0	102252173.0	loss	3	110	lscc
51366	102252272.0	102412699.0	gain	51	110	lscc
51366	102252272.0	102412699.0	loss	4	110	lscc
4956	102551588.0	102561017.0	gain	51	110	lscc
4956	102551588.0	102561017.0	loss	3	110	lscc
7071	102648783.0	102655724.0	gain	51	110	lscc
7071	102648783.0	102655724.0	loss	3	110	lscc
51582	102826301.0	102864199.0	gain	51	110	lscc
51582	102826301.0	102864199.0	loss	3	110	lscc
100506753	102864270.0	102977875.0	gain	51	110	lscc
100506753	102864270.0	102977875.0	loss	3	110	lscc
528	103021082.0	103073050.0	gain	51	110	lscc
528	103021082.0	103073050.0	loss	3	110	lscc
157556	103132962.0	103141341.0	gain	51	110	lscc
157556	103132962.0	103141341.0	loss	3	110	lscc
79870	103140724.0	103230304.0	gain	51	110	lscc
79870	103140724.0	103230304.0	loss	3	110	lscc
100422992	103154613.0	103154688.0	gain	51	110	lscc
100422992	103154613.0	103154688.0	loss	3	110	lscc
100499183	103156989.0	103172139.0	gain	51	110	lscc
100499183	103156989.0	103172139.0	loss	3	110	lscc
8323	103298493.0	103332865.0	gain	51	110	lscc
8323	103298493.0	103332865.0	loss	3	110	lscc
115908	103371537.0	103382988.0	gain	51	110	lscc
115908	103371537.0	103382988.0	loss	3	110	lscc
81034	103398637.0	103415106.0	gain	51	110	lscc
81034	103398637.0	103415106.0	loss	3	110	lscc
25879	103415385.0	103443452.0	gain	51	110	lscc
25879	103415385.0	103443452.0	loss	3	110	lscc
9699	103500609.0	104256093.0	gain	52	110	lscc
9699	103500609.0	104256093.0	loss	3	110	lscc
81501	104339795.0	104356688.0	gain	52	110	lscc
81501	104339795.0	104356688.0	loss	3	110	lscc
1807	104379430.0	104467054.0	gain	52	110	lscc
1807	104379430.0	104467054.0	loss	3	110	lscc
693127	104484368.0	104484464.0	gain	52	110	lscc
693127	104484368.0	104484464.0	loss	3	110	lscc
29967	104489235.0	104589257.0	gain	52	110	lscc
29967	104489235.0	104589257.0	loss	3	110	lscc
23414	105318437.0	105804538.0	gain	52	110	lscc
23414	105318437.0	105804538.0	loss	3	110	lscc
102723356	105780409.0	106060502.0	gain	52	110	lscc
102723356	105780409.0	106060502.0	loss	3	110	lscc
55074	106270177.0	106752693.0	gain	52	110	lscc
55074	106270177.0	106752693.0	loss	3	110	lscc
137735	106759482.0	106770243.0	gain	52	110	lscc
137735	106759482.0	106770243.0	loss	3	110	lscc
284	107249481.0	107497917.0	gain	52	110	lscc
284	107249481.0	107497917.0	loss	3	110	lscc
340419	107899315.0	108083619.0	gain	52	110	lscc
340419	107899315.0	108083619.0	loss	3	110	lscc
3646	108201215.0	108248716.0	gain	52	110	lscc
3646	108201215.0	108248716.0	loss	3	110	lscc
9694	108443623.0	108489195.0	gain	52	110	lscc
9694	108443623.0	108489195.0	loss	3	110	lscc
157753	108606849.0	108787593.0	gain	52	110	lscc
157753	108606849.0	108787593.0	loss	3	110	lscc
7201	109086584.0	109121564.0	gain	52	110	lscc
7201	109086584.0	109121564.0	loss	3	110	lscc
84955	109240918.0	109334086.0	gain	54	110	lscc
84955	109240918.0	109334086.0	loss	4	110	lscc
56943	109334346.0	109345953.0	gain	54	110	lscc
56943	109334346.0	109345953.0	loss	3	110	lscc
93035	109362460.0	109537206.0	gain	54	110	lscc
93035	109362460.0	109537206.0	loss	4	110	lscc
9166	109539701.0	109565995.0	gain	54	110	lscc
9166	109539701.0	109565995.0	loss	4	110	lscc
55638	109573977.0	109691599.0	gain	54	110	lscc
55638	109573977.0	109691599.0	loss	4	110	lscc
100132813	109644128.0	109650727.0	gain	53	110	lscc
100132813	109644128.0	109650727.0	loss	4	110	lscc
27012	109963635.0	109975770.0	gain	53	110	lscc
27012	109963635.0	109975770.0	loss	4	110	lscc
101927459	110937689.0	111027432.0	gain	53	110	lscc
101927459	110937689.0	111027432.0	loss	4	110	lscc
101927487	111098960.0	111236202.0	gain	53	110	lscc
101927487	111098960.0	111236202.0	loss	4	110	lscc
114788	112222927.0	113436938.0	gain	53	110	lscc
114788	112222927.0	113436938.0	loss	4	110	lscc
100302225	112643492.0	112643582.0	gain	52	110	lscc
100302225	112643492.0	112643582.0	loss	5	110	lscc
7227	115408495.0	115668974.0	gain	57	110	lscc
7227	115408495.0	115668974.0	loss	4	110	lscc
100859921	115950510.0	116325058.0	gain	57	110	lscc
100859921	115950510.0	116325058.0	loss	4	110	lscc
8667	116642129.0	116766373.0	gain	59	110	lscc
8667	116642129.0	116766373.0	loss	4	110	lscc
105375713	116652099.0	116654624.0	gain	58	110	lscc
105375713	116652099.0	116654624.0	loss	4	110	lscc
84294	116766523.0	116774683.0	gain	59	110	lscc
84294	116766523.0	116774683.0	loss	4	110	lscc
5885	116845933.0	116874775.0	gain	59	110	lscc
5885	116845933.0	116874775.0	loss	4	110	lscc
644660	116874423.0	116876867.0	gain	59	110	lscc
644660	116874423.0	116876867.0	loss	4	110	lscc
100500914	116874727.0	116874799.0	gain	59	110	lscc
100500914	116874727.0	116874799.0	loss	4	110	lscc
441376	116938206.0	116944486.0	gain	59	110	lscc
441376	116938206.0	116944486.0	loss	4	110	lscc
169026	116950216.0	117176713.0	gain	59	110	lscc
