Name	lscc_Database_ID	brca_Database_ID	luad_Database_ID	ovarian_Database_ID	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue
HNRNPC	NP_001070910.1	NP_001070911.1	NP_001070911.1|NP_001013653.1|NP_001139653.1|NP_001130033.3	NP_001070911	0.00037764630928135154	0.0011028482341528608	0.02891283774521448	0.0008458149291513972	0.0013478464577019145	0.0007259481522894828
HNRNPC	NP_001070911.1|NP_001013653.1|NP_001139653.1|NP_001130033.3	NP_001070911.1	NP_001070910.1	NP_001070910	0.00037764630928135154	0.0011028482341528608	0.02891283774521448	0.001779088382523933	0.0013115165235954966	0.0007332882913296795
HNRNPC	NP_001070911.1|NP_001013653.1|NP_001139653.1|NP_001130033.3	NP_001070911.1	NP_001070910.1	NP_001070911	0.00037764630928135154	0.0011028482341528608	0.02891283774521448	0.001779088382523933	0.0013115165235954966	0.0007259481522894828
HNRNPC	NP_001070911.1|NP_001013653.1|NP_001139653.1|NP_001130033.3	NP_001070911.1	NP_001070911.1|NP_001013653.1|NP_001139653.1|NP_001130033.3	NP_001070910	0.00037764630928135154	0.0011028482341528608	0.02891283774521448	0.001779088382523933	0.0013478464577019145	0.0007332882913296795
HNRNPC	NP_001070911.1|NP_001013653.1|NP_001139653.1|NP_001130033.3	NP_001070911.1	NP_001070911.1|NP_001013653.1|NP_001139653.1|NP_001130033.3	NP_001070911	0.00037764630928135154	0.0011028482341528608	0.02891283774521448	0.001779088382523933	0.0013478464577019145	0.0007259481522894828
HNRNPD	NP_001003810.1|NP_112737.1	NP_001003810.1|NP_112737.1	NP_001003810.1|NP_112737.1	NP_001003810	0.0004426831573889546	0.0034642053163331473	0.0030047345763944905	0.00269737611962613	0.0012686912043590045	0.0005443678079350789
HNRNPD	NP_001003810.1|NP_112737.1	NP_001003810.1|NP_112737.1	NP_001003810.1|NP_112737.1	NP_112738	0.0004426831573889546	0.0034642053163331473	0.0030047345763944905	0.00269737611962613	0.0012686912043590045	0.0005621803136885989
HNRNPD	NP_001003810.1|NP_112737.1	NP_001003810.1|NP_112737.1	NP_002129.2|NP_112738.1	NP_001003810	0.0004426831573889546	0.0034642053163331473	0.0030047345763944905	0.00269737611962613	0.001213500939133379	0.0005443678079350789
HNRNPD	NP_001003810.1|NP_112737.1	NP_001003810.1|NP_112737.1	NP_002129.2|NP_112738.1	NP_112738	0.0004426831573889546	0.0034642053163331473	0.0030047345763944905	0.00269737611962613	0.001213500939133379	0.0005621803136885989
HNRNPD	NP_002129.2|NP_112738.1	NP_001003810.1|NP_112737.1	NP_001003810.1|NP_112737.1	NP_001003810	0.0004426831573889546	0.0034642053163331473	0.0030047345763944905	0.0008458149291513972	0.0012686912043590045	0.0005443678079350789
HNRNPD	NP_002129.2|NP_112738.1	NP_001003810.1|NP_112737.1	NP_001003810.1|NP_112737.1	NP_112738	0.0004426831573889546	0.0034642053163331473	0.0030047345763944905	0.0008458149291513972	0.0012686912043590045	0.0005621803136885989
HNRNPD	NP_002129.2|NP_112738.1	NP_001003810.1|NP_112737.1	NP_002129.2|NP_112738.1	NP_001003810	0.0004426831573889546	0.0034642053163331473	0.0030047345763944905	0.0008458149291513972	0.001213500939133379	0.0005443678079350789
HNRNPD	NP_002129.2|NP_112738.1	NP_001003810.1|NP_112737.1	NP_002129.2|NP_112738.1	NP_112738	0.0004426831573889546	0.0034642053163331473	0.0030047345763944905	0.0008458149291513972	0.001213500939133379	0.0005621803136885989
HNRNPD	NP_001003810.1|NP_112737.1	NP_002129.2|NP_112738.1	NP_001003810.1|NP_112737.1	NP_001003810	0.00037764630928135154	0.0034642053163331473	0.0030047345763944905	0.00269737611962613	0.0012686912043590045	0.0005443678079350789
HNRNPD	NP_001003810.1|NP_112737.1	NP_002129.2|NP_112738.1	NP_001003810.1|NP_112737.1	NP_112738	0.00037764630928135154	0.0034642053163331473	0.0030047345763944905	0.00269737611962613	0.0012686912043590045	0.0005621803136885989
HNRNPD	NP_001003810.1|NP_112737.1	NP_002129.2|NP_112738.1	NP_002129.2|NP_112738.1	NP_001003810	0.00037764630928135154	0.0034642053163331473	0.0030047345763944905	0.00269737611962613	0.001213500939133379	0.0005443678079350789
HNRNPD	NP_001003810.1|NP_112737.1	NP_002129.2|NP_112738.1	NP_002129.2|NP_112738.1	NP_112738	0.00037764630928135154	0.0034642053163331473	0.0030047345763944905	0.00269737611962613	0.001213500939133379	0.0005621803136885989
HNRNPD	NP_002129.2|NP_112738.1	NP_002129.2|NP_112738.1	NP_001003810.1|NP_112737.1	NP_001003810	0.00037764630928135154	0.0034642053163331473	0.0030047345763944905	0.0008458149291513972	0.0012686912043590045	0.0005443678079350789
HNRNPD	NP_002129.2|NP_112738.1	NP_002129.2|NP_112738.1	NP_001003810.1|NP_112737.1	NP_112738	0.00037764630928135154	0.0034642053163331473	0.0030047345763944905	0.0008458149291513972	0.0012686912043590045	0.0005621803136885989
HNRNPD	NP_002129.2|NP_112738.1	NP_002129.2|NP_112738.1	NP_002129.2|NP_112738.1	NP_001003810	0.00037764630928135154	0.0034642053163331473	0.0030047345763944905	0.0008458149291513972	0.001213500939133379	0.0005443678079350789
HNRNPD	NP_002129.2|NP_112738.1	NP_002129.2|NP_112738.1	NP_002129.2|NP_112738.1	NP_112738	0.00037764630928135154	0.0034642053163331473	0.0030047345763944905	0.0008458149291513972	0.001213500939133379	0.0005621803136885989
HNRNPDL	NP_001193929.1|NP_112740.1	NP_001193929.1|NP_112740.1	NP_001193929.1|NP_112740.1	NP_112740	0.0005679950992766961	0.021621703461767134	0.002879505705338376	0.0025467331329987256	0.001242246027263085	0.0005082479471238339
HNRNPF	NP_001091674.1	NP_001091678.1	NP_001091674.1	NP_001091678	0.06795328621952139	0.0011320428219593922	0.0027261052027426143	0.001069182723812889	0.004129081524493776	0.0014618845286937165
HNRNPH1	NP_001351154.1|NP_001351160.1|NP_001244222.1|NP_001351173.1|NP_001351159.1|NP_001351170.1|NP_001351169.1|NP_001351175.1|NP_001350501.1|NP_001351177.1|NP_001351179.1|NP_001351180.1|NP_001351183.1	NP_001244222.1		NP_001244222	0.003310635387065099	0.0012719653194433972	0.005149829152071306	0.0014116880518691296		0.0006847677474559929
HNRNPH2	NP_001027565.1	NP_001027565.1	NP_001027565.1	NP_001027565	0.0005275829227873035	0.0032468849753275204	0.007823709711415496	0.0012579307956123993	0.001486156122003156	0.0011702626595365188
HNRNPH3	NP_001309363.1|NP_001309374.1|NP_001309373.1|NP_001309380.1	NP_001309363.1|NP_001309374.1|NP_001309373.1|NP_001309380.1		NP_001309363	0.0013328891503843559	0.04924204785723466	0.02385780737031403	0.0026253122243813237		0.011705816423526047
HNRNPH3	NP_001309371.1|NP_001309379.1	NP_001309363.1|NP_001309374.1|NP_001309373.1|NP_001309380.1		NP_001309363	0.0013328891503843559	0.04924204785723466	0.02385780737031403	0.0008458149291513972		0.011705816423526047
HNRNPK	NP_001305116.1|NP_001305115.1	NP_001305116.1|NP_001305115.1	NP_001305116.1|NP_001305115.1	NP_001305115	0.008156438780149372	0.0012086802683390937	0.01812188958612928	0.00190148953359832	0.0012102404457605773	0.0005082479471238339
HNRNPK	NP_001305116.1|NP_001305115.1	NP_001305116.1|NP_001305115.1	NP_001305116.1|NP_001305115.1	NP_112553	0.008156438780149372	0.0012086802683390937	0.01812188958612928	0.00190148953359832	0.0012102404457605773	0.0005082479471238339
HNRNPK	NP_002131.2|NP_001305117.1	NP_001305116.1|NP_001305115.1	NP_001305116.1|NP_001305115.1	NP_001305115	0.008156438780149372	0.0012086802683390937	0.01812188958612928	0.010393115209057875	0.0012102404457605773	0.0005082479471238339
HNRNPK	NP_002131.2|NP_001305117.1	NP_001305116.1|NP_001305115.1	NP_001305116.1|NP_001305115.1	NP_112553	0.008156438780149372	0.0012086802683390937	0.01812188958612928	0.010393115209057875	0.0012102404457605773	0.0005082479471238339
HNRNPLL	NP_612403.2|NP_001136122.1	NP_612403.2|NP_001136122.1	NP_612403.2|NP_001136122.1	NP_001136122	0.0004992158940129241	0.0012498467288508653	0.003291104187928696	0.007646190254074207	0.003084762153144071	0.000668480956661658
HNRNPM	NP_001284347.1	NP_005959.2|NP_112480.2	NP_001284347.1	NP_001284347	0.0022816277309056945	0.004754772741095025	0.002185495231761614	0.0008458149291513972	0.0017408243540142977	0.0005082479471238339
HNRNPM	NP_001284347.1	NP_005959.2|NP_112480.2	NP_001284347.1	NP_005959	0.0022816277309056945	0.004754772741095025	0.002185495231761614	0.0008458149291513972	0.0017408243540142977	0.0005082479471238339
HNRNPM	NP_005959.2|NP_112480.2	NP_005959.2|NP_112480.2	NP_001284347.1	NP_001284347	0.0022816277309056945	0.004754772741095025	0.002185495231761614	0.0010158946365702978	0.0017408243540142977	0.0005082479471238339
HNRNPM	NP_005959.2|NP_112480.2	NP_005959.2|NP_112480.2	NP_001284347.1	NP_005959	0.0022816277309056945	0.004754772741095025	0.002185495231761614	0.0010158946365702978	0.0017408243540142977	0.0005082479471238339
HNRNPR	NP_001095868.1|NP_001095869.1	NP_001095868.1|NP_001095869.1	NP_001095868.1|NP_001095869.1	NP_001095868	0.0004878376284125016	0.0010930779504217576	0.0023932863703825533	0.0054985258930758795	0.007300899284054333	0.0005082479471238339
HNRNPR	NP_001095868.1|NP_001095869.1	NP_001095868.1|NP_001095869.1	NP_001095868.1|NP_001095869.1	NP_005817	0.0004878376284125016	0.0010930779504217576	0.0023932863703825533	0.0054985258930758795	0.007300899284054333	0.0005082479471238339
HNRNPR	NP_001095868.1|NP_001095869.1	NP_001095868.1|NP_001095869.1	NP_001284550.1	NP_001095868	0.0004878376284125016	0.0010930779504217576	0.0023932863703825533	0.0054985258930758795	0.024436544766335486	0.0005082479471238339
HNRNPR	NP_001095868.1|NP_001095869.1	NP_001095868.1|NP_001095869.1	NP_001284550.1	NP_005817	0.0004878376284125016	0.0010930779504217576	0.0023932863703825533	0.0054985258930758795	0.024436544766335486	0.0005082479471238339
HNRNPR	NP_001284550.1	NP_001095868.1|NP_001095869.1	NP_001095868.1|NP_001095869.1	NP_001095868	0.0004878376284125016	0.0010930779504217576	0.0023932863703825533	0.0067793089795554085	0.007300899284054333	0.0005082479471238339
HNRNPR	NP_001284550.1	NP_001095868.1|NP_001095869.1	NP_001095868.1|NP_001095869.1	NP_005817	0.0004878376284125016	0.0010930779504217576	0.0023932863703825533	0.0067793089795554085	0.007300899284054333	0.0005082479471238339
HNRNPR	NP_001284550.1	NP_001095868.1|NP_001095869.1	NP_001284550.1	NP_001095868	0.0004878376284125016	0.0010930779504217576	0.0023932863703825533	0.0067793089795554085	0.024436544766335486	0.0005082479471238339
HNRNPR	NP_001284550.1	NP_001095868.1|NP_001095869.1	NP_001284550.1	NP_005817	0.0004878376284125016	0.0010930779504217576	0.0023932863703825533	0.0067793089795554085	0.024436544766335486	0.0005082479471238339
HNRNPU	NP_004492.2	NP_004492.2	NP_004492.2	NP_004492	0.000666769807789411	0.003660636395245211	0.002185495231761614	0.0008458149291513972	0.0063972449785814085	0.0019120853332878242
HNRNPU	NP_004492.2	NP_004492.2	NP_004492.2	NP_114032	0.000666769807789411	0.003660636395245211	0.002185495231761614	0.0008458149291513972	0.0063972449785814085	0.0018874337330457229
HNRNPU	NP_004492.2	NP_004492.2	NP_114032.2	NP_004492	0.000666769807789411	0.003660636395245211	0.002185495231761614	0.0008458149291513972	0.00541695884571105	0.0019120853332878242
HNRNPU	NP_004492.2	NP_004492.2	NP_114032.2	NP_114032	0.000666769807789411	0.003660636395245211	0.002185495231761614	0.0008458149291513972	0.00541695884571105	0.0018874337330457229
HNRNPU	NP_114032.2	NP_004492.2	NP_004492.2	NP_004492	0.000666769807789411	0.003660636395245211	0.002185495231761614	0.002893237166380184	0.0063972449785814085	0.0019120853332878242
HNRNPU	NP_114032.2	NP_004492.2	NP_004492.2	NP_114032	0.000666769807789411	0.003660636395245211	0.002185495231761614	0.002893237166380184	0.0063972449785814085	0.0018874337330457229
HNRNPU	NP_114032.2	NP_004492.2	NP_114032.2	NP_004492	0.000666769807789411	0.003660636395245211	0.002185495231761614	0.002893237166380184	0.00541695884571105	0.0019120853332878242
HNRNPU	NP_114032.2	NP_004492.2	NP_114032.2	NP_114032	0.000666769807789411	0.003660636395245211	0.002185495231761614	0.002893237166380184	0.00541695884571105	0.0018874337330457229
HNRNPU	NP_004492.2	NP_114032.2	NP_004492.2	NP_004492	0.000478548549550766	0.003660636395245211	0.002185495231761614	0.0008458149291513972	0.0063972449785814085	0.0019120853332878242
HNRNPU	NP_004492.2	NP_114032.2	NP_004492.2	NP_114032	0.000478548549550766	0.003660636395245211	0.002185495231761614	0.0008458149291513972	0.0063972449785814085	0.0018874337330457229
HNRNPU	NP_004492.2	NP_114032.2	NP_114032.2	NP_004492	0.000478548549550766	0.003660636395245211	0.002185495231761614	0.0008458149291513972	0.00541695884571105	0.0019120853332878242
HNRNPU	NP_004492.2	NP_114032.2	NP_114032.2	NP_114032	0.000478548549550766	0.003660636395245211	0.002185495231761614	0.0008458149291513972	0.00541695884571105	0.0018874337330457229
HNRNPU	NP_114032.2	NP_114032.2	NP_004492.2	NP_004492	0.000478548549550766	0.003660636395245211	0.002185495231761614	0.002893237166380184	0.0063972449785814085	0.0019120853332878242
HNRNPU	NP_114032.2	NP_114032.2	NP_004492.2	NP_114032	0.000478548549550766	0.003660636395245211	0.002185495231761614	0.002893237166380184	0.0063972449785814085	0.0018874337330457229
HNRNPU	NP_114032.2	NP_114032.2	NP_114032.2	NP_004492	0.000478548549550766	0.003660636395245211	0.002185495231761614	0.002893237166380184	0.00541695884571105	0.0019120853332878242
HNRNPU	NP_114032.2	NP_114032.2	NP_114032.2	NP_114032	0.000478548549550766	0.003660636395245211	0.002185495231761614	0.002893237166380184	0.00541695884571105	0.0018874337330457229
HNRNPUL1	NP_008971.2|NP_001287945.1|NP_001308137.1	NP_008971.2|NP_001287945.1|NP_001308137.1	NP_008971.2|NP_001287945.1|NP_001308137.1	NP_008971	0.001329790441771343	0.003601087003240006	0.0024927466749321892	0.0008458149291513972	0.0012065840386939332	0.016131967555251432
HNRNPUL2	NP_001073027.1	NP_001073027.1	NP_001073027.1	NP_001073027	0.00037764630928135154	0.008958115130497981	0.002283063080351494	0.0014993207434204037	0.002033687777930328	0.0036911318372488044
HOMER1	NP_004263.1|NP_001264006.1|NP_001264007.1	NP_004263.1|NP_001264006.1|NP_001264007.1	NP_004263.1|NP_001264006.1|NP_001264007.1	NP_004263	0.00039064436292420083	0.012409052431943686	0.029094348804682445	0.0008458149291513972	0.020151438769258817	0.0010483171357507197
HOMER2	NP_955362.1|NP_004830.2	NP_955362.1|NP_004830.2	NP_955362.1|NP_004830.2	NP_955362	0.0060125720122918		0.002460630838968137	0.002965724556440007	0.0016002286913431418	0.005339230539840383
HOMER3	NP_001139194.1|NP_001139193.1|NP_001139196.1	NP_001139194.1|NP_001139193.1|NP_001139196.1	NP_001139194.1|NP_001139193.1|NP_001139196.1	NP_001139193	0.000655661738660944	0.0010930779504217576	0.02942040659172072	0.001367841497328303	0.0012475369385521627	0.0007365461963179238
HOMEZ	NP_065885.2	NP_065885.2	NP_065885.2	NP_065885	0.00037764630928135154		0.0024213783799305923	0.009983501452902433	0.0012169400112527983	0.0014533906469084937
HOOK1	NP_056972.1	NP_056972.1	NP_056972.1	NP_056972	0.0011772977060350873	0.028056319862507968		0.0022532398290411124	0.0350730072236944	0.0005363769572373442
HOOK2	NP_001093646.1|NP_037444.2	NP_001093646.1|NP_037444.2	NP_001093646.1|NP_037444.2	NP_001093646	0.010339312235853852	0.027467420381907047	0.002185495231761614	0.0008939761426659606	0.0012065840386939332	0.0008736683434221385
HOOK3	NP_115786.1	NP_115786.1	NP_115786.1	NP_115786	0.00037764630928135154	0.004651470558237039	0.002721408102970408	0.0008458149291513972	0.002079564671355568	0.0021044061969959058
HOPX	NP_001138931.1|NP_115884.4	NP_631958.1|NP_115884.4	NP_001138931.1|NP_115884.4	NP_115884	0.00037764630928135154	0.00261740424198085	0.002185495231761614	0.0037283184161457784	0.02237472771283832	0.003936255152224102
HOXB4	NP_076920.1	NP_076920.1	NP_076920.1|NP_055435.2	NP_076920	0.005867663605307359		0.015508695064622527	0.0016806159538405618	0.0012169400112527983	0.0005082479471238339
HOXB6		NP_061825.2		NP_061825	0.0003795357812329768					0.0009990503523557947
HOXB7	NP_004493.3	NP_004493.3		NP_004493	0.0005809921945617499	0.019074153639280927	0.0023583473438887792	0.005010956041581614		0.0009542368643741315
HOXC10		NP_059105.2|NP_076922.1|NP_061824.3|NP_002139.2|NP_689952.1|NP_005514.1|NP_067015.2			0.003161659783197272					
HOXD9		NP_055028.3		NP_055028	0.001989762333875343		0.002185495231761614			0.0005082479471238339
HP	NP_005134.1|NP_001305067.1|NP_001119574.1	NP_005134.1|NP_001305067.1|NP_001119574.1	NP_005134.1|NP_001305067.1|NP_001119574.1	NP_005134	0.005625594902177616	0.0011554310730111403	0.0024213783799305923	0.0008458149291513972	0.02724510636220791	0.01329183361950948
HP1BP3	NP_057371.2	NP_057371.2	NP_057371.2	NP_057371	0.0010421592956538518	0.003247984986903561	0.00874164512347795	0.04052081372349643	0.030660106984787373	0.0013086884274787073
HPCAL1	NP_001245286.1|NP_002134.2	NP_002140.2|NP_002134.2	NP_001245286.1|NP_002134.2	NP_002140	0.0007214063677319647	0.030110160392885423	0.040813331198730256	0.05514253787455006	0.0012065840386939332	0.0037077594870503897
HPD		NP_002141.1|NP_001165464.1			0.0004770349681884124					
HPDL		NP_116145.1		NP_116145	0.0007033547883067411	0.003716408331133569	0.0053829064302257645			0.0005258682299657439
HPF1	NP_060337.2	NP_060337.2	NP_060337.2	NP_060337	0.002577044729402246	0.04296403407333663	0.12821985204715858	0.0009720809015536084	0.0013074501176868517	0.0005934441371505323
HPGD	NP_000851.2|NP_001243235.1|NP_001139288.1|NP_001350503.1|NP_001243234.1|NP_001243230.1	NP_000851.2|NP_001139288.1|NP_001243235.1|NP_001243234.1|NP_001243230.1	NP_000851.2|NP_001139288.1|NP_001243235.1|NP_001350503.1|NP_001243234.1|NP_001243230.1	NP_000851	0.0023607288997073836	0.0011035410092015085	0.019897721953860522	0.0017450382534526234	0.0012065840386939332	0.0021067089893550034
HPGDS	NP_055300.1	NP_055300.1	NP_055300.1	NP_055300	0.0007542678429494368	0.0017789686785046124	0.16202802357846463	0.0012812305463471342	0.001630868193492178	0.007258241136694107
HPN	NP_002142.1	NP_002142.1	NP_002142.1	NP_002142	0.003540383616540382			0.0014715674462903255	0.010540946330803451	0.0006773124117708131
HPR	NP_066275.3	NP_066275.3	NP_066275.3	NP_066275	0.0005275829227873035	0.0013054228056096806	0.0028281836572993796	0.0010145857893974165	0.12216172248383385	0.01462049698654586
HPRT1	NP_000185.1	NP_000185.1	NP_000185.1	NP_000185	0.00044110192472110406	0.005285244858961159	0.10839623475296636	0.04267486778776994	0.0012065840386939332	0.0145225432531696
HPS3	NP_115759.2|NP_001295187.1	NP_115759.2|NP_001295187.1		NP_115759	0.0022267699906373508		0.004290452964323196	0.0010725375335824021		0.0017497364684115383
HPS4	NP_001336829.1|NP_001336825.1|NP_690054.1|NP_001336833.1|NP_001336831.1	NP_690054.1	NP_001336829.1|NP_001336825.1|NP_690054.1|NP_001336833.1|NP_001336831.1		0.005966651090988429		0.0325290431421968	0.0008458149291513972	0.04198793347632866	
HPS5	NP_852608.1|NP_009147.3	NP_852608.1|NP_009147.3	NP_852608.1|NP_009147.3	NP_009147	0.00037764630928135154		0.00439921016365915	0.0008698235309813529	0.019199948775336276	0.01756250994447117
HPS6	NP_079023.2	NP_079023.2	NP_079023.2	NP_079023	0.001087800540902713	0.0013940839516851438	0.0027882648196938973	0.0010453433036069378	0.004328934279144259	0.0005082479471238339
HPX	NP_000604.1	NP_000604.1	NP_000604.1	NP_000604	0.0005784043062743808	0.0019929748624486696	0.002185495231761614	0.0020019317498260435	0.03974282439913481	0.040863963323726826
HRG	NP_000403.1	NP_000403.1	NP_000403.1	NP_000403	0.00037764630928135154	0.001167970354086474	0.0022209563480653878	0.0014420613989438906	0.031641777032462196	0.02205540845554936
HRNR		NP_001009931.1	NP_001009931.1	NP_001009931	0.002416311653568246		0.002185495231761614		0.001745894950752067	0.0018909965037663516
HS1BP3	NP_071905.3	NP_071905.3	NP_071905.3	NP_071905	0.0182162977715366	0.0010930779504217576	0.05037486944144517	0.0008458149291513972	0.02767946838455885	0.0006846001288009246
HS2ST1	NP_036394.1|NP_001127964.1	NP_036394.1|NP_001127964.1	NP_036394.1|NP_001127964.1	NP_036394	0.0003966102610410858	0.00565946195673907	0.005981508957354949	0.0032073030512383494	0.0014697919899385558	0.0012459859190156444
HS6ST1	NP_004798.3	NP_004798.3|NP_703157.2|NP_006158.2	NP_004798.3	NP_004798	0.0017649820740014274		0.002185495231761614	0.010587742329045458	0.008560961774303051	0.0008845851663161522
HSBP1	NP_001528.1	NP_001528.1	NP_001528.1	NP_001528	0.0005629049291020798	0.0010930779504217576	0.002357165459214866	0.007520260902452143	0.025125957685005477	0.0007332882913296795
HSCB	NP_741999.3|NP_001305243.1|NP_001305244.1|NP_001305245.1	NP_741999.3|NP_001305243.1|NP_001305244.1|NP_001305245.1	NP_741999.3|NP_001305243.1|NP_001305244.1|NP_001305245.1	NP_741999	0.00037764630928135154	0.004704347735637967	0.02128871464674866	0.0027445307109939168	0.10713132798400785	0.008138900674305822
HSD11B2	NP_000187.3	NP_000187.3	NP_000187.3	NP_000187	0.00039089471377339686	0.0013299237375661024	0.002185495231761614	0.004131454213140848	0.0012065840386939332	0.000514199534413934
HSD17B10	NP_004484.1|NP_001032900.1	NP_004484.1|NP_001032900.1	NP_004484.1|NP_001032900.1	NP_004484	0.0018099511931791638	0.005596859556495794	0.009257582685510902	0.0011179664579841313	0.0015239329871608593	0.002785600263980924
HSD17B11	NP_057329.3	NP_057329.3	NP_057329.3	NP_057329	0.00037764630928135154	0.0024583659143468653	0.050475495504194966	0.04994810550997559	0.006170667697172466	0.0007250572823517276
HSD17B12	NP_057226.1	NP_057226.1	NP_057226.1	NP_057226	0.009119679006740945	0.004862602025894626	0.02149329781656383	0.001653292066031116	0.0018361940255993247	0.0005082479471238339
HSD17B4	NP_000405.1|NP_001186220.1|NP_001186221.1|NP_001278956.1|NP_001278957.1	NP_000405.1|NP_001186220.1|NP_001186221.1|NP_001278956.1|NP_001278957.1	NP_000405.1|NP_001186220.1|NP_001186221.1|NP_001278956.1|NP_001278957.1	NP_000405	0.00037764630928135154	0.0017904499230784025	0.006932607588608337	0.009979369124742838	0.08501008126869464	0.0005082479471238339
HSD17B7	NP_057455.1|NP_001291441.1|NP_001291442.1	NP_057455.1|NP_001291441.1|NP_001291442.1	NP_057455.1|NP_001291441.1|NP_001291442.1	NP_057455	0.00037764630928135154	0.0011611443155181585	0.004801499250676511	0.0010764718903125909	0.0012065840386939332	0.0005082479471238339
HSD17B8	NP_055049.1	NP_055049.1	NP_055049.1	NP_055049	0.0006173887096672968	0.011338055463368055	0.006061392193876874	0.02873369412857281	0.0013390267874902788	0.00118387029408968
HSD3B7	NP_079469.2|NP_001136249.1	NP_079469.2|NP_001136249.1	NP_079469.2|NP_001136249.1	NP_001136249	0.00038740994065699735		0.004818098881400296	0.0008458149291513972	0.0012095098158792323	0.0005449995497705909
HSDL1	NP_113651.4|NP_001139523.1	NP_113651.4|NP_001139523.1	NP_113651.4|NP_001139523.1	NP_113651	0.018432890199313115	0.0011091190865194572	0.005344837991588113	0.03126474145545262	0.01943255442546952	0.0005226138274373311
HSDL2	NP_115679.2|NP_001182751.1	NP_115679.2|NP_001182751.1	NP_115679.2|NP_001182751.1	NP_115679	0.00479335444605258	0.032787452236457126	0.002289832435553208	0.0008458149291513972	0.0013478464577019145	0.0005082479471238339
HSF1	NP_005517.1	NP_005517.1|NP_001035757.1|NP_001529.2	NP_005517.1|NP_001035757.1|NP_001529.2	NP_005517	0.00858136571250949	0.007457893598758505	0.06295579533982541	0.001059040941788317	0.03763267051329032	0.0008303889665088989
HSH2D	NP_116244.1|NP_001278203.1|NP_001339194.1|NP_001339195.1	NP_116244.1|NP_001278203.1	NP_116244.1|NP_001278203.1|NP_001339194.1|NP_001339195.1		0.00037778644631699125		0.003465796313328661	0.0025793999590839525	0.0012102404457605773	
HSP90AA1	NP_001017963.2|NP_005339.3	NP_001017963.2|NP_005339.3	NP_001017963.2|NP_005339.3	NP_001017963	0.002653511637047108	0.011213709360712839	0.5495442655285729	0.015033612241850151	0.0020106334596529272	0.0008069745185057453
HSP90AB1	NP_001258898.1|NP_001258901.1|NP_001258900.1	NP_001258899.1|NP_001258901.1|NP_001258900.1	NP_001258901.1	NP_001258899	0.00037913505365490616	0.008158742014170965	0.08070180212990732	0.0008458149291513972	0.006893113459271404	0.0014662989653436893
HSP90B1	NP_003290.1	NP_003290.1	NP_003290.1	NP_003290	0.00037764630928135154	0.13144684517146904	0.04207560825340763	0.0008458149291513972	0.07418856360596635	0.000514199534413934
HSPA12A	NP_079291.2|NP_001317093.1	NP_079291.2|NP_001317093.1	NP_079291.2|NP_001317093.1	NP_079291	0.0008133007755896525	0.0015188861141088902	0.002376464309685461	0.0008458149291513972	0.006287034557785145	0.000514199534413934
HSPA12B	NP_443202.3|NP_001184256.1|NP_001305251.1	NP_443202.3|NP_001184256.1|NP_001305251.1	NP_443202.3|NP_001184256.1|NP_001305251.1	NP_443202	0.0004907041909888046	0.0030541125380950077	0.008812039419409237	0.0012550955610072612	0.02999832894360398	0.0007647227088619235
HSPA13	NP_008879.3	NP_008879.3	NP_008879.3	NP_008879	0.023707124729395623	0.14034004272405556	0.012997399063033521	0.0008706276094645039	0.02164859769981633	0.000514199534413934
HSPA14	NP_057383.2|NP_001265134.1	NP_057383.2|NP_001265134.1	NP_057383.2|NP_001265134.1	NP_057383	0.0012526896600294996	0.05537705887900159	0.007944640091179928	0.0008726505701317302	0.006462395001607506	0.002640365812394843
HSPA1A	NP_005336.3	NP_005336.3	NP_005336.3	NP_005336	0.0018812815426458105	0.0015766698408657225	0.05977256005381334	0.0016854610664482701	0.03090297567056821	0.001004379029351954
HSPA1L	NP_005518.3	NP_005518.3	NP_005518.3	NP_005518	0.0003795357812329768	0.008703756555640898	0.002460630838968137	0.0008939761426659606	0.007094201402047079	0.0008208231370038717
HSPA2	NP_068814.2	NP_068814.2	NP_068814.2	NP_068814	0.00037764630928135154	0.011311852029780883	0.008878026904524007	0.0035677512759872605	0.0019030618136983602	0.0007250572823517276
HSPA4	NP_002145.3	NP_002145.3	NP_002145.3	NP_002145	0.0004376370987830538	0.001104697334698009	0.006208805101023722	0.0024552816362243515	0.0017077881042577893	0.0005082479471238339
HSPA4L		NP_001304310.1|NP_055093.2|NP_001304311.1|NP_001304312.1	NP_055093.2|NP_001304310.1|NP_001304311.1|NP_001304312.1	NP_001304310	0.0011901095228539949	0.33591841232020725	0.024445658365875807		0.007965636071639023	0.0011992950180427576
HSPA5	NP_005338.1	NP_005338.1	NP_005338.1	NP_005338	0.00037764630928135154	0.09669011579414963	0.0025647180455905167	0.0008458149291513972	0.04295753174737902	0.0005082479471238339
HSPA6	NP_002146.2	NP_002146.2	NP_002146.2	NP_002146	0.00037764630928135154	0.005427710893703366	0.003962828115971523	0.0014762074670259175	0.002486275683153848	0.0005175402027134085
HSPA8	NP_006588.1|NP_694881.1	NP_006588.1		NP_006588	0.04248951184659683	0.0012498467288508653	0.016148678578409535	0.005592206938804422		0.0005082479471238339
HSPA9	NP_004125.3	NP_004125.3	NP_004125.3	NP_004125	0.002286524286764131	0.0020513871272080484	0.21033127097794713	0.0008647142455975406	0.0017901463524297573	0.0020404094482678035
