	Name	Database_ID	start_bp	end_bp	variable	value	cancer_type_total_patients	cancer
11542	MICU3		17027238.0	17122642.0	gain	2	98	gbm
11543	MICU3	ENSG00000155970.11	17027238.0	17122642.0	gain	2	98	gbm
11544	MICU3	ENSG00000155970.7	17027238.0	17122642.0	gain	2	98	gbm
11545	MICU3		17027238.0	17122642.0	loss	5	98	gbm
11546	MICU3	ENSG00000155970.11	17027238.0	17122642.0	loss	5	98	gbm
11547	MICU3	ENSG00000155970.7	17027238.0	17122642.0	loss	5	98	gbm
11548	ZDHHC2	ENSG00000104219.12	17156482.0	17224799.0	gain	2	98	gbm
11549	ZDHHC2		17156482.0	17224799.0	gain	2	98	gbm
11550	ZDHHC2	ENSG00000104219.8	17156482.0	17224799.0	gain	2	98	gbm
11551	ZDHHC2	ENSG00000104219.12	17156482.0	17224799.0	loss	5	98	gbm
11552	ZDHHC2		17156482.0	17224799.0	loss	5	98	gbm
11553	ZDHHC2	ENSG00000104219.8	17156482.0	17224799.0	loss	5	98	gbm
11554	CNOT7	ENSG00000198791.7	17224966.0	17246878.0	gain	2	98	gbm
11555	CNOT7	ENSG00000198791.11	17224966.0	17246878.0	gain	2	98	gbm
11556	CNOT7		17224966.0	17246878.0	gain	2	98	gbm
11557	CNOT7	ENSG00000198791.7	17224966.0	17246878.0	loss	5	98	gbm
11558	CNOT7	ENSG00000198791.11	17224966.0	17246878.0	loss	5	98	gbm
11559	CNOT7		17224966.0	17246878.0	loss	5	98	gbm
11560	VPS37A		17246931.0	17302427.0	gain	2	98	gbm
11561	VPS37A	ENSG00000155975.5	17246931.0	17302427.0	gain	2	98	gbm
11562	VPS37A	ENSG00000155975.9	17246931.0	17302427.0	gain	2	98	gbm
11563	VPS37A		17246931.0	17302427.0	loss	5	98	gbm
11564	VPS37A	ENSG00000155975.5	17246931.0	17302427.0	loss	5	98	gbm
11565	VPS37A	ENSG00000155975.9	17246931.0	17302427.0	loss	5	98	gbm
11566	MTMR7	ENSG00000003987.13	17296794.0	17413528.0	gain	2	98	gbm
11567	MTMR7		17296794.0	17413528.0	gain	2	98	gbm
11568	MTMR7	ENSG00000003987.9	17296794.0	17413528.0	gain	2	98	gbm
11569	MTMR7	ENSG00000003987.13	17296794.0	17413528.0	loss	5	98	gbm
11570	MTMR7		17296794.0	17413528.0	loss	5	98	gbm
11571	MTMR7	ENSG00000003987.9	17296794.0	17413528.0	loss	5	98	gbm
11572	SLC7A2	ENSG00000003989.17	17497088.0	17570573.0	gain	2	98	gbm
11573	SLC7A2	ENSG00000003989.12	17497088.0	17570573.0	gain	2	98	gbm
11574	SLC7A2		17497088.0	17570573.0	gain	2	98	gbm
11575	SLC7A2	ENSG00000003989.17	17497088.0	17570573.0	loss	5	98	gbm
11576	SLC7A2	ENSG00000003989.12	17497088.0	17570573.0	loss	5	98	gbm
11577	SLC7A2		17497088.0	17570573.0	loss	5	98	gbm
11578	PDGFRL		17576433.0	17644071.0	gain	2	98	gbm
11579	PDGFRL	ENSG00000104213.12	17576433.0	17644071.0	gain	2	98	gbm
11580	PDGFRL	ENSG00000104213.8	17576433.0	17644071.0	gain	2	98	gbm
11581	PDGFRL		17576433.0	17644071.0	loss	5	98	gbm
11582	PDGFRL	ENSG00000104213.12	17576433.0	17644071.0	loss	5	98	gbm
11583	PDGFRL	ENSG00000104213.8	17576433.0	17644071.0	loss	5	98	gbm
11584	MTUS1	ENSG00000129422.14	17643795.0	17800917.0	gain	2	98	gbm
11585	MTUS1	ENSG00000129422.9	17643795.0	17800917.0	gain	2	98	gbm
11586	MTUS1		17643795.0	17800917.0	gain	2	98	gbm
11587	MTUS1	ENSG00000129422.14	17643795.0	17800917.0	loss	5	98	gbm
11588	MTUS1	ENSG00000129422.9	17643795.0	17800917.0	loss	5	98	gbm
11589	MTUS1		17643795.0	17800917.0	loss	5	98	gbm
11590	FGL1		17864380.0	17910365.0	gain	2	98	gbm
11591	FGL1	ENSG00000104760.16	17864380.0	17910365.0	gain	2	98	gbm
11592	FGL1	ENSG00000104760.12	17864380.0	17910365.0	gain	2	98	gbm
11593	FGL1		17864380.0	17910365.0	loss	5	98	gbm
11594	FGL1	ENSG00000104760.16	17864380.0	17910365.0	loss	5	98	gbm
11595	FGL1	ENSG00000104760.12	17864380.0	17910365.0	loss	5	98	gbm
11596	PCM1		17922840.0	18029944.0	gain	2	98	gbm
11597	PCM1	ENSG00000078674.13	17922840.0	18029944.0	gain	2	98	gbm
11598	PCM1	ENSG00000078674.17	17922840.0	18029944.0	gain	2	98	gbm
11599	PCM1		17922840.0	18029944.0	loss	5	98	gbm
11600	PCM1	ENSG00000078674.13	17922840.0	18029944.0	loss	5	98	gbm
11601	PCM1	ENSG00000078674.17	17922840.0	18029944.0	loss	5	98	gbm
11602	ASAH1	ENSG00000104763.18	18055992.0	18084998.0	gain	2	98	gbm
11603	ASAH1	ENSG00000104763.13	18055992.0	18084998.0	gain	2	98	gbm
11604	ASAH1		18055992.0	18084998.0	gain	2	98	gbm
11605	ASAH1	ENSG00000104763.18	18055992.0	18084998.0	loss	5	98	gbm
11606	ASAH1	ENSG00000104763.13	18055992.0	18084998.0	loss	5	98	gbm
11607	ASAH1		18055992.0	18084998.0	loss	5	98	gbm
11608	NAT1	ENSG00000171428.9	18170477.0	18223689.0	gain	2	98	gbm
11609	NAT1	ENSG00000171428.13	18170477.0	18223689.0	gain	2	98	gbm
11610	NAT1		18170477.0	18223689.0	gain	2	98	gbm
11611	NAT1	ENSG00000171428.9	18170477.0	18223689.0	loss	5	98	gbm
11612	NAT1	ENSG00000171428.13	18170477.0	18223689.0	loss	5	98	gbm
11613	NAT1		18170477.0	18223689.0	loss	5	98	gbm
11614	NAT2		18391282.0	18401218.0	gain	2	98	gbm
11615	NAT2	ENSG00000156006.4	18391282.0	18401218.0	gain	2	98	gbm
11616	NAT2		18391282.0	18401218.0	loss	5	98	gbm
11617	NAT2	ENSG00000156006.4	18391282.0	18401218.0	loss	5	98	gbm
11618	PSD3	ENSG00000156011.16	18527303.0	19084730.0	gain	2	98	gbm
11619	PSD3	ENSG00000156011.12	18527303.0	19084730.0	gain	2	98	gbm
11620	PSD3		18527303.0	19084730.0	gain	2	98	gbm
11621	PSD3	ENSG00000156011.16	18527303.0	19084730.0	loss	5	98	gbm
11622	PSD3	ENSG00000156011.12	18527303.0	19084730.0	loss	5	98	gbm
11623	PSD3		18527303.0	19084730.0	loss	5	98	gbm
11624	SH2D4A	ENSG00000104611.11	19313693.0	19396218.0	gain	2	98	gbm
11625	SH2D4A	ENSG00000104611.7	19313693.0	19396218.0	gain	2	98	gbm
11626	SH2D4A		19313693.0	19396218.0	gain	2	98	gbm
11627	SH2D4A	ENSG00000104611.11	19313693.0	19396218.0	loss	5	98	gbm
11628	SH2D4A	ENSG00000104611.7	19313693.0	19396218.0	loss	5	98	gbm
11629	SH2D4A		19313693.0	19396218.0	loss	5	98	gbm
11630	CSGALNACT1	ENSG00000147408.10	19404161.0	19758029.0	gain	2	98	gbm
11631	CSGALNACT1		19404161.0	19758029.0	gain	2	98	gbm
11632	CSGALNACT1	ENSG00000147408.14	19404161.0	19758029.0	gain	2	98	gbm
11633	CSGALNACT1	ENSG00000147408.10	19404161.0	19758029.0	loss	5	98	gbm
11634	CSGALNACT1		19404161.0	19758029.0	loss	5	98	gbm
11635	CSGALNACT1	ENSG00000147408.14	19404161.0	19758029.0	loss	5	98	gbm
11636	INTS10	ENSG00000104613.11	19817391.0	19852083.0	gain	2	98	gbm
11637	INTS10		19817391.0	19852083.0	gain	2	98	gbm
11638	INTS10	ENSG00000104613.7	19817391.0	19852083.0	gain	2	98	gbm
11639	INTS10	ENSG00000104613.11	19817391.0	19852083.0	loss	5	98	gbm
11640	INTS10		19817391.0	19852083.0	loss	5	98	gbm
11641	INTS10	ENSG00000104613.7	19817391.0	19852083.0	loss	5	98	gbm
11642	LPL	ENSG00000175445.10	19901717.0	19967259.0	gain	2	98	gbm
11643	LPL		19901717.0	19967259.0	gain	2	98	gbm
11644	LPL	ENSG00000175445.14	19901717.0	19967259.0	gain	2	98	gbm
11645	LPL	ENSG00000175445.10	19901717.0	19967259.0	loss	5	98	gbm
11646	LPL		19901717.0	19967259.0	loss	5	98	gbm
11647	LPL	ENSG00000175445.14	19901717.0	19967259.0	loss	5	98	gbm
11648	SLC18A1		20144855.0	20183206.0	gain	2	98	gbm
11649	SLC18A1	ENSG00000036565.14	20144855.0	20183206.0	gain	2	98	gbm
11650	SLC18A1	ENSG00000036565.10	20144855.0	20183206.0	gain	2	98	gbm
11651	SLC18A1		20144855.0	20183206.0	loss	5	98	gbm
11652	SLC18A1	ENSG00000036565.14	20144855.0	20183206.0	loss	5	98	gbm
11653	SLC18A1	ENSG00000036565.10	20144855.0	20183206.0	loss	5	98	gbm
11654	ATP6V1B2	ENSG00000147416.10	20197381.0	20226819.0	gain	2	98	gbm
11655	ATP6V1B2	ENSG00000147416.6	20197381.0	20226819.0	gain	2	98	gbm
11656	ATP6V1B2		20197381.0	20226819.0	gain	2	98	gbm
11657	ATP6V1B2	ENSG00000147416.10	20197381.0	20226819.0	loss	5	98	gbm
11658	ATP6V1B2	ENSG00000147416.6	20197381.0	20226819.0	loss	5	98	gbm
11659	ATP6V1B2		20197381.0	20226819.0	loss	5	98	gbm
11660	LZTS1	ENSG00000061337.15	20246165.0	20303963.0	gain	2	98	gbm
11661	LZTS1	ENSG00000061337.11	20246165.0	20303963.0	gain	2	98	gbm
11662	LZTS1		20246165.0	20303963.0	gain	2	98	gbm
11663	LZTS1	ENSG00000061337.15	20246165.0	20303963.0	loss	5	98	gbm
11664	LZTS1	ENSG00000061337.11	20246165.0	20303963.0	loss	5	98	gbm
11665	LZTS1		20246165.0	20303963.0	loss	5	98	gbm
11666	GFRA2	ENSG00000168546.6	21690398.0	21812357.0	gain	2	98	gbm
11667	GFRA2		21690398.0	21812357.0	gain	2	98	gbm
11668	GFRA2	ENSG00000168546.10	21690398.0	21812357.0	gain	2	98	gbm
11669	GFRA2	ENSG00000168546.6	21690398.0	21812357.0	loss	5	98	gbm
11670	GFRA2		21690398.0	21812357.0	loss	5	98	gbm
11671	GFRA2	ENSG00000168546.10	21690398.0	21812357.0	loss	5	98	gbm
11672	DOK2	ENSG00000147443.8	21908873.0	21913690.0	gain	2	98	gbm
11673	DOK2	ENSG00000147443.12	21908873.0	21913690.0	gain	2	98	gbm
11674	DOK2		21908873.0	21913690.0	gain	2	98	gbm
11675	DOK2	ENSG00000147443.8	21908873.0	21913690.0	loss	5	98	gbm
11676	DOK2	ENSG00000147443.12	21908873.0	21913690.0	loss	5	98	gbm
11677	DOK2		21908873.0	21913690.0	loss	5	98	gbm
11678	XPO7		21919662.0	22006585.0	gain	2	98	gbm
11679	XPO7	ENSG00000130227.16	21919662.0	22006585.0	gain	2	98	gbm
11680	XPO7	ENSG00000130227.12	21919662.0	22006585.0	gain	2	98	gbm
11681	XPO7		21919662.0	22006585.0	loss	5	98	gbm
11682	XPO7	ENSG00000130227.16	21919662.0	22006585.0	loss	5	98	gbm
11683	XPO7	ENSG00000130227.12	21919662.0	22006585.0	loss	5	98	gbm
11684	NPM2	ENSG00000158806.13	22024125.0	22036897.0	gain	2	98	gbm
11685	NPM2	ENSG00000158806.9	22024125.0	22036897.0	gain	2	98	gbm
11686	NPM2		22024125.0	22036897.0	gain	2	98	gbm
11687	NPM2	ENSG00000158806.13	22024125.0	22036897.0	loss	5	98	gbm
11688	NPM2	ENSG00000158806.9	22024125.0	22036897.0	loss	5	98	gbm
11689	NPM2		22024125.0	22036897.0	loss	5	98	gbm
11690	FGF17	ENSG00000158815.6	22042398.0	22048809.0	gain	2	98	gbm
11691	FGF17	ENSG00000158815.10	22042398.0	22048809.0	gain	2	98	gbm
11692	FGF17		22042398.0	22048809.0	gain	2	98	gbm
11693	FGF17	ENSG00000158815.6	22042398.0	22048809.0	loss	5	98	gbm
11694	FGF17	ENSG00000158815.10	22042398.0	22048809.0	loss	5	98	gbm
11695	FGF17		22042398.0	22048809.0	loss	5	98	gbm
11696	DMTN	ENSG00000158856.13	22048995.0	22082527.0	gain	2	98	gbm
11697	DMTN		22048995.0	22082527.0	gain	2	98	gbm
11698	DMTN	ENSG00000158856.17	22048995.0	22082527.0	gain	2	98	gbm
11699	DMTN	ENSG00000158856.13	22048995.0	22082527.0	loss	5	98	gbm
11700	DMTN		22048995.0	22082527.0	loss	5	98	gbm
11701	DMTN	ENSG00000158856.17	22048995.0	22082527.0	loss	5	98	gbm
11702	FAM160B2		22089150.0	22104911.0	gain	2	98	gbm
11703	FAM160B2	ENSG00000158863.21	22089150.0	22104911.0	gain	2	98	gbm
11704	FAM160B2	ENSG00000158863.17	22089150.0	22104911.0	gain	2	98	gbm
11705	FAM160B2		22089150.0	22104911.0	loss	5	98	gbm
11706	FAM160B2	ENSG00000158863.21	22089150.0	22104911.0	loss	5	98	gbm
11707	FAM160B2	ENSG00000158863.17	22089150.0	22104911.0	loss	5	98	gbm
11708	NUDT18		22106874.0	22109419.0	gain	3	98	gbm
11709	NUDT18	ENSG00000275074.1	22106874.0	22109419.0	gain	3	98	gbm
11710	NUDT18	ENSG00000173566.9	22106874.0	22109419.0	gain	3	98	gbm
11711	NUDT18		22106874.0	22109419.0	loss	6	98	gbm
11712	NUDT18	ENSG00000275074.1	22106874.0	22109419.0	loss	6	98	gbm
11713	NUDT18	ENSG00000173566.9	22106874.0	22109419.0	loss	6	98	gbm
11714	HR	ENSG00000168453.14	22114419.0	22133384.0	gain	3	98	gbm
11715	HR		22114419.0	22133384.0	gain	3	98	gbm
11716	HR	ENSG00000168453.10	22114419.0	22133384.0	gain	3	98	gbm
11717	HR	ENSG00000168453.14	22114419.0	22133384.0	loss	6	98	gbm
11718	HR		22114419.0	22133384.0	loss	6	98	gbm
11719	HR	ENSG00000168453.10	22114419.0	22133384.0	loss	6	98	gbm
11720	REEP4	ENSG00000168476.7	22138020.0	22141951.0	gain	3	98	gbm
11721	REEP4		22138020.0	22141951.0	gain	3	98	gbm
11722	REEP4	ENSG00000168476.11	22138020.0	22141951.0	gain	3	98	gbm
11723	REEP4	ENSG00000168476.7	22138020.0	22141951.0	loss	6	98	gbm
11724	REEP4		22138020.0	22141951.0	loss	6	98	gbm
11725	REEP4	ENSG00000168476.11	22138020.0	22141951.0	loss	6	98	gbm
11726	LGI3	ENSG00000168481.4	22146830.0	22157084.0	gain	3	98	gbm
11727	LGI3		22146830.0	22157084.0	gain	3	98	gbm
11728	LGI3	ENSG00000168481.8	22146830.0	22157084.0	gain	3	98	gbm
11729	LGI3	ENSG00000168481.4	22146830.0	22157084.0	loss	6	98	gbm
11730	LGI3		22146830.0	22157084.0	loss	6	98	gbm
11731	LGI3	ENSG00000168481.8	22146830.0	22157084.0	loss	6	98	gbm
11732	SFTPC	ENSG00000168484.12	22156913.0	22164479.0	gain	3	98	gbm
11733	SFTPC	ENSG00000168484.8	22156913.0	22164479.0	gain	3	98	gbm
11734	SFTPC		22156913.0	22164479.0	gain	3	98	gbm
11735	SFTPC	ENSG00000168484.12	22156913.0	22164479.0	loss	6	98	gbm
11736	SFTPC	ENSG00000168484.8	22156913.0	22164479.0	loss	6	98	gbm
11737	SFTPC		22156913.0	22164479.0	loss	6	98	gbm
11738	BMP1		22165140.0	22212326.0	gain	3	98	gbm
11739	BMP1	ENSG00000168487.17	22165140.0	22212326.0	gain	3	98	gbm
11740	BMP1	ENSG00000168487.13	22165140.0	22212326.0	gain	3	98	gbm
11741	BMP1		22165140.0	22212326.0	loss	6	98	gbm
11742	BMP1	ENSG00000168487.17	22165140.0	22212326.0	loss	6	98	gbm
11743	BMP1	ENSG00000168487.13	22165140.0	22212326.0	loss	6	98	gbm
11744	PHYHIP	ENSG00000168490.9	22219703.0	22232101.0	gain	3	98	gbm
11745	PHYHIP		22219703.0	22232101.0	gain	3	98	gbm
11746	PHYHIP	ENSG00000168490.13	22219703.0	22232101.0	gain	3	98	gbm
11747	PHYHIP	ENSG00000168490.9	22219703.0	22232101.0	loss	6	98	gbm
11748	PHYHIP		22219703.0	22232101.0	loss	6	98	gbm
11749	PHYHIP	ENSG00000168490.13	22219703.0	22232101.0	loss	6	98	gbm
11750	POLR3D		22245133.0	22254601.0	gain	3	98	gbm
11751	POLR3D	ENSG00000168495.8	22245133.0	22254601.0	gain	3	98	gbm
11752	POLR3D	ENSG00000168495.12	22245133.0	22254601.0	gain	3	98	gbm
11753	POLR3D		22245133.0	22254601.0	loss	6	98	gbm
11754	POLR3D	ENSG00000168495.8	22245133.0	22254601.0	loss	6	98	gbm
11755	POLR3D	ENSG00000168495.12	22245133.0	22254601.0	loss	6	98	gbm
11756	PIWIL2		22275316.0	22357568.0	gain	3	98	gbm
11757	PIWIL2	ENSG00000197181.7	22275316.0	22357568.0	gain	3	98	gbm
11758	PIWIL2	ENSG00000197181.11	22275316.0	22357568.0	gain	3	98	gbm
11759	PIWIL2		22275316.0	22357568.0	loss	6	98	gbm
11760	PIWIL2	ENSG00000197181.7	22275316.0	22357568.0	loss	6	98	gbm
11761	PIWIL2	ENSG00000197181.11	22275316.0	22357568.0	loss	6	98	gbm
11762	SLC39A14	ENSG00000104635.9	22367249.0	22434129.0	gain	3	98	gbm
11763	SLC39A14		22367249.0	22434129.0	gain	3	98	gbm
11764	SLC39A14	ENSG00000104635.13	22367249.0	22434129.0	gain	3	98	gbm
11765	SLC39A14	ENSG00000104635.9	22367249.0	22434129.0	loss	6	98	gbm
11766	SLC39A14		22367249.0	22434129.0	loss	6	98	gbm
11767	SLC39A14	ENSG00000104635.13	22367249.0	22434129.0	loss	6	98	gbm
11768	PPP3CC	ENSG00000120910.14	22440819.0	22541142.0	gain	3	98	gbm
11769	PPP3CC	ENSG00000120910.10	22440819.0	22541142.0	gain	3	98	gbm
11770	PPP3CC		22440819.0	22541142.0	gain	3	98	gbm
11771	PPP3CC	ENSG00000120910.14	22440819.0	22541142.0	loss	6	98	gbm
11772	PPP3CC	ENSG00000120910.10	22440819.0	22541142.0	loss	6	98	gbm
11773	PPP3CC		22440819.0	22541142.0	loss	6	98	gbm
11774	SORBS3	ENSG00000120896.13	22544986.0	22575788.0	gain	3	98	gbm
11775	SORBS3	ENSG00000120896.9	22544986.0	22575788.0	gain	3	98	gbm
11776	SORBS3		22544986.0	22575788.0	gain	3	98	gbm
11777	SORBS3	ENSG00000120896.13	22544986.0	22575788.0	loss	6	98	gbm
11778	SORBS3	ENSG00000120896.9	22544986.0	22575788.0	loss	6	98	gbm
11779	SORBS3		22544986.0	22575788.0	loss	6	98	gbm
11780	PDLIM2	ENSG00000120913.23	22578279.0	22598025.0	gain	3	98	gbm
11781	PDLIM2	ENSG00000120913.19	22578279.0	22598025.0	gain	3	98	gbm
11782	PDLIM2		22578279.0	22598025.0	gain	3	98	gbm
11783	PDLIM2	ENSG00000120913.23	22578279.0	22598025.0	loss	6	98	gbm
11784	PDLIM2	ENSG00000120913.19	22578279.0	22598025.0	loss	6	98	gbm
11785	PDLIM2		22578279.0	22598025.0	loss	6	98	gbm
11786	AC037459.1		22589274.0	22602084.0	gain	3	98	gbm
11787	AC037459.1		22589274.0	22602084.0	loss	6	98	gbm
11788	C8orf58		22599599.0	22604150.0	gain	3	98	gbm
11789	C8orf58	ENSG00000241852.5	22599599.0	22604150.0	gain	3	98	gbm
11790	C8orf58	ENSG00000241852.9	22599599.0	22604150.0	gain	3	98	gbm
11791	C8orf58		22599599.0	22604150.0	loss	6	98	gbm
11792	C8orf58	ENSG00000241852.5	22599599.0	22604150.0	loss	6	98	gbm
11793	C8orf58	ENSG00000241852.9	22599599.0	22604150.0	loss	6	98	gbm
11794	CCAR2	ENSG00000158941.16	22604632.0	22621514.0	gain	3	98	gbm
11795	CCAR2		22604632.0	22621514.0	gain	3	98	gbm
11796	CCAR2	ENSG00000158941.16	22604632.0	22621514.0	loss	6	98	gbm
11797	CCAR2		22604632.0	22621514.0	loss	6	98	gbm
11798	BIN3	ENSG00000147439.7	22620418.0	22669148.0	gain	3	98	gbm
11799	BIN3	ENSG00000147439.12	22620418.0	22669148.0	gain	3	98	gbm
11800	BIN3		22620418.0	22669148.0	gain	3	98	gbm
11801	BIN3	ENSG00000147439.7	22620418.0	22669148.0	loss	6	98	gbm
11802	BIN3	ENSG00000147439.12	22620418.0	22669148.0	loss	6	98	gbm
11803	BIN3		22620418.0	22669148.0	loss	6	98	gbm
11804	EGR3	ENSG00000179388.8	22687659.0	22693480.0	gain	3	98	gbm
11805	EGR3		22687659.0	22693480.0	gain	3	98	gbm
11806	EGR3	ENSG00000179388.8	22687659.0	22693480.0	loss	6	98	gbm
11807	EGR3		22687659.0	22693480.0	loss	6	98	gbm
11808	PEBP4	ENSG00000134020.7	22713251.0	23000000.0	gain	2	98	gbm
11809	PEBP4		22713251.0	23000000.0	gain	2	98	gbm
11810	PEBP4	ENSG00000134020.6	22713251.0	23000000.0	gain	2	98	gbm
11811	PEBP4	ENSG00000134020.7	22713251.0	23000000.0	loss	6	98	gbm
11812	PEBP4		22713251.0	23000000.0	loss	6	98	gbm
11813	PEBP4	ENSG00000134020.6	22713251.0	23000000.0	loss	6	98	gbm
11814	RHOBTB2		22987417.0	23020199.0	gain	2	98	gbm
11815	RHOBTB2	ENSG00000008853.12	22987417.0	23020199.0	gain	2	98	gbm
11816	RHOBTB2	ENSG00000008853.16	22987417.0	23020199.0	gain	2	98	gbm
11817	RHOBTB2		22987417.0	23020199.0	loss	6	98	gbm
11818	RHOBTB2	ENSG00000008853.12	22987417.0	23020199.0	loss	6	98	gbm
11819	RHOBTB2	ENSG00000008853.16	22987417.0	23020199.0	loss	6	98	gbm
11820	TNFRSF10B	ENSG00000120889.12	23020133.0	23069031.0	gain	2	98	gbm
11821	TNFRSF10B	ENSG00000120889.8	23020133.0	23069031.0	gain	2	98	gbm
11822	TNFRSF10B		23020133.0	23069031.0	gain	2	98	gbm
11823	TNFRSF10B	ENSG00000120889.12	23020133.0	23069031.0	loss	6	98	gbm
11824	TNFRSF10B	ENSG00000120889.8	23020133.0	23069031.0	loss	6	98	gbm
11825	TNFRSF10B		23020133.0	23069031.0	loss	6	98	gbm
11826	AC107959.5		23084403.0	23115536.0	gain	2	98	gbm
11827	AC107959.5		23084403.0	23115536.0	loss	6	98	gbm
11828	TNFRSF10C	ENSG00000173535.9	23102590.0	23117437.0	gain	2	98	gbm
11829	TNFRSF10C	ENSG00000173535.13	23102590.0	23117437.0	gain	2	98	gbm
11830	TNFRSF10C		23102590.0	23117437.0	gain	2	98	gbm
11831	TNFRSF10C	ENSG00000173535.9	23102590.0	23117437.0	loss	6	98	gbm
11832	TNFRSF10C	ENSG00000173535.13	23102590.0	23117437.0	loss	6	98	gbm
11833	TNFRSF10C		23102590.0	23117437.0	loss	6	98	gbm
11834	TNFRSF10D	ENSG00000173530.5	23135588.0	23164027.0	gain	2	98	gbm
11835	TNFRSF10D		23135588.0	23164027.0	gain	2	98	gbm
11836	TNFRSF10D	ENSG00000173530.5	23135588.0	23164027.0	loss	7	98	gbm
11837	TNFRSF10D		23135588.0	23164027.0	loss	7	98	gbm
11838	TNFRSF10A	ENSG00000104689.5	23190452.0	23225102.0	gain	2	98	gbm
11839	TNFRSF10A		23190452.0	23225102.0	gain	2	98	gbm
11840	TNFRSF10A	ENSG00000104689.9	23190452.0	23225102.0	gain	2	98	gbm
11841	TNFRSF10A	ENSG00000104689.5	23190452.0	23225102.0	loss	7	98	gbm
11842	TNFRSF10A		23190452.0	23225102.0	loss	7	98	gbm
11843	TNFRSF10A	ENSG00000104689.9	23190452.0	23225102.0	loss	7	98	gbm
11844	CHMP7	ENSG00000147457.9	23243637.0	23262000.0	gain	2	98	gbm
11845	CHMP7		23243637.0	23262000.0	gain	2	98	gbm
11846	CHMP7	ENSG00000147457.13	23243637.0	23262000.0	gain	2	98	gbm
11847	CHMP7	ENSG00000147457.9	23243637.0	23262000.0	loss	7	98	gbm
11848	CHMP7		23243637.0	23262000.0	loss	7	98	gbm
11849	CHMP7	ENSG00000147457.13	23243637.0	23262000.0	loss	7	98	gbm
11850	R3HCC1	ENSG00000104679.6	23270120.0	23296279.0	gain	2	98	gbm
11851	R3HCC1	ENSG00000104679.10	23270120.0	23296279.0	gain	2	98	gbm
11852	R3HCC1		23270120.0	23296279.0	gain	2	98	gbm
11853	R3HCC1	ENSG00000104679.6	23270120.0	23296279.0	loss	7	98	gbm
11854	R3HCC1	ENSG00000104679.10	23270120.0	23296279.0	loss	7	98	gbm
11855	R3HCC1		23270120.0	23296279.0	loss	7	98	gbm
11856	LOXL2		23296897.0	23425328.0	gain	2	98	gbm
11857	LOXL2	ENSG00000134013.15	23296897.0	23425328.0	gain	2	98	gbm
11858	LOXL2	ENSG00000134013.11	23296897.0	23425328.0	gain	2	98	gbm
11859	LOXL2		23296897.0	23425328.0	loss	7	98	gbm
11860	LOXL2	ENSG00000134013.15	23296897.0	23425328.0	loss	7	98	gbm
11861	LOXL2	ENSG00000134013.11	23296897.0	23425328.0	loss	7	98	gbm
11862	ENTPD4	ENSG00000197217.8	23385783.0	23457695.0	gain	2	98	gbm
11863	ENTPD4		23385783.0	23457695.0	gain	2	98	gbm
11864	ENTPD4	ENSG00000197217.12	23385783.0	23457695.0	gain	2	98	gbm
11865	ENTPD4	ENSG00000197217.8	23385783.0	23457695.0	loss	7	98	gbm
11866	ENTPD4		23385783.0	23457695.0	loss	7	98	gbm
11867	ENTPD4	ENSG00000197217.12	23385783.0	23457695.0	loss	7	98	gbm
11868	SLC25A37		23528956.0	23575463.0	gain	2	98	gbm
11869	SLC25A37	ENSG00000147454.13	23528956.0	23575463.0	gain	2	98	gbm
11870	SLC25A37	ENSG00000147454.9	23528956.0	23575463.0	gain	2	98	gbm
11871	SLC25A37		23528956.0	23575463.0	loss	7	98	gbm
11872	SLC25A37	ENSG00000147454.13	23528956.0	23575463.0	loss	7	98	gbm
11873	SLC25A37	ENSG00000147454.9	23528956.0	23575463.0	loss	7	98	gbm
11874	NKX3-1		23678697.0	23682938.0	gain	2	98	gbm
11875	NKX3-1	ENSG00000167034.9	23678697.0	23682938.0	gain	2	98	gbm
11876	NKX3-1		23678697.0	23682938.0	loss	6	98	gbm
11877	NKX3-1	ENSG00000167034.9	23678697.0	23682938.0	loss	6	98	gbm
11878	NKX2-6		23702451.0	23706598.0	gain	2	98	gbm
11879	NKX2-6	ENSG00000180053.7	23702451.0	23706598.0	gain	2	98	gbm
11880	NKX2-6		23702451.0	23706598.0	loss	6	98	gbm
11881	NKX2-6	ENSG00000180053.7	23702451.0	23706598.0	loss	6	98	gbm
11882	STC1		23841929.0	23854806.0	gain	2	98	gbm
11883	STC1	ENSG00000159167.7	23841929.0	23854806.0	gain	2	98	gbm
11884	STC1	ENSG00000159167.11	23841929.0	23854806.0	gain	2	98	gbm
11885	STC1		23841929.0	23854806.0	loss	6	98	gbm
11886	STC1	ENSG00000159167.7	23841929.0	23854806.0	loss	6	98	gbm
11887	STC1	ENSG00000159167.11	23841929.0	23854806.0	loss	6	98	gbm
11888	ADAM28	ENSG00000042980.12	24294069.0	24359014.0	gain	2	98	gbm
11889	ADAM28		24294069.0	24359014.0	gain	2	98	gbm
11890	ADAM28	ENSG00000042980.8	24294069.0	24359014.0	gain	2	98	gbm
11891	ADAM28	ENSG00000042980.12	24294069.0	24359014.0	loss	6	98	gbm
11892	ADAM28		24294069.0	24359014.0	loss	6	98	gbm
11893	ADAM28	ENSG00000042980.8	24294069.0	24359014.0	loss	6	98	gbm
11894	ADAMDEC1		24384285.0	24406013.0	gain	2	98	gbm
11895	ADAMDEC1	ENSG00000134028.14	24384285.0	24406013.0	gain	2	98	gbm
